X72n1439_001:0592a06	 自序	 自 序 
X72n1439_002:0621c14	骨拄杖火毛拂。釋迦不知是何物。四方八面沒遮攔。	骨 拄 杖 火 毛 拂 釋 迦 不 知 是 何 物 四 方 八 面 沒 遮 攔 
X72n1439_002:0621c15	信手拈來活轆轆。丁卯至鼓山。與履徵諸公謀興祖	信 手 拈 來 活 轆 轆 丁 卯 至 鼓 山 與 履 徵 諸 公 謀 興 祖 
X72n1439_002:0621c16	庭。延博山和尚開法。山至一見器重。舉為西堂。及山	庭 延 博 山 和 尚 開 法 山 至 一 見 器 重 舉 為 西 堂 及 山 
X72n1439_002:0621c17	還江右。席虗七載。皆師匡維眾事。羣情向背。一攝之	還 江 右 席 虗 七 載 皆 師 匡 維 眾 事 羣 情 向 背 一 攝 之 
X72n1439_002:0621c18	以真慈大悲。人人德之。甲戌。永老人來主當山。師復	以 真 慈 大 悲 人 人 德 之 甲 戌 永 老 人 來 主 當 山 師 復 
X72n1439_002:0621c19	內外調護。且時與老人盤錯。日臻玄奧。常喜作無生	內 外 調 護 且 時 與 老 人 盤 錯 日 臻 玄 奧 常 喜 作 無 生 
X72n1439_002:0621c20	偈。老人深為讚美。又呈前偈。老人親為書之。誡勿令	偈 老 人 深 為 讚 美 又 呈 前 偈 老 人 親 為 書 之 誡 勿 令 
X72n1439_002:0621c21	人見。浪杖人來山。師復周旋無間。杖人一日為大眾	人 見 浪 杖 人 來 山 師 復 周 旋 無 間 杖 人 一 日 為 大 眾 
X72n1439_002:0621c22	開示。是法住法位。世間相常住。雄辯滔滔。辭鋒橫發。	開 示 是 法 住 法 位 世 間 相 常 住 雄 辯 滔 滔 辭 鋒 橫 發 
X72n1439_002:0621c23	師曰。和尚固慈悲。但太費辭耳。某甲祇兩句可盡。杖	師 曰 和 尚 固 慈 悲 但 太 費 辭 耳 某 甲 祇 兩 句 可 盡 杖 
X72n1439_002:0621c24	人曰。如何。師曰。法本不生。常住不滅。杖人撫掌大笑	人 曰 如 何 師 曰 法 本 不 生 常 住 不 滅 杖 人 撫 掌 大 笑 
X72n1439_002:0622a01	曰。這老賊。我今日識得你也。後在天界寄師偈。有火	曰 這 老 賊 我 今 日 識 得 你 也 後 在 天 界 寄 師 偈 有 火 
X72n1439_002:0622a02	毛拂子笑春風之句。葢敘師語也。師操履深密。見地	毛 拂 子 笑 春 風 之 句 葢 敘 師 語 也 師 操 履 深 密 見 地 
X72n1439_002:0622a03	穩實。容貌冲粹。言辭簡雅。雖德臘俱高。而謙光燭人。	穩 實 容 貌 冲 粹 言 辭 簡 雅 雖 德 臘 俱 高 而 謙 光 燭 人 
X72n1439_002:0622a04	精勤不倦。見者意消。癸巳四月初旬示微恙。起坐如	精 勤 不 倦 見 者 意 消 癸 巳 四 月 初 旬 示 微 恙 起 坐 如 
X72n1439_002:0622a05	常。至十八日辰刻。泊然而化。世壽七十有七。僧臘四	常 至 十 八 日 辰 刻 泊 然 而 化 世 壽 七 十 有 七 僧 臘 四 
X72n1439_002:0622a06	十有八。	十 有 八 
X72n1439_002:0622a07	青林尊宿傳	青 林 尊 宿 傳 
X72n1439_002:0622a08	尊宿諱如鑑。字青林。候宮人。姓林氏。幼孤。奉母至孝。	尊 宿 諱 如 鑑 字 青 林 候 宮 人 姓 林 氏 幼 孤 奉 母 至 孝 
X72n1439_002:0622a09	十八茹素持戒。至雲棲禮蓮池大師。得淨土旨訣。又	十 八 茹 素 持 戒 至 雲 棲 禮 蓮 池 大 師 得 淨 土 旨 訣 又 
X72n1439_002:0622a10	至顯聖。參湛然和尚。令看無字。遂執侍左右。一日因	至 顯 聖 參 湛 然 和 尚 令 看 無 字 遂 執 侍 左 右 一 日 因 
X72n1439_002:0622a11	低頭拾箑有省。作偈呈曰。趙州狗子無佛性。脫下袴	低 頭 拾 箑 有 省 作 偈 呈 曰 趙 州 狗 子 無 佛 性 脫 下 袴 
X72n1439_002:0622a12	子來遮面。面子未曾遮得全。半身露出令人厭。湛公	子 來 遮 面 面 子 未 曾 遮 得 全 半 身 露 出 令 人 厭 湛 公 
X72n1439_002:0622a13	撫而印之。首座麥浪。每欲勘之。而未得其便。一日因	撫 而 印 之 首 座 麥 浪 每 欲 勘 之 而 未 得 其 便 一 日 因 
X72n1439_002:0622a14	師呈吹毛劍頌曰。我有吹毛劍。寒光如閃電。當機覿	師 呈 吹 毛 劍 頌 曰 我 有 吹 毛 劍 寒 光 如 閃 電 當 機 覿 
X72n1439_002:0622a15	面揮。鋒鋩人不見。浪便問曰。如何是吹毛劍。師作拔	面 揮 鋒 鋩 人 不 見 浪 便 問 曰 如 何 是 吹 毛 劍 師 作 拔 
X72n1439_002:0622a16	劍勢。浪曰。此是刈禾刀。師曰。吾昨日在石橋上過。無	劍 勢 浪 曰 此 是 刈 禾 刀 師 曰 吾 昨 日 在 石 橋 上 過 無 
X72n1439_002:0622a17	端打破鉢盂。湛公按住曰。首座氣宇如王。侍者脚踏	端 打 破 鉢 盂 湛 公 按 住 曰 首 座 氣 宇 如 王 侍 者 脚 踏 
X72n1439_002:0622a18	實地。兩人乃各休去。久之以母老辭歸閩。年三十五。	實 地 兩 人 乃 各 休 去 久 之 以 母 老 辭 歸 閩 年 三 十 五 
X72n1439_002:0622a19	始往國懽寺。禮岳山西公祝髮。遂結屋石林。與母偕	始 往 國 懽 寺 禮 岳 山 西 公 祝 髮 遂 結 屋 石 林 與 母 偕 
X72n1439_002:0622a20	隱。後母亦落[髟/采]為尼。精修無間。實師至孝所感云。及	隱 後 母 亦 落 [髟采] 為 尼 精 修 無 間 實 師 至 孝 所 感 云 及 
X72n1439_002:0622a21	母卒。師復同曹源越山二公出嶺。參湛和尚于雲門。	母 卒 師 復 同 曹 源 越 山 二 公 出 嶺 參 湛 和 尚 于 雲 門 
X72n1439_002:0622a22	時林得山司農在座。謂湛和尚曰。青師已有省發。何	時 林 得 山 司 農 在 座 謂 湛 和 尚 曰 青 師 已 有 省 發 何 
X72n1439_002:0622a23	不對眾吐露。湛目師。師遽指傍僧曰。和尚問。何不祗	不 對 眾 吐 露 湛 目 師 師 遽 指 傍 僧 曰 和 尚 問 何 不 祗 
X72n1439_002:0622a24	對。其僧惘然。湛曰。這賊。師遂拂袖而去。未幾過吼山。	對 其 僧 惘 然 湛 曰 這 賊 師 遂 拂 袖 而 去 未 幾 過 吼 山 
X72n1439_002:0622b01	參密雲和尚。不契。乃拉曹越二公。返閩入鼓山。創東	參 密 雲 和 尚 不 契 乃 拉 曹 越 二 公 返 閩 入 鼓 山 創 東 
X72n1439_002:0622b02	庵居之。及眾迎博山無異和尚開法。師遂捨庵為方	庵 居 之 及 眾 迎 博 山 無 異 和 尚 開 法 師 遂 捨 庵 為 方 
X72n1439_002:0622b03	丈。明年異旋博山。師與諸公。送至建溪而別。因禮聞	丈 明 年 異 旋 博 山 師 與 諸 公 送 至 建 溪 而 別 因 禮 聞 
X72n1439_002:0622b04	谷老人于寶善。遂同曹越。相依煆煉。閉關六載。日增	谷 老 人 于 寶 善 遂 同 曹 越 相 依 煆 煉 閉 關 六 載 日 增 
X72n1439_002:0622b05	智證。及聞老人返真寂。師亦同二師還三山。越公居	智 證 及 聞 老 人 返 真 寂 師 亦 同 二 師 還 三 山 越 公 居 
X72n1439_002:0622b06	鼓山之調象庵終焉。師與曹師。卜居長基嶺之松庵。	鼓 山 之 調 象 庵 終 焉 師 與 曹 師 卜 居 長 基 嶺 之 松 庵 
X72n1439_002:0622b07	承雲棲詔旨。日持佛號。晚修懺摩。深夜頂觀音像旋	承 雲 棲 詔 旨 日 持 佛 號 晚 修 懺 摩 深 夜 頂 觀 音 像 旋 
X72n1439_002:0622b08	繞。凡二十餘年。後因世亂。曹師既出住福清之靈石。	繞 凡 二 十 餘 年 後 因 世 亂 曹 師 既 出 住 福 清 之 靈 石 
X72n1439_002:0622b09	師乃返石林。掩關不出。精進如少壯時。而一室中。時	師 乃 返 石 林 掩 關 不 出 精 進 如 少 壯 時 而 一 室 中 時 
X72n1439_002:0622b10	聞異香焉。師平日所得淨施。悉買生命放之。然每以	聞 異 香 焉 師 平 日 所 得 淨 施 悉 買 生 命 放 之 然 每 以 
X72n1439_002:0622b11	念佛放生勸人。故福城感其化者甚眾。師以康熈丙	念 佛 放 生 勸 人 故 福 城 感 其 化 者 甚 眾 師 以 康 熈 丙 
X72n1439_002:0622b12	午六月初旬示微疾。神思安詳。不沉不亂。至期。弟子	午 六 月 初 旬 示 微 疾 神 思 安 詳 不 沉 不 亂 至 期 弟 子 
X72n1439_002:0622b13	問曰。師此時作麼生。師曰。平日所幹何事。大眾來問	問 曰 師 此 時 作 麼 生 師 曰 平 日 所 幹 何 事 大 眾 來 問 
X72n1439_002:0622b14	疾者。皆環繞助師念佛。師曰。今日可謂。蓮池勝會也。	疾 者 皆 環 繞 助 師 念 佛 師 曰 今 日 可 謂 蓮 池 勝 會 也 
X72n1439_002:0622b15	乃泊然而化。世壽八十有七。僧臘五十有二。越七日	乃 泊 然 而 化 世 壽 八 十 有 七 僧 臘 五 十 有 二 越 七 日 
X72n1439_002:0622b16	茶毗。火光金色。時發香氣。平日所持木念珠不壞。弟	茶 毗 火 光 金 色 時 發 香 氣 平 日 所 持 木 念 珠 不 壞 弟 
X72n1439_002:0622b17	子性晉性證等。奉師靈骨。塔於鼓山。論曰。時當末法。	子 性 晉 性 證 等 奉 師 靈 骨 塔 於 鼓 山 論 曰 時 當 末 法 
X72n1439_002:0622b18	祖風凋零。後生輩纔跨禪門。便受衣拂。自既易得。又	祖 風 凋 零 後 生 輩 纔 跨 禪 門 便 受 衣 拂 自 既 易 得 又 
X72n1439_002:0622b19	易以與人。誑[言*赫]閭閻。成羣作隊。鞠其端倪。總由因地	易 以 與 人 誑 [言赫] 閭 閻 成 羣 作 隊 鞠 其 端 倪 總 由 因 地 
X72n1439_002:0622b20	不真。故陷入魔罥。不自覺知耳。今觀青林尊宿。早年	不 真 故 陷 入 魔 罥 不 自 覺 知 耳 今 觀 青 林 尊 宿 早 年 
X72n1439_002:0622b21	如是發心。如是見人。如是省發。如是言句。而深埋頭	如 是 發 心 如 是 見 人 如 是 省 發 如 是 言 句 而 深 埋 頭 
X72n1439_002:0622b22	角。隱遁終身。潛修密煉。六十餘年如一日。収功末後。	角 隱 遁 終 身 潛 修 密 煉 六 十 餘 年 如 一 日 収 功 末 後 
X72n1439_002:0622b23	頭尾俱正。此豈今日禪者。所能夢見耶。嗚呼若師者。	頭 尾 俱 正 此 豈 今 日 禪 者 所 能 夢 見 耶 嗚 呼 若 師 者 
X72n1439_002:0622b24	可謂法門之魯靈光也歟。	可 謂 法 門 之 魯 靈 光 也 歟 
X72n1439_002:0622c01	明一靜主傳	明 一 靜 主 傳 
X72n1439_002:0622c02	靜主諱太悟。字明一。漳州漳浦人。姓張氏。幼業儒。年	靜 主 諱 太 悟 字 明 一 漳 州 漳 浦 人 姓 張 氏 幼 業 儒 年 
X72n1439_002:0622c03	二十五棄家。往杭州黃山光明寺。禮雪杭師剃落。首	二 十 五 棄 家 往 杭 州 黃 山 光 明 寺 禮 雪 杭 師 剃 落 首 
X72n1439_002:0622c04	參天童密老人。即從稟戒。次參顯聖金粟。後旋閩至	參 天 童 密 老 人 即 從 稟 戒 次 參 顯 聖 金 粟 後 旋 閩 至 
X72n1439_002:0622c05	鼓山。一見先師。不覺心折曰。真吾師也。遂傾心受誨。	鼓 山 一 見 先 師 不 覺 心 折 曰 真 吾 師 也 遂 傾 心 受 誨 
X72n1439_002:0622c06	居下板凡一十八載。一日堂中經行。忽然靈光披露。	居 下 板 凡 一 十 八 載 一 日 堂 中 經 行 忽 然 靈 光 披 露 
X72n1439_002:0622c07	萬法平沉。自是每入室呈所見。先師無可否。惟微笑	萬 法 平 沉 自 是 每 入 室 呈 所 見 先 師 無 可 否 惟 微 笑 
X72n1439_002:0622c08	而已。先師年八十。示以偈曰。君今學道已多年一知	而 已 先 師 年 八 十 示 以 偈 曰 君 今 學 道 已 多 年 一 知 
X72n1439_002:0622c09	半解許君說。若要縱橫無礙用。尚須拔去一重楔。到	半 解 許 君 說 若 要 縱 橫 無 礙 用 尚 須 拔 去 一 重 楔 到 
X72n1439_002:0622c10	此方知事事如。豈容俗學妄分別。穿衣吃飯只尋常。	此 方 知 事 事 如 豈 容 俗 學 妄 分 別 穿 衣 吃 飯 只 尋 常 
X72n1439_002:0622c11	通天徹地一輪月。悟得偈。益自勉勵。先師入滅。余繼	通 天 徹 地 一 輪 月 悟 得 偈 益 自 勉 勵 先 師 入 滅 余 繼 
X72n1439_002:0622c12	席。悟居寺後之調象庵。又五載。密自履踐。深有所證。	席 悟 居 寺 後 之 調 象 庵 又 五 載 密 自 履 踐 深 有 所 證 
X72n1439_002:0622c13	時舉古德機緣。或拈或頌。吟笑自樂。其拈無夢無想	時 舉 古 德 機 緣 或 拈 或 頌 吟 笑 自 樂 其 拈 無 夢 無 想 
X72n1439_002:0622c14	話曰。此則公案。判論者雖多。錯會者不少。葢為未透	話 曰 此 則 公 案 判 論 者 雖 多 錯 會 者 不 少 葢 為 未 透 
X72n1439_002:0622c15	向上一竅。祇向識神中。妄起分別。殊不知。主人公也	向 上 一 竅 祇 向 識 神 中 妄 起 分 別 殊 不 知 主 人 公 也 
X72n1439_002:0622c16	不在有夢想處。也不在無夢想處。也不在日用浩浩	不 在 有 夢 想 處 也 不 在 無 夢 想 處 也 不 在 日 用 浩 浩 
X72n1439_002:0622c17	處。且道。在什麼處。良久云。一雙窮瘦足。從來不出門。	處 且 道 在 什 麼 處 良 久 云 一 雙 窮 瘦 足 從 來 不 出 門 
X72n1439_002:0622c18	其頌本來面目曰。從來箇事絕言詮。狗口纔開落二	其 頌 本 來 面 目 曰 從 來 箇 事 絕 言 詮 狗 口 纔 開 落 二 
X72n1439_002:0622c19	三。生與本生轉是錯。所知忘處頗相當。其自適曰。大	三 生 與 本 生 轉 是 錯 所 知 忘 處 頗 相 當 其 自 適 曰 大 
X72n1439_002:0622c20	道絕有無。有無被情驅。跳出有無外。方能得自如。得	道 絕 有 無 有 無 被 情 驅 跳 出 有 無 外 方 能 得 自 如 得 
X72n1439_002:0622c21	自如有何拘。大海波心騎鐵馬。須彌頂上釣金魚。此	自 如 有 何 拘 大 海 波 心 騎 鐵 馬 須 彌 頂 上 釣 金 魚 此 
X72n1439_002:0622c22	係道人快樂處。造次凡流爭識吾。一日微恙。即自剃	係 道 人 快 樂 處 造 次 凡 流 爭 識 吾 一 日 微 恙 即 自 剃 
X72n1439_002:0622c23	髮。沐浴更衣。謂侍者曰。吾當去矣。者曰。師何往。何所	髮 沐 浴 更 衣 謂 侍 者 曰 吾 當 去 矣 者 曰 師 何 往 何 所 
X72n1439_002:0622c24	分付乎。悟即自取紙筆大書曰。衣履送上方丈。經書	分 付 乎 悟 即 自 取 紙 筆 大 書 曰 衣 履 送 上 方 丈 經 書 
X72n1439_002:0623a01	歸禪堂。不須沐浴更衣。火化入舊塔。偈曰。打破太虗	歸 禪 堂 不 須 沐 浴 更 衣 火 化 入 舊 塔 偈 曰 打 破 太 虗 
X72n1439_002:0623a02	空。踢翻生死岸。優游無底舟。真箇快活漢。遂歸榻吉	空 踢 翻 生 死 岸 優 游 無 底 舟 真 箇 快 活 漢 遂 歸 榻 吉 
X72n1439_002:0623a03	祥而臥。侍者走報余。急往覘之。見其微息綿綿。大呼	祥 而 臥 侍 者 走 報 余 急 往 覘 之 見 其 微 息 綿 綿 大 呼 
X72n1439_002:0623a04	曰。靜主去得好。宜著精彩。頂門上一箭。直透過那邊	曰 靜 主 去 得 好 宜 著 精 彩 頂 門 上 一 箭 直 透 過 那 邊 
X72n1439_002:0623a05	去。悟復開眼點首。大噫一聲化去。實壬寅三月念二	去 悟 復 開 眼 點 首 大 噫 一 聲 化 去 實 壬 寅 三 月 念 二 
X72n1439_002:0623a06	日午時也。茶毗牙齒不壞。有骨一片。五色鮮明。世壽	日 午 時 也 茶 毗 牙 齒 不 壞 有 骨 一 片 五 色 鮮 明 世 壽 
X72n1439_002:0623a07	五十有一。僧臘二十有六。悟為人性剛毅。事不合意。	五 十 有 一 僧 臘 二 十 有 六 悟 為 人 性 剛 毅 事 不 合 意 
X72n1439_002:0623a08	輒形辭色。甚至怒罵。故人多以是少之。今觀其末後	輒 形 辭 色 甚 至 怒 罵 故 人 多 以 是 少 之 今 觀 其 末 後 
X72n1439_002:0623a09	一著。則其生平所得者不淺。未可以常情議之也。嗚	一 著 則 其 生 平 所 得 者 不 淺 未 可 以 常 情 議 之 也 嗚 
X72n1439_002:0623a10	呼。若悟者。可謂克始克終。有頭有尾。鼓山門下。一了	呼 若 悟 者 可 謂 克 始 克 終 有 頭 有 尾 鼓 山 門 下 一 了 
X72n1439_002:0623a11	事衲僧也。	事 衲 僧 也 
X72n1439_002:0623a12	一行上人傳	一 行 上 人 傳 
X72n1439_002:0623a13	一行上人晉江人。姓莊氏。幼業儒。即知佛理。年二十	一 行 上 人 晉 江 人 姓 莊 氏 幼 業 儒 即 知 佛 理 年 二 十 
X72n1439_002:0623a14	八。禮無異和尚于鼓山。立名智嚴。授念佛法門。問所	八 禮 無 異 和 尚 于 鼓 山 立 名 智 嚴 授 念 佛 法 門 問 所 
X72n1439_002:0623a15	以念法。異曰。一心念去。行受教三十餘年。把定題目。	以 念 法 異 曰 一 心 念 去 行 受 教 三 十 餘 年 把 定 題 目 
X72n1439_002:0623a16	深有契證。乃作一心念佛歌以自見。辭旨雋朗。事理	深 有 契 證 乃 作 一 心 念 佛 歌 以 自 見 辭 旨 雋 朗 事 理 
X72n1439_002:0623a17	圓備。大有裨於淨業行人。甞稟如是律師菩薩戒。聽	圓 備 大 有 裨 於 淨 業 行 人 甞 稟 如 是 律 師 菩 薩 戒 聽 
X72n1439_002:0623a18	素華法師天台教觀。一相居士林公熈曾。佳公子也。	素 華 法 師 天 台 教 觀 一 相 居 士 林 公 熈 曾 佳 公 子 也 
X72n1439_002:0623a19	與締世外交。最稱莫逆。舘于別業。資以四事。凡三十	與 締 世 外 交 最 稱 莫 逆 舘 于 別 業 資 以 四 事 凡 三 十 
X72n1439_002:0623a20	年如一日。可謂難能也。壬寅冬。謁余于紫雲。余問曰。	年 如 一 日 可 謂 難 能 也 壬 寅 冬 謁 余 于 紫 雲 余 問 曰 
X72n1439_002:0623a21	一心念佛歌。是居士作否。行曰。不敢。余曰。佛即今在	一 心 念 佛 歌 是 居 士 作 否 行 曰 不 敢 余 曰 佛 即 今 在 
X72n1439_002:0623a22	什麼處。行竪一指。余曰。死燒作一堆灰了。向甚處與	什 麼 處 行 竪 一 指 余 曰 死 燒 作 一 堆 灰 了 向 甚 處 與 
X72n1439_002:0623a23	山僧相見。行乃低頭。余曰。居士是通佛法人。可點茶	山 僧 相 見 行 乃 低 頭 余 曰 居 士 是 通 佛 法 人 可 點 茶 
X72n1439_002:0623a24	來。行笑曰。和尚也不消得。又一日余謂之曰。人皆病	來 行 笑 曰 和 尚 也 不 消 得 又 一 日 余 謂 之 曰 人 皆 病 
X72n1439_002:0623b01	居士恩愛重不能出家。是否。行曰。政坐此耳。余曰。金	居 士 恩 愛 重 不 能 出 家 是 否 行 曰 政 坐 此 耳 余 曰 金 
X72n1439_002:0623b02	剛王寶劍。何不拈出。行曰。和尚若肯攝受。某敢憚其	剛 王 寶 劍 何 不 拈 出 行 曰 和 尚 若 肯 攝 受 某 敢 憚 其 
X72n1439_002:0623b03	行乎。余唯唯。即日上堂曰。無見頂相。箇箇圓滿。為什	行 乎 余 唯 唯 即 日 上 堂 曰 無見頂相 箇 箇 圓 滿 為 什 
X72n1439_002:0623b04	麼我顯汝隱。燈王座子。人人有分。為什麼我坐汝立。	麼 我 顯 汝 隱 燈 王 座 子 人 人 有 分 為 什 麼 我 坐 汝 立 
X72n1439_002:0623b05	還知麼。鏌鎁未出匣。游絲千萬丈。等閒拈出來。一斷	還 知 麼 鏌 鎁 未 出 匣 游 絲 千 萬 丈 等 閒 拈 出 來 一 斷 
X72n1439_002:0623b06	一切斷。下座。行趨入方丈曰。謝和尚慈悲重重相為。	一 切 斷 下 座 行 趨 入 方 丈 曰 謝 和 尚 慈 悲 重 重 相 為 
X72n1439_002:0623b07	余曰。知即得。行便禮拜。癸卯正月。隨余還鼓山。二月	余 曰 知 即 得 行 便 禮 拜 癸 卯 正 月 隨 余 還 鼓 山 二 月 
X72n1439_002:0623b08	八日落髮。頓進三戒。取文殊一行三昧。字之曰一行。	八 日 落 髮 頓 進 三 戒 取 文 殊 一行三昧 字 之 曰 一 行 
X72n1439_002:0623b09	安單正法藏殿。行業精勤。一眾敬愛。甞與諸禪德。作	安 單 正 法 藏 殿 行 業 精 勤 一 眾 敬 愛 甞 與 諸 禪 德 作 
X72n1439_002:0623b10	答唐復禮法師真妄偈。極為得旨。被余認出。行德余	答 唐 復 禮 法 師 真 妄 偈 極 為 得 旨 被 余 認 出 行 德 余 
X72n1439_002:0623b11	賞音。益自憤悱。八月中秋後。以事至溫陵。九月廿八	賞 音 益 自 憤 悱 八 月 中 秋 後 以 事 至 溫 陵 九 月 廿 八 
X72n1439_002:0623b12	日還山。即入方丈。作禮曰。某此行雖赴道友林公之	日 還 山 即 入 方 丈 作 禮 曰 某 此 行 雖 赴 道 友 林 公 之 
X72n1439_002:0623b13	召。亦欲借此還俗家一看。至泉忽生一正念。我已出	召 亦 欲 借 此 還 俗 家 一 看 至 泉 忽 生 一 正 念 我 已 出 
X72n1439_002:0623b14	家。豈有復入俗舍之理。遂不去。書禁足二字。貼于壁	家 豈 有 復 入 俗 舍 之 理 遂 不 去 書 禁 足 二 字 貼 于 壁 
X72n1439_002:0623b15	間。親友見訪。俱不報謁。唯與林公。傾譚數日而已。即	間 親 友 見 訪 俱 不 報 謁 唯 與 林 公 傾 譚 數 日 而 已 即 
X72n1439_002:0623b16	日示疾。日見沉重。余往慰之曰。上座此病恐不起。生	日 示 疾 日 見 沉 重 余 往 慰 之 曰 上 座 此 病 恐 不 起 生 
X72n1439_002:0623b17	死關頭。不可被他瞞了。一生修行得力處。全在這裏。	死 關 頭 不 可 被 他 瞞 了 一 生 修 行 得 力 處 全 在 這 裏 
X72n1439_002:0623b18	行唯唯。至十月初三日。乃謂余曰。某大期至矣。但無	行 唯 唯 至 十 月 初 三 日 乃 謂 余 曰 某 大 期 至 矣 但 無 
X72n1439_002:0623b19	以報和尚慈恩。當于淨土相見耳。遂謝醫藥。吉祥而	以 報 和 尚 慈 恩 當 于 淨 土 相 見 耳 遂 謝 醫 藥 吉 祥 而 
X72n1439_002:0623b20	臥。念佛不絕口。稅擔上座謂之曰。公決志往生。何不	臥 念 佛 不 絕 口 稅 擔 上 座 謂 之 曰 公 決 志 往 生 何 不 
X72n1439_002:0623b21	留一偈。與眾言別。行曰。要偈作麼。但要受用耳。雖然。	留 一 偈 與 眾 言 別 行 曰 要 偈 作 麼 但 要 受 用 耳 雖 然 
X72n1439_002:0623b22	要偈也不難。即說偈曰。何用談玄說偈。一句彌陀便	要 偈 也 不 難 即 說 偈 曰 何 用 談 玄 說 偈 一 句 彌 陀 便 
X72n1439_002:0623b23	是。從來十念往生。是心不可思議。至初八日辰刻。請	是 從 來 十 念 往 生 是 心 不可思議 至 初 八 日 辰 刻 請 
X72n1439_002:0623b24	余至榻前。曰某當去矣。余謂之曰。阿彌陀佛是法界	余 至 榻 前 曰 某 當 去 矣 余 謂 之 曰 阿 彌 陀 佛 是 法 界 
X72n1439_002:0623c01	身。還記得麼。行曰。記得。菩薩亦是法界身。眾生亦是	身 還 記 得 麼 行 曰 記 得 菩 薩 亦 是 法 界 身 眾 生 亦 是 
X72n1439_002:0623c02	法界身。余曰。上座自己聻。行笑曰。豈有二耶。余曰。正	法 界 身 余 曰 上 座 自 己 聻 行 笑 曰 豈 有 二 耶 余 曰 正 
X72n1439_002:0623c03	好向這裏。上品上生去。行遂對余。朗誦上品上生章	好 向 這 裏 上 品 上 生 去 行 遂 對 余 朗 誦 上 品 上 生 章 
X72n1439_002:0623c04	一徧。余亦念佛五百聲。助之回向畢。行曰。請和尚歸	一 徧 余 亦 念 佛 五 百 聲 助 之 回 向 畢 行 曰 請 和 尚 歸 
X72n1439_002:0623c05	方丈歇息。某尚未也。余趨出。少頃令人扶起。坐定即	方 丈 歇 息 某 尚 未 也 余 趨 出 少 頃 令 人 扶 起 坐 定 即 
X72n1439_002:0623c06	瞑目。嗚呼。行出家。未及一載。履道方殷。而遽化去。似	瞑 目 嗚 呼 行 出 家 未 及 一 載 履 道 方 殷 而 遽 化 去 似 
X72n1439_002:0623c07	若緣淺。然以余觀之。行家居六十餘年。而末後一著。	若 緣 淺 然 以 余 觀 之 行 家 居 六 十 餘 年 而 末 後 一 著 
X72n1439_002:0623c08	乃在名山大剎。圓頂納戒。臨終神思不亂。念佛坐化。	乃 在 名 山 大 剎 圓 頂 納 戒 臨 終 神 思 不 亂 念 佛 坐 化 
X72n1439_002:0623c09	其往生必矣。謂非夙于佛法中。具大因緣。能有是乎。	其 往 生 必 矣 謂 非 夙 于 佛 法 中 具 大 因 緣 能 有 是 乎 
X72n1439_002:0623c10	故為傳之。以勗夫後來者。	故 為 傳 之 以 勗 夫 後 來 者 
X72n1439_002:0623c11	闍黎無一純公傳	闍 黎 無 一 純 公 傳 
X72n1439_002:0623c12	闍黎名太純。字無一。建陽水東張氏子。家世業儒。年	闍 黎 名 太 純 字 無 一 建 陽 水 東 張 氏 子 家 世 業 儒 年 
X72n1439_002:0623c13	七八歲好放生。十二慕出家。父母不許。十七。博山無	七 八 歲 好 放 生 十 二 慕 出 家 父 母 不 許 十 七 博 山 無 
X72n1439_002:0623c14	異和尚代座董巖。公往參禮。領狗子無佛性話。念四	異 和 尚 代 座 董 巖 公 往 參 禮 領 狗 子 無 佛 性 話 念 四 
X72n1439_002:0623c15	補邑庠。有人相勸云。汝求出家。有何利益於人。不如	補 邑 庠 有 人 相 勸 云 汝 求 出 家 有 何 利 益 於 人 不 如 
X72n1439_002:0623c16	做功名。如陸相公等。行菩薩行。豈不更玅。公遂發願	做 功 名 如 陸 相 公 等 行 菩 薩 行 豈 不 更 玅 公 遂 發 願 
X72n1439_002:0623c17	云。若使我得志。必使昆虫草木。皆得其所。頭目髓腦。	云 若 使 我 得 志 必 使 昆 虫 草 木 皆 得 其 所 頭 目 髓 腦 
X72n1439_002:0623c18	俱報佛恩。連三科不第。遂隱本處妙高峯。專提話頭。	俱 報 佛 恩 連 三 科 不 第 遂 隱 本 處 妙 高 峯 專 提 話 頭 
X72n1439_002:0623c19	時刻不放忽。一日早課。誦楞嚴呪。至一心聽佛無見	時 刻 不 放 忽 一 日 早 課 誦 楞 嚴 呪 至 一 心 聽 佛 無 見 
X72n1439_002:0623c20	頂相。豁然有省。得大慶快。遂有頌曰。頂門出入。應用	頂 相 豁 然 有 省 得 大 慶 快 遂 有 頌 曰 頂 門 出 入 應 用 
X72n1439_002:0623c21	無情。全憑自己。莫問他人。乃作據本論。先老人見之。	無 情 全 憑 自 己 莫 問 他 人 乃 作 據 本 論 先 老 人 見 之 
X72n1439_002:0623c22	深為贊歎。有羣弟子。來求講學。公為約云。我的法門。	深 為 贊 歎 有 羣 弟 子 來 求 講 學 公 為 約 云 我 的 法 門 
X72n1439_002:0623c23	與諸學究不同。要吃齋學課誦。參究性命。一炷香後。	與 諸 學 究 不 同 要 吃 齋 學 課 誦 參 究 性 命 一 炷 香 後 
X72n1439_002:0623c24	方許開講。諸弟子皆翕然從之。於佛法中。得生正信。	方 許 開 講 諸 弟 子 皆 翕 然 從 之 於佛法中 得 生 正 信 
