T51n2072_001:0126b24	往生集序	往 生 集 序 
T51n2072_002:0140b19	夢。僧授紙百幅。鑿破為二八字。以問東靈照	夢 僧 授 紙 百 幅 鑿 破 為 二 八 字 以 問 東 靈 照 
T51n2072_002:0140b20	師。曰二八十六也。豈十六觀經之謂乎。適一	師 曰 二 八 十 六 也 豈 十 六 觀 經 之 謂 乎 適 一 
T51n2072_002:0140b21	僧以經與之。忽不見由是誦經念佛。自名為	僧 以 經 與 之 忽 不 見 由 是 誦 經 念 佛 自 名 為 
T51n2072_002:0140b22	往生以見志。因邑中生公造丈六彌陀像。乃	往 生 以 見 志 因 邑 中 生 公 造 丈 六 彌 陀 像 乃 
T51n2072_002:0140b23	施財百萬。為之粧飾。殿前池中。遂湧一雙頭	施 財 百 萬 為 之 粧 飾 殿 前 池 中 遂 湧 一 雙 頭 
T51n2072_002:0140b24	白蓮。其花百葉。當年冬。無疾而終。	白 蓮 其 花 百 葉 當 年 冬 無 疾 而 終 
T51n2072_002:0140b25	昝定國學諭	昝 定 國 學 諭 
T51n2072_002:0140b26	宋昝定國。號省齋。為州學諭。常念佛讀淨土	宋 昝 定 國 號 省 齋 為 州 學 諭 常 念 佛 讀 淨 土 
T51n2072_002:0140b27	諸經。每月三八。集僧俗諷經念佛。嘉定四年。	諸 經 每 月 三 八 集 僧 俗 諷 經 念 佛 嘉 定 四 年 
T51n2072_002:0140b28	夢青衣童告曰。佛令召君。三日當生彼國。至	夢 青 衣 童 告 曰 佛 令 召 君 三 日 當 生 彼 國 至 
T51n2072_002:0140b29	日沐浴更衣。念佛坐化。	日 沐 浴 更 衣 念 佛 坐 化 
T51n2072_002:0140c01	馮濟川諫議	馮 濟 川 諫 議 
T51n2072_002:0140c02	宋馮檝。號濟川。遂寧人。由太學登第。初訪道	宋 馮 檝 號 濟 川 遂 寧 人 由 太 學 登 第 初 訪 道 
T51n2072_002:0140c03	禪林。晚年專崇淨業。作西方文彌陀懺儀。後	禪 林 晚 年 專 崇 淨 業 作 西 方 文 彌 陀 懺 儀 後 
T51n2072_002:0140c04	以給事中出帥瀘南。率道俗作繫念會。及知	以 給 事 中 出 帥 瀘 南 率 道 俗 作 繫 念 會 及 知 
T51n2072_002:0140c05	卭州。於後廳設高座。望闕肅拜。著僧衣。登座	卭 州 於 後 廳 設 高 座 望 闕 肅 拜 著 僧 衣 登 座 
T51n2072_002:0140c06	謝官吏。橫柱杖按膝而化。	謝 官 吏 橫 柱 杖 按 膝 而 化 
T51n2072_002:0140c07	贊曰。傳燈錄載公。初參龍門遠。次參妙喜。各	贊 曰 傳 燈 錄 載 公 初 參 龍 門 遠 次 參 妙 喜 各 
T51n2072_002:0140c08	有證悟。臨終刻期陞座。拈柱杖按膝脫去。其	有 證 悟 臨 終 刻 期 陞 座 拈 柱 杖 按 膝 脫 去 其 
T51n2072_002:0140c09	自在顯赫。宛有宗門諸大老操略。然都不言	自 在 顯 赫 宛 有 宗 門 諸 大 老 操 略 然 都 不 言 
T51n2072_002:0140c10	念佛往生何也。良由著述家。彼此立義。為門	念 佛 往 生 何 也 良 由 著 述 家 彼 此 立 義 為 門 
T51n2072_002:0140c11	不同。各隨所重而已。彼重直指人心。自應專	不 同 各 隨 所 重 而 已 彼 重 直 指 人 心 自 應 專 
T51n2072_002:0140c12	取了明心地而略淨土。如懷玉金臺再至圓	取 了 明 心 地 而 略 淨 土 如 懷 玉 金 臺 再 至 圓 
T51n2072_002:0140c13	照蓮蕋標名。皆不錄是也。此重指歸淨土。故	照 蓮 蕋 標 名 皆 不 錄 是 也 此 重 指 歸 淨 土 故 
T51n2072_002:0140c14	詳其生平念佛。報盡往生。而了明心性自在	詳 其 生 平 念 佛 報 盡 往 生 而 了 明 心 性 自 在 
T51n2072_002:0140c15	其中。如所謂既得見彌陀何愁不開悟是也。	其 中 如 所 謂 既 得 見 彌 陀 何 愁 不 開 悟 是 也 
T51n2072_002:0140c16	喻如重德則顏子列德行之科。而不言政事。	喻 如 重 德 則 顏 子 列 德 行 之 科 而 不 言 政 事 
T51n2072_002:0140c17	重才則顏子具王佐之器。而不言德行。亦為	重 才 則 顏 子 具 王 佐 之 器 而 不 言 德 行 亦 為 
T51n2072_002:0140c18	門不同耳。淨業人願篤信無惑。	門 不 同 耳 淨 業 人 願 篤 信 無 惑 
T51n2072_002:0140c19	王敏仲侍郎	王 敏 仲 侍 郎 
T51n2072_002:0140c20	宋王古。字敏仲。東都人。官禮部侍郎。慈仁愛	宋 王 古 字 敏 仲 東 都 人 官 禮 部 侍 郎 慈 仁 愛 
T51n2072_002:0140c21	物。深契禪宗。又悟淨土法門之勝。著直指淨	物 深 契 禪 宗 又 悟 淨 土 法 門 之 勝 著 直 指 淨 
T51n2072_002:0140c22	土決疑集三卷。平生精勤念佛。數珠未甞去	土 決 疑 集 三 卷 平 生 精 勤 念 佛 數 珠 未 甞 去 
T51n2072_002:0140c23	手。行住坐臥悉以西方淨觀為佛事。有僧神	手 行住坐臥 悉 以 西 方 淨 觀 為 佛 事 有 僧 神 
T51n2072_002:0140c24	遊淨土。見古與葛繁同在焉。往生有明驗	遊 淨 土 見 古 與 葛 繁 同 在 焉 往 生 有 明 驗 
T51n2072_002:0140c25	矣。	矣 
T51n2072_002:0140c26	吳信叟進士	吳 信 叟 進 士 
T51n2072_002:0140c27	宋吳子才。字信叟。致仕之後。預作一棺。夜	宋 吳 子 才 字 信 叟 致 仕 之 後 預 作 一 棺 夜 
T51n2072_002:0140c28	臥其中。令童子擊棺而歌曰。吳信叟。歸去來。	臥 其 中 令 童 子 擊 棺 而 歌 曰 吳 信 叟 歸 去 來 
T51n2072_002:0140c29	三界無安不可住。西方淨土有蓮胎。歸去來。	三 界 無 安 不 可 住 西方淨土 有 蓮 胎 歸 去 來 
T51n2072_002:0141a01	自從而和之。後無疾而化。	自 從 而 和 之 後 無 疾 而 化 
T51n2072_002:0141a02	白居易少傳	白 居 易 少 傳 
T51n2072_002:0141a03	唐白居易。官中大夫太子少傅。捨宅為香山	唐 白 居 易 官 中 大 夫 太 子 少 傅 捨 宅 為 香 山 
T51n2072_002:0141a04	寺。號香山居士。晚歲患風痺。出俸錢三萬。繪	寺 號 香 山 居 士 晚 歲 患 風 痺 出 俸 錢 三 萬 繪 
T51n2072_002:0141a05	西方極樂世界一部依正莊嚴。悉按無量壽	西方極樂 世 界 一 部 依 正 莊 嚴 悉 按 無 量 壽 
T51n2072_002:0141a06	經。靡不曲盡頂禮發願。以偈贊曰。極樂世界	經 靡 不 曲 盡 頂 禮 發 願 以 偈 贊 曰 極樂世界 
T51n2072_002:0141a07	清淨土。無諸惡道及眾苦。願如我身老病者。	清 淨 土 無 諸 惡 道 及 眾 苦 願 如 我 身 老 病 者 
T51n2072_002:0141a08	同生無量壽佛所。	同 生 無 量 壽 佛 所 
T51n2072_002:0141a09	贊曰。人傳蓬萊有樂天名。樂天辭以偈曰。海	贊 曰 人 傳 蓬 萊 有 樂 天 名 樂 天 辭 以 偈 曰 海 
T51n2072_002:0141a10	山不是吾歸處。歸即須歸兜率天。今復捨兜	山 不 是 吾 歸 處 歸 即 須 歸 兜 率 天 今 復 捨 兜 
T51n2072_002:0141a11	率。而求淨土。豈所謂披砂揀金。愈擇而愈精	率 而 求 淨 土 豈 所 謂 披 砂 揀 金 愈 擇 而 愈 精 
T51n2072_002:0141a12	者耶。	者 耶 
T51n2072_002:0141a13	張掄都總	張 掄 都 總 
T51n2072_002:0141a14	宋張掄。官兩浙都總管。期生淨土。刻勵念佛。	宋 張 掄 官 兩 浙 都 總 管 期 生 淨 土 刻 勵 念 佛 
T51n2072_002:0141a15	闔門長幼。靡不從化。鑿池栽蓮。日率妻子課	闔 門 長 幼 靡 不 從 化 鑿 池 栽 蓮 日 率 妻 子 課 
T51n2072_002:0141a16	佛萬遍。孝宗皇帝親書蓮杜二字賜焉。	佛 萬 遍 孝 宗 皇 帝 親 書 蓮 杜 二 字 賜 焉 
T51n2072_002:0141a17	蘇軾學士	蘇 軾 學 士 
T51n2072_002:0141a18	宋蘇軾。號東坡。官翰林學士。南遷日。畫彌	宋 蘇 軾 號 東 坡 官 翰 林 學 士 南 遷 日 畫 彌 
T51n2072_002:0141a19	陀像一軸。行且佩帶。人問之。答曰。此軾生西	陀 像 一 軸 行 且 佩 帶 人 問 之 答 曰 此 軾 生 西 
T51n2072_002:0141a20	方公據也。母夫人程氏歿。以簪珥遺貲。命工	方 公 據 也 母 夫 人 程 氏 歿 以 簪 珥 遺 貲 命 工 
T51n2072_002:0141a21	胡錫。繪彌陀像。以薦往生。	胡 錫 繪 彌 陀 像 以 薦 往 生 
T51n2072_002:0141a22	贊曰。老泉為薦先亡。曾於極樂院。造六菩薩	贊 曰 老 泉 為 薦 先 亡 曾 於 極 樂 院 造 六 菩 薩 
T51n2072_002:0141a23	像。而子由往來法門亦甚密邇。蓋蘇氏之歸	像 而 子 由 往 來 法 門 亦 甚 密 邇 蓋 蘇 氏 之 歸 
T51n2072_002:0141a24	心三寶素矣。世有刻西方公據者。增以俚語	心 三 寶 素 矣 世 有 刻 西 方 公 據 者 增 以 俚 語 
T51n2072_002:0141a25	謂出自坡公。此誣也。具眼者勿因偽而併棄	謂 出 自 坡 公 此 誣 也 具 眼 者 勿 因 偽 而 併 棄 
T51n2072_002:0141a26	其真。	其 真 
T51n2072_002:0141a27	張無盡丞相	張 無 盡 丞 相 
T51n2072_002:0141a28	宋張商英。初以夫人向氏激發。留神內典。號	宋 張 商 英 初 以 夫 人 向 氏 激 發 留 神 內 典 號 
T51n2072_002:0141a29	無盡居士。甞著發願文云。思此世界。五濁亂	無 盡 居 士 甞 著 發 願 文 云 思 此 世 界 五 濁 亂 
T51n2072_002:0141b01	心。無正觀力。無了因力。自性唯心。不能悟	心 無 正 觀 力 無 了 因 力 自 性 唯 心 不 能 悟 
T51n2072_002:0141b02	達。謹遵釋迦世尊金口之教。專念阿彌陀佛。	達 謹 遵 釋 迦 世 尊 金 口 之 教 專 念 阿 彌 陀 佛 
T51n2072_002:0141b03	求彼世尊願力攝受。待報滿時。往生極樂。如	求 彼 世 尊 願 力 攝 受 待 報 滿 時 往 生 極 樂 如 
T51n2072_002:0141b04	順水乘舟不勞自力而至矣。	順 水 乘 舟 不 勞 自 力 而 至 矣 
T51n2072_002:0141b05	贊曰。無盡悟禪宗於兜率悅公。而拳拳乎安	贊 曰 無 盡 悟 禪 宗 於 兜 率 悅 公 而 拳 拳 乎 安 
T51n2072_002:0141b06	養是念。其為計審矣。自香山至此四公。雖西	養 是 念 其 為 計 審 矣 自 香 山 至 此 四 公 雖 西 
T51n2072_002:0141b07	方瑞應史未詳錄。而據因以考果。不生西方	方 瑞 應 史 未 詳 錄 而 據 因 以 考 果 不 生 西 方 
T51n2072_002:0141b08	將奚生哉。	將 奚 生 哉 
T51n2072_002:0141b09	總論	總 論 
T51n2072_002:0141b10	愚聞之。古德云。士大夫英敏過人者。多自僧	愚 聞 之 古 德 云 士 大 夫 英 敏 過 人 者 多 自 僧 
T51n2072_002:0141b11	中來。然甞疑之。迷而不返者什九。不負宿因	中 來 然 甞 疑 之 迷 而 不 返 者 什 九 不 負 宿 因 
T51n2072_002:0141b12	者什一。其故何也。五濁惡世。多諸退緣。賢者	者 什 一 其 故 何 也 五濁惡世 多 諸 退 緣 賢 者 
T51n2072_002:0141b13	所難免也。故戒禪師後身為東坡。青禪師後	所 難 免 也 故 戒 禪 師 後 身 為 東 坡 青 禪 師 後 
T51n2072_002:0141b14	身為曾魯公。哲禪師後身耽富貴。多憂苦。夫	身 為 曾 魯 公 哲 禪 師 後 身 耽 富 貴 多 憂 苦 夫 
T51n2072_002:0141b15	東坡最為親近法門。而曾公已不之及。彼哲	東 坡 最 為 親 近 法 門 而 曾 公 已 不 之 及 彼 哲 
T51n2072_002:0141b16	老之後身。其迷抑又甚矣。古今知識。所以勸	老 之 後 身 其 迷 抑 又 甚 矣 古 今 知 識 所 以 勸 
T51n2072_002:0141b17	人捨五濁而求淨土也。然則劉遺民而下諸	人 捨 五 濁 而 求 淨 土 也 然 則 劉 遺 民 而 下 諸 
T51n2072_002:0141b18	君子。所得不既多乎。	君 子 所 得 不 既 多 乎 
T51n2072_002:0141b19	處士往生類	處 士 往 生 類 
T51n2072_002:0141b20	周續之	周 續 之 
T51n2072_002:0141b21	宋周續之。雁門人。十二通五經五緯。號十經	宋 周 續 之 雁 門 人 十 二 通 五 經 五 緯 號 十 經 
T51n2072_002:0141b22	童子。養志間居。公卿交辟皆不就。事廬山遠	童 子 養 志 間 居 公 卿 交 辟 皆 不 就 事 廬 山 遠 
T51n2072_002:0141b23	法師預蓮社。文帝踐祚。召對辨析。帝大悅。或	法 師 預 蓮 社 文 帝 踐 祚 召 對 辨 析 帝 大 悅 或 
T51n2072_002:0141b24	問身為處士。時踐王庭可乎。答曰。心馳魏闕	問 身 為 處 士 時 踐 王 庭 可 乎 答 曰 心 馳 魏 闕 
T51n2072_002:0141b25	者。以江湖為桎梧。情致兩亡者。市朝亦岩穴	者 以 江 湖 為 桎 梧 情 致 兩 亡 者 市 朝 亦 岩 穴 
T51n2072_002:0141b26	耳。時稱通隱先生。後居鍾山。專心念佛。愈老	耳 時 稱 通 隱 先 生 後 居 鍾 山 專 心 念 佛 愈 老 
T51n2072_002:0141b27	愈篤。一日向空云。佛來迎我。合掌而逝。	愈 篤 一 日 向 空 云 佛 來 迎 我 合 掌 而 逝 
T51n2072_002:0141b28	贊曰。續之能岩穴市朝。則亦可以西方東土	贊 曰 續 之 能 岩 穴 市 朝 則 亦 可 以 西 方 東 土 
T51n2072_002:0141b29	矣。而必念佛求生。其真知利害者乎。古有頌	矣 而 必 念 佛 求 生 其 真 知 利 害 者 乎 古 有 頌 
T51n2072_002:0141c01	云。高山平地總西方。未到家者請勿戲論。	云 高 山 平 地 總 西 方 未 到 家 者 請 勿 戲 論 
T51n2072_002:0141c02	鄭牧卿	鄭 牧 卿 
T51n2072_002:0141c03	唐鄭牧卿。榮陽人。舉家念佛。開元中病篤。有	唐 鄭 牧 卿 榮 陽 人 舉 家 念 佛 開 元 中 病 篤 有 
T51n2072_002:0141c04	勸進魚肉者。確乎不許。手執香爐。願求往生。	勸 進 魚 肉 者 確 乎 不 許 手 執 香 爐 願 求 往 生 
T51n2072_002:0141c05	忽異香充蔚。奄然而逝。舅尚書蘇頲。夢寶池	忽 異 香 充 蔚 奄 然 而 逝 舅 尚 書 蘇 頲 夢 寶 池 
T51n2072_002:0141c06	蓮開。牧卿坐其上。	蓮 開 牧 卿 坐 其 上 
T51n2072_002:0141c07	張元祥	張 元 祥 
T51n2072_002:0141c08	唐張元祥。居常念佛不輟。一日促家人云。西	唐 張 元 祥 居 常 念 佛 不 輟 一 日 促 家 人 云 西 
T51n2072_002:0141c09	方聖人待我齋畢同往。齋事訖焚香跏趺。面	方 聖 人 待 我 齋 畢 同 往 齋 事 訖 焚 香 跏 趺 面 
T51n2072_002:0141c10	西而化。	西 而 化 
T51n2072_002:0141c11	孫良	孫 良 
T51n2072_002:0141c12	宋孫良。錢塘人。隱居閱大藏。尤得華嚴之旨。	宋 孫 良 錢 塘 人 隱 居 閱 大 藏 尤 得 華 嚴 之 旨 
T51n2072_002:0141c13	依大智律師。受菩薩戒。日誦佛萬聲。二十年	依 大 智 律 師 受 菩 薩 戒 日 誦 佛 萬 聲 二 十 年 
T51n2072_002:0141c14	不輟。忽日。命家人請僧念佛。以助往生僧集。	不 輟 忽 日 命 家 人 請 僧 念 佛 以 助 往 生 僧 集 
T51n2072_002:0141c15	念佛方半餉。望空合掌云。佛及菩薩。已荷降	念 佛 方 半 餉 望 空 合 掌 云 佛 及 菩 薩 已 荷 降 
T51n2072_002:0141c16	臨。退坐而化。	臨 退 坐 而 化 
T51n2072_002:0141c17	贊曰。華嚴合論謂。求生淨土菩薩。未達一乘	贊 曰 華 嚴 合 論 謂 求 生 淨 土 菩 薩 未 達 一 乘 
T51n2072_002:0141c18	大道。而此老得華嚴之旨。何乃求生淨土。蓋	大 道 而 此 老 得 華 嚴 之 旨 何 乃 求 生 淨 土 蓋 
T51n2072_002:0141c19	合論且為一分取相凡夫。破其執見。是得事	合 論 且 為 一 分 取 相 凡 夫 破 其 執 見 是 得 事 
T51n2072_002:0141c20	淨土。未得理淨土者。此老事理圓通。華藏蓮	淨 土 未 得 理 淨 土 者 此 老 事 理 圓 通 華 藏 蓮 
T51n2072_002:0141c21	池。是一非二。正爾求生。不足疑也。論淨土	池 是 一 非 二 正 爾 求 生 不 足 疑 也 論 淨 土 
T51n2072_002:0141c22	者。當據華嚴行願品為主。而以合論參之。	者 當 據 華 嚴 行 願 品 為 主 而 以 合 論 參 之 
T51n2072_002:0141c23	元子平	元 子 平 
T51n2072_002:0141c24	唐元子平。寓京口觀音寺念佛。忽聞空中音	唐 元 子 平 寓 京 口 觀 音 寺 念 佛 忽 聞 空 中 音 
T51n2072_002:0141c25	樂。即西向坐化。異香數日不絕。	樂 即 西 向 坐 化 異 香 數 日 不 絕 
T51n2072_002:0141c26	庾銑	庾 銑 
T51n2072_002:0141c27	梁庾銑。新野人。武帝召為黃門侍郎。不赴六	梁 庾 銑 新 野 人 武 帝 召 為 黃 門 侍 郎 不 赴 六 
T51n2072_002:0141c28	時念佛。一夕見道人。自稱願公。呼銑為上行	時 念 佛 一 夕 見 道 人 自 稱 願 公 呼 銑 為 上 行 
T51n2072_002:0141c29	先生。授香而去。後四年願復至。遂化去。空中	先 生 授 香 而 去 後 四 年 願 復 至 遂 化 去 空 中 
T51n2072_002:0142a01	言。上行先生。已主安養。	言 上 行 先 生 已 主 安 養 
T51n2072_002:0142a02	宋滿	宋 滿 
T51n2072_002:0142a03	隋宋滿。常州人。計荳念佛。積三十石。開皇八	隋 宋 滿 常 州 人 計 荳 念 佛 積 三 十 石 開 皇 八 
T51n2072_002:0142a04	年九月。飯僧畢坐逝。人見天華異香滿乘空	年 九 月 飯 僧 畢 坐 逝 人 見 天 華 異 香 滿 乘 空 
T51n2072_002:0142a05	西去。	西 去 
T51n2072_002:0142a06	汾陽老人	汾 陽 老 人 
T51n2072_002:0142a07	唐汾陽老人。於法忍山。借一空房止宿。晝夜	唐 汾 陽 老 人 於 法 忍 山 借 一 空 房 止 宿 晝 夜 
T51n2072_002:0142a08	念佛。貞觀五年。命終時。太光遍照。面西而	念 佛 貞 觀 五 年 命 終 時 太 光 遍 照 面 西 而 
T51n2072_002:0142a09	逝。人見乘蓮臺去。	逝 人 見 乘 蓮 臺 去 
T51n2072_002:0142a10	元子才	元 子 才 
T51n2072_002:0142a11	唐元子才。居潤州觀音寺。誦彌陀經念佛。忽	唐 元 子 才 居 潤 州 觀 音 寺 誦 彌 陀 經 念 佛 忽 
T51n2072_002:0142a12	小疾。夜聞空中香氣樂音。似有人言。粗樂已	小 疾 夜 聞 空 中 香 氣 樂 音 似 有 人 言 粗 樂 已 
T51n2072_002:0142a13	過。細樂續來。君當行矣。念佛而化。異香數日	過 細 樂 續 來 君 當 行 矣 念 佛 而 化 異 香 數 日 
T51n2072_002:0142a14	不散。	不 散 
T51n2072_002:0142a15	吳子章	吳 子 章 
T51n2072_002:0142a16	元吳子章。蘇州人。世業醫。與兄子才。同參雲	元 吳 子 章 蘇 州 人 世 業 醫 與 兄 子 才 同 參 雲 
T51n2072_002:0142a17	屋和尚。精勤念佛。合門奉法。至正間無疾。合	屋 和 尚 精 勤 念 佛 合 門 奉 法 至 正 間 無 疾 合 
T51n2072_002:0142a18	掌稱佛名化去。	掌 稱 佛 名 化 去 
T51n2072_002:0142a19	何曇迹	何 曇 迹 
T51n2072_002:0142a20	元何曇迹。年十八。持菩薩戒念佛。一宵四鼓	元 何 曇 迹 年 十 八 持 菩 薩 戒 念 佛 一 宵 四 鼓 
T51n2072_002:0142a21	即起念誦。人云太早。答云。見佛金相。旛花來	即 起 念 誦 人 云 太 早 答 云 見 佛 金 相 旛 花 來 
T51n2072_002:0142a22	迎。遂脫去。	迎 遂 脫 去 
T51n2072_002:0142a23	王闐	王 闐 
T51n2072_002:0142a24	宋王闐。四明人。號無功叟。凡禪林宗旨。天台	宋 王 闐 四 明 人 號 無 功 叟 凡 禪 林 宗 旨 天 台 
T51n2072_002:0142a25	教門。無不洞達。著淨土自信錄。晚年專心念	教 門 無 不 洞 達 著 淨 土 自 信 錄 晚 年 專 心 念 
T51n2072_002:0142a26	佛西向坐化。異香芬郁。焚龕時獲舍利如菽	佛 西 向 坐 化 異 香 芬 郁 焚 龕 時 獲 舍 利 如 菽 
T51n2072_002:0142a27	者百八粒。	者 百 八 粒 
T51n2072_002:0142a28	范儼	范 儼 
T51n2072_002:0142a29	宋范儼。仁和人。絕心世務。其子不能治家。儼	宋 范 儼 仁 和 人 絕 心 世 務 其 子 不 能 治 家 儼 
T51n2072_002:0142b01	不之顧。但云。我自是寄客耳。日誦法華。念阿	不 之 顧 但 云 我 自 是 寄 客 耳 日 誦 法 華 念 阿 
T51n2072_002:0142b02	彌陀佛。專心不懈。忽見普賢菩薩乘六牙白	彌 陀 佛 專 心 不 懈 忽 見 普 賢 菩 薩 乘 六 牙 白 
T51n2072_002:0142b03	象放金色光。報儼云。明日卯時當行。越一夕。	象 放 金 色 光 報 儼 云 明 日 卯 時 當 行 越 一 夕 
T51n2072_002:0142b04	佛菩薩來迎。就座合掌而逝。	佛 菩 薩 來 迎 就 座 合 掌 而 逝 
T51n2072_002:0142b05	陸沅道	陸 沅 道 
T51n2072_002:0142b06	宋陸沅道。號省菴居士。住明之橫溪。晨起焚	宋 陸 沅 道 號 省 菴 居 士 住 明 之 橫 溪 晨 起 焚 
T51n2072_002:0142b07	香趺坐。目不他瞬。首倡偈曰。盥手清晨貝葉	香 趺 坐 目 不 他 瞬 首 倡 偈 曰 盥 手 清 晨 貝 葉 
T51n2072_002:0142b08	開。不求諸福不禳災。世緣斷處從他斷。劫	開 不 求 諸 福 不 禳 災 世 緣 斷 處 從 他 斷 劫 
T51n2072_002:0142b09	火光中舞一迴。然後念誦不緩不急。聲如貫	火 光 中 舞 一 迴 然 後 念 誦 不 緩 不 急 聲 如 貫 
T51n2072_002:0142b10	珠。每日法華一遍。彌陀萬聲。一意西馳。年	珠 每 日 法 華 一 遍 彌 陀 萬 聲 一 意 西 馳 年 
T51n2072_002:0142b11	八十五。四月六日沐浴整衣而逝。洎殮忽聞	八 十 五 四 月 六 日 沐 浴 整 衣 而 逝 洎 殮 忽 聞 
T51n2072_002:0142b12	蓮華馥郁之氣。皆不知來處。近挹之蓋出自	蓮 華 馥 郁 之 氣 皆 不 知 來 處 近 挹 之 蓋 出 自 
T51n2072_002:0142b13	口中也。	口 中 也 
T51n2072_002:0142b14	孫忠	孫 忠 
T51n2072_002:0142b15	宋孫忠。四明人。早慕西方。於郡城東。築菴念	宋 孫 忠 四 明 人 早 慕 西 方 於 郡 城 東 築 菴 念 
T51n2072_002:0142b16	佛。後因病請僧百人繫念。忽仰空合掌。手結	佛 後 因 病 請 僧 百 人 繫 念 忽 仰 空 合 掌 手 結 
T51n2072_002:0142b17	雙印。怡然而化。闔城聞天樂異香。漸向西沒。	雙 印 怡 然 而 化 闔 城 聞 天 樂 異 香 漸 向 西 沒 
T51n2072_002:0142b18	三子相繼念佛。亦坐化。	三 子 相 繼 念 佛 亦 坐 化 
T51n2072_002:0142b19	沈銓	沈 銓 
T51n2072_002:0142b20	宋沈銓。家錢唐。同妻施氏。專心淨土。平時諸	宋 沈 銓 家 錢 唐 同 妻 施 氏 專 心 淨 土 平 時 諸 
T51n2072_002:0142b21	善悉用回向。後及妻前後命終。皆感化佛。持	善 悉 用 回 向 後 及 妻 前 後 命 終 皆 感 化 佛 持 
T51n2072_002:0142b22	錫接引而去。	錫 接 引 而 去 
T51n2072_002:0142b23	唐世良	唐 世 良 
T51n2072_002:0142b24	宋唐世良。會稽人。持戒念佛。年老疾病。猶不	宋 唐 世 良 會 稽 人 持 戒 念 佛 年 老 疾 病 猶 不 
T51n2072_002:0142b25	就枕。誦彌陀經十萬過。謂家人云。佛來接	就 枕 誦 彌 陀 經 十 萬 過 謂 家 人 云 佛 來 接 
T51n2072_002:0142b26	我。言訖作禮。即便坐逝。利行人時在道味山。	我 言 訖 作 禮 即 便 坐 逝 利 行 人 時 在 道 味 山 
T51n2072_002:0142b27	夜夢西方異光。旛華天樂。空中聲云。唐世良	夜 夢 西 方 異 光 旛 華 天 樂 空 中 聲 云 唐 世 良 
T51n2072_002:0142b28	已歸淨土。	已 歸 淨 土 
T51n2072_002:0142b29	計公	計 公 
T51n2072_002:0142c01	宋計公。四明桃源鐵工也。年七十。兩目喪明。	宋 計 公 四 明 桃 源 鐵 工 也 年 七 十 兩 目 喪 明 
T51n2072_002:0142c02	里中昝學諭。以擘窠圖印施。勸人念佛。計公	里 中 昝 學 諭 以 擘 窠 圖 印 施 勸 人 念 佛 計 公 
T51n2072_002:0142c03	初受一圖。念滿三十六萬聲。念至四圖兩目	初 受 一 圖 念 滿 三 十 六 萬 聲 念 至 四 圖 兩 目 
T51n2072_002:0142c04	瞭然。如是三載。念滿十七圖。一日念佛忽氣	瞭 然 如 是 三 載 念 滿 十 七 圖 一 日 念 佛 忽 氣 
T51n2072_002:0142c05	絕。半日復蘇曰。佛令分六圖與昝學諭。是勸	絕 半 日 復 蘇 曰 佛 令 分 六 圖 與 昝 學 諭 是 勸 
T51n2072_002:0142c06	導之首。分一圖與李二公。是俵圖之人。囑其	導 之 首 分 一 圖 與 李 二 公 是 俵 圖 之 人 囑 其 
T51n2072_002:0142c07	子往謝之。言訖沐浴西向而化。	子 往 謝 之 言 訖 沐 浴 西 向 而 化 
T51n2072_002:0142c08	陳君璋	陳 君 璋 
T51n2072_002:0142c09	元陳君璋。黃岩人。端重寡言。年四十。與室葉	元 陳 君 璋 黃 岩 人 端 重 寡 言 年 四 十 與 室 葉 
T51n2072_002:0142c10	氏。披誦法華。念佛惟謹。年六十疾篤。一夕命	氏 披 誦 法 華 念 佛 惟 謹 年 六 十 疾 篤 一 夕 命 
T51n2072_002:0142c11	其子景星。扶之坐謂曰。吾歸去。曰歸何處去。	其 子 景 星 扶 之 坐 謂 曰 吾 歸 去 曰 歸 何 處 去 
T51n2072_002:0142c12	曰沒處去。又曰。我死宜依桑門闍維法。言訖	曰 沒 處 去 又 曰 我 死 宜 依 桑 門 闍 維 法 言 訖 
T51n2072_002:0142c13	合掌。稱南無阿彌陀佛而逝。	合 掌 稱 南 無 阿 彌 陀 佛 而 逝 
T51n2072_002:0142c14	張銓	張 銓 
T51n2072_002:0142c15	晉張銓。野之族子也。高逸好學。耕鋤間帶經	晉 張 銓 野 之 族 子 也 高 逸 好 學 耕 鋤 間 帶 經 
T51n2072_002:0142c16	不釋。屢徵弗就庾悅以其貧。舉為潯陽令。笑	不 釋 屢 徵 弗 就 庾 悅 以 其 貧 舉 為 潯 陽 令 笑 
T51n2072_002:0142c17	曰。古人以容膝為安。屈志就祿。奚榮之有。乃	曰 古 人 以 容 膝 為 安 屈 志 就 祿 奚 榮 之 有 乃 
T51n2072_002:0142c18	入廬山。依遠公蓮社。研窮內典。多有悟入。宋	入 廬 山 依 遠 公 蓮 社 研 窮 內 典 多 有 悟 入 宋 
T51n2072_002:0142c19	景平元年。無疾西向念佛安臥而卒。	景 平 元 年 無 疾 西 向 念 佛 安 臥 而 卒 
T51n2072_002:0142c20	闕公則	闕 公 則 
T51n2072_002:0142c21	晉闕公則。入廬山蓮社既卒。友人於洛陽白	晉 闕 公 則 入 廬 山 蓮 社 既 卒 友 人 於 洛 陽 白 
T51n2072_002:0142c22	馬寺。夜中為作忌祭。忽一時林木殿宇皆成	馬 寺 夜 中 為 作 忌 祭 忽 一 時 林 木 殿 宇 皆 成 
