X55n0907_001:0642c03	禪門章	禪 門 章 
X55n0907_001:0653c18	觀相懺。如方等所明方法。一一在諸大乘經(云云)。觀	觀 相 懺 如 方 等 所 明 方 法 一 一 在 諸 大 乘 經 云 云 觀 
X55n0907_001:0653c19	無生懺。文中為六。一出其法門。二明懺心相。三作觀	無 生 懺 文 中 為 六 一 出 其 法 門 二 明 懺 心 相 三 作 觀 
X55n0907_001:0653c20	除滅。四弘經證。五眾經同爾。六明罪滅相。此六意在	除 滅 四 弘 經 證 五 眾 經 同 爾 六 明 罪 滅 相 此 六 意 在 
X55n0907_001:0653c21	文。細尋取之也。明懺心者。罪起由心。不出二種。一事	文 細 尋 取 之 也 明 懺 心 者 罪 起 由 心 不 出 二 種 一 事 
X55n0907_001:0653c22	二理。迷事起身口諸罪。迷理起一切邪倒。今懺悔翻	二 理 迷 事 起 身 口 諸 罪 迷 理 起 一 切 邪 倒 今 懺 悔 翻 
X55n0907_001:0653c23	此事理二迷。遠成事理二心。事心雖多。不出大悲覆	此 事 理 二 迷 遠 成 事 理 二 心 事 心 雖 多 不 出 大 悲 覆 
X55n0907_001:0653c24	護。緣一切眾生拔苦與樂。拔輕苦翻昔事中輕惱眾	護 緣 一 切 眾 生 拔 苦 與 樂 拔 輕 苦 翻 昔 事 中 輕 惱 眾 
X55n0907_001:0654a01	生。拔重苦故翻昔重惱眾生。與輕樂故翻昔奪他輕	生 拔 重 苦 故 翻 昔 重 惱 眾 生 與 輕 樂 故 翻 昔 奪 他 輕 
X55n0907_001:0654a02	樂。與重樂故翻昔奪他重樂。此是福德大力能排鄣	樂 與 重 樂 故 翻 昔 奪 他 重 樂 此 是 福 德 大 力 能 排 鄣 
X55n0907_001:0654a03	道之罪。又理是心之本原。良以不達心性愚闇迷惑。	道 之 罪 又 理 是 心 之 本 原 良 以 不 達 心 性 愚 闇 迷 惑 
X55n0907_001:0654a04	今觀此心性如虗空。智慧清淨如日照闇。此之智慧	今 觀 此 心 性 如 虗 空 智 慧 清 淨 如 日 照 闇 此 之 智 慧 
X55n0907_001:0654a05	翻於迷理。理亦深淺偏圓二種。慧無有漸頓相翻(云	翻 於 迷 理 理 亦 深 淺 偏 圓 二 種 慧 無 有 漸 頓 相 翻 云 
X55n0907_001:0654a06	云)。修因時福德名行行。慧名慧行。至得果時即是兩	云 修 因 時 福 德 名 行 行 慧 名 慧 行 至 得 果 時 即 是 兩 
X55n0907_001:0654a07	種莊嚴(云云)。二明修觀。有兩。一約三世。二約現在。三	種 莊 嚴 云 云 二 明 修 觀 有 兩 一 約 三 世 二 約 現 在 三 
X55n0907_001:0654a08	世則撿生滅無常剎那不住。即是半字教法。若現在	世 則 撿 生 滅 無 常 剎 那 不 住 即 是 半 字 教 法 若 現 在 
X55n0907_001:0654a09	撿四句無生無滅。是大乘滿字法。即就此為三翻一	撿 四 句 無生無滅 是 大 乘 滿 字 法 即 就 此 為 三 翻 一 
X55n0907_001:0654a10	因。成相續相待。他呼此三法真是因緣。因成因緣乃	因 成 相 續 相 待 他 呼 此 三 法 真 是 因 緣 因 成 因 緣 乃 
X55n0907_001:0654a11	至相待因緣。今名此三種皆是解惑。所以者何。三假	至 相 待 因 緣 今 名 此 三 種 皆 是 解 惑 所以者何 三 假 
X55n0907_001:0654a12	皆是取真之方便。若因成得悟即解因緣。若不悟即	皆 是 取 真 之 方 便 若 因 成 得 悟 即 解 因 緣 若 不 悟 即 
X55n0907_001:0654a13	惑因緣。餘亦如是。因成就外塵內根。合撿相續。但約	惑 因 緣 餘 亦 如 是 因 成 就 外 塵 內 根 合 撿 相 續 但 約 
X55n0907_001:0654a14	內意根撿相待。不復約別無生。乃是約通無生。別無	內 意 根 撿 相 待 不 復 約 別 無 生 乃 是 約 通 無 生 別 無 
X55n0907_001:0654a15	生者。是生法遷後名滅。此是相續所論。今虗空之無。	生 者 是 生 法 遷 後 名 滅 此 是 相 續 所 論 今 虗 空 之 無 
X55n0907_001:0654a16	生未如是。生已為無。乃是不生不滅之理。滅色論。無	生 未 如 是 生 已 為 無 乃 是 不生不滅 之 理 滅 色 論 無 
X55n0907_001:0654a17	是事。今不生不滅是理相待。此理無生是相待相論。	是 事 今 不生不滅 是 理 相 待 此 理 無 生 是 相 待 相 論 
X55n0907_001:0654a18	此理何止待於相待。亦通待於上兩。故開善云。因兼	此 理 何 止 待 於 相 待 亦 通 待 於 上 兩 故 開 善 云 因 兼 
X55n0907_001:0654a19	二假。或亦過之。兩假中迷。未必約相待起惑。若相待	二 假 或 亦 過 之 兩 假 中 迷 未 必 約 相 待 起 惑 若 相 待 
X55n0907_001:0654a20	中迷。即具兩假。故言過之。具論觀法。備如止觀中辨	中 迷 即 具 兩 假 故 言 過 之 具 論 觀 法 備 如 止 觀 中 辨 
X55n0907_001:0654a21	(云云)。問。性罪與根本罪云何。答曰。無作罪約受戒者	 云 云 問 性 罪 與 根 本 罪 云 何 答 曰 無 作 罪 約 受 戒 者 
X55n0907_001:0654a22	有。不受者無。不受戒者為惡。體自是罪。若不放逸。體	有 不 受 者 無 不 受 戒 者 為 惡 體 自 是 罪 若 不 放 逸 體 
X55n0907_001:0654a23	自是福。故名此為性善。亦名尸羅。尸羅即性戒也。根	自 是 福 故 名 此 為 性 善 亦 名 尸 羅 尸 羅 即 性 戒 也 根 
X55n0907_001:0654a24	本是無明。能為眾罪之本。是故為異(云云)。釋第二方	本 是 無 明 能 為 眾 罪 之 本 是 故 為 異 云 云 釋 第 二 方 
X55n0907_001:0654b01	便中頭陀者。名斗籔福也。蘭若。離放牧聲處。亦名離	便 中 頭 陀 者 名 斗 籔 福 也 蘭 若 離 放 牧 聲 處 亦 名 離 
X55n0907_001:0654b02	牛鳴處也。理解者。無所味著。如是數福也。問。六度中	牛 鳴 處 也 理 解 者 無 所 味 著 如 是 數 福 也 問 六 度 中 
X55n0907_001:0654b03	何意尸羅清淨禪定現前。何不檀忍等清淨為緣。答。	何 意 尸 羅 清 淨 禪 定 現 前 何 不 檀 忍 等 清 淨 為 緣 答 
X55n0907_001:0654b04	此有兩義。一別二通。別者。持戒是淨業鄣。業鄣鄣禪。	此 有 兩 義 一 別 二 通 別 者 持 戒 是 淨 業 鄣 業 鄣 鄣 禪 
X55n0907_001:0654b05	故次須淨戒。又云施是依報。施與不施不正鄣禪。犯	故 次 須 淨 戒 又 云 施 是 依 報 施 與 不 施 不 正 鄣 禪 犯 
X55n0907_001:0654b06	戒是正報上起罪。遮定事深。故須淨尸羅方能發定。	戒 是 正 報 上 起 罪 遮 定 事 深 故 須 淨 尸 羅 方 能 發 定 
X55n0907_001:0654b07	若嗔心是一。蓋名煩惱鄣亦能鄣禪。貪是蓋。亦鄣禪。	若 嗔 心 是 一 蓋 名 煩 惱 鄣 亦 能 鄣 禪 貪 是 蓋 亦 鄣 禪 
X55n0907_001:0654b08	此皆通論耳。	此 皆 通 論 耳 
X55n0907_001:0654b09	釋第二方便呵五欲者為五。一標五欲大意。二歷別	釋 第 二 方 便 呵 五 欲 者 為 五 一 標 五 欲 大 意 二 歷 別 
X55n0907_001:0654b10	出五欲相。三總呵過罪。四引經證。五結成。從生死不	出 五 欲 相 三 總 呵 過 罪 四 引 經 證 五 結 成 從 生 死 不 
X55n0907_001:0654b11	絕去至貪身無異呵苦習兩諦。智者觀身觀苦。不貪	絕 去 至 貪 身 無 異 呵 苦 習 兩 諦 智 者 觀 身 觀 苦 不 貪 
X55n0907_001:0654b12	染無著是觀集。是名真涅槃為滅諦。如諸佛所說去	染 無 著 是 觀 集 是 名 真 涅 槃 為 滅 諦 如 諸佛所說 去 
X55n0907_001:0654b13	是道諦也。	是 道 諦 也 
X55n0907_001:0654b14	釋第三方便棄五蓋者。若是外境五欲。一對五根即	釋 第 三 方 便 棄 五 蓋 者 若 是 外 境 五 欲 一 對 五 根 即 
X55n0907_001:0654b15	謝。現在時節促若是。五蓋追緣二世五塵。時節長。念	謝 現 在 時 節 促 若 是 五 蓋 追 緣 二 世 五 塵 時 節 長 念 
X55n0907_001:0654b16	念在心。覆鄣禪定。名之為蓋也。數人明嗔不至上又	念 在 心 覆 鄣 禪 定 名 之 為 蓋 也 數 人 明 嗔 不 至 上 又 
X55n0907_001:0654b17	下界名貪上界名愛。睡眠不至初禪輕通於上上地。	下 界 名 貪 上 界 名 愛 睡 眠 不 至 初 禪 輕 通 於 上 上 地 
X55n0907_001:0654b18	既有攀上厭下故。掉悔至上成論。明五蓋皆通至上	既 有 攀 上 厭 下 故 掉 悔 至 上 成 論 明 五 蓋 皆 通 至 上 
X55n0907_001:0654b19	界。大乘明此五蓋束成三毒。三毒迷法界而起。法界	界 大 乘 明 此 五 蓋 束 成 三 毒 三 毒 迷 法 界 而 起 法 界 
X55n0907_001:0654b20	無邊畔。迷亦無量。當知毒蓋通至極果。極果豁悟法	無 邊 畔 迷 亦 無 量 當 知 毒 蓋 通 至 極 果 極 果 豁 悟 法 
X55n0907_001:0654b21	界。法身無量故。所得智慧亦無量。得報亦大。應亦無	界 法 身 無 量 故 所 得 智 慧 亦 無 量 得 報 亦 大 應 亦 無 
X55n0907_001:0654b22	限。故大品經云。色無邊故波若無邊。乃至識亦如是。	限 故 大 品 經 云 色 無 邊 故 波 若 無 邊 乃 至 識 亦 如 是 
X55n0907_001:0654b23	大經云。因滅是色獲得常色。色若有邊豈得為常。當	大 經 云 因 滅 是 色 獲 得 常 色 色 若 有 邊 豈 得 為 常 當 
X55n0907_001:0654b24	知法身大果應用圓滿極在妙覺。不縱不橫具足成	知 法 身 大 果 應 用 圓 滿 極 在 妙 覺 不 縱 不 橫 具 足 成 
X55n0907_001:0654c01	就。豈容舍那坐一華瑞而判為報。應滿法界。何止一	就 豈 容 舍 那 坐 一 華 瑞 而 判 為 報 應 滿 法 界 何 止 一 
X55n0907_001:0654c02	釋迦耶。明三身優劣如此者。皆不得意。得意為言。只	釋 迦 耶 明 三 身 優 劣 如 此 者 皆 不 得 意 得 意 為 言 只 
X55n0907_001:0654c03	釋迦即遮那。故普賢觀云。釋迦牟尼名毗盧遮那。妙	釋 迦 即 遮 那 故 普 賢 觀 云 釋 迦 牟 尼 名 毗 盧 遮 那 妙 
X55n0907_001:0654c04	勝定云。或見釋迦。或見遮那。當知法身遍一切處。豈	勝 定 云 或 見 釋 迦 或 見 遮 那 當 知 法 身 遍 一 切 處 豈 
X55n0907_001:0654c05	異釋迦別求遮那。遮那既止三界。釋迦何容乖此。遮	異 釋 迦 別 求 遮 那 遮 那 既 止 三 界 釋 迦 何 容 乖 此 遮 
X55n0907_001:0654c06	那既遍法界。五蓋云何不通三界耶。今言五蓋覆禪	那 既 遍 法 界 五 蓋 云 何 不 通 三 界 耶 今 言 五 蓋 覆 禪 
X55n0907_001:0654c07	者。有漏禪．無漏．亦有漏亦無漏．非有漏非無漏。此等	者 有 漏 禪 無 漏 亦 有 漏 亦 無 漏 非 有 漏 非 無 漏 此 等 
X55n0907_001:0654c08	諸禪皆為五蓋所覆。其故如止觀也。問。蓋通上地者。	諸 禪 皆 為 五 蓋 所 覆 其 故 如 止 觀 也 問 蓋 通 上 地 者 
X55n0907_001:0654c09	上地何容更起三疑。答。此三是通始終。自地已斷。別	上 地 何 容 更 起 三 疑 答 此 三 是 通 始 終 自 地 已 斷 別 
X55n0907_001:0654c10	輕為上地蓋耳。問。三疑何不蓋上地。答。初心於己實	輕 為 上 地 蓋 耳 問 三 疑 何 不 蓋 上 地 答 初 心 於 己 實 
X55n0907_001:0654c11	相於法界於佛等不了故。成疑為蓋。破此蓋得發禪。	相 於 法 界 於 佛 等 不 了 故 成 疑 為 蓋 破 此 蓋 得 發 禪 
X55n0907_001:0654c12	上地不復疑此。但於上地無量別法未明。故得五蓋。	上 地 不 復 疑 此 但 於 上 地 無 量 別 法 未 明 故 得 五 蓋 
X55n0907_001:0654c13	又鄣初禪是事疑。上去是理疑(云云)。問。為當却蓋入	又 鄣 初 禪 是 事 疑 上 去 是 理 疑 云 云 問 為 當 却 蓋 入 
X55n0907_001:0654c14	禪。為斷入禪。答。若依成論。伏性得未到定。斷性得初	禪 為 斷 入 禪 答 若 依 成 論 伏 性 得 未 到 定 斷 性 得 初 
X55n0907_001:0654c15	禪。乃至非想亦爾。但出觀時不妨散心中。上地輕惑。	禪 乃 至 非 想 亦 爾 但 出 觀 時 不 妨 散 心 中 上 地 輕 惑 
X55n0907_001:0654c16	今將此例羅漢斷三界子縛。無正使。不妨有習氣。却	今 將 此 例 羅 漢 斷 三 界 子 縛 無 正 使 不 妨 有 習 氣 却 
X55n0907_001:0654c17	五蓋入禪亦應如是。入禪時無蓋。出定還起。起時輕	五 蓋 入 禪 亦 應 如 是 入 禪 時 無 蓋 出 定 還 起 起 時 輕 
X55n0907_001:0654c18	微。不同未得定時蓋也。何故爾。散心蓋等是報法。定	微 不 同 未 得 定 時 蓋 也 何 故 爾 散 心 蓋 等 是 報 法 定 
X55n0907_001:0654c19	心數亦是報法。心數亦是報法。定中起味貪成鄣蓋。	心 數 亦 是 報 法 心 數 亦 是 報 法 定 中 起 味 貪 成 鄣 蓋 
X55n0907_001:0654c20	散中起貪表成鄣蓋。若直散直定亦不能鄣禪。然出	散 中 起 貪 表 成 鄣 蓋 若 直 散 直 定 亦 不 能 鄣 禪 然 出 
X55n0907_001:0654c21	禪時具有貪恚法。約四句料簡能鄣不能鄣。一根利	禪 時 具 有 貪 恚 法 約 四 句 料 簡 能 鄣 不 能 鄣 一 根 利 
X55n0907_001:0654c22	無遮利有遮。根鈍無遮鈍有遮。有遮者不得定。唯根	無 遮 利 有 遮 根 鈍 無 遮 鈍 有 遮 有 遮 者 不 得 定 唯 根 
X55n0907_001:0654c23	利能得。定有遮故有蓋。今取其遮定故為鄣。不取相	利 能 得 定 有 遮 故 有 蓋 今 取 其 遮 定 故 為 鄣 不 取 相 
X55n0907_001:0654c24	對治一品治一品鄣也。斷却之意尋此可知。問。五蓋	對 治 一 品 治 一 品 鄣 也 斷 却 之 意 尋 此 可 知 問 五 蓋 
X55n0907_001:0655a01	何者正鄣。有人言散動是正鄣。掉悔也。或言無知是	何 者 正 鄣 有 人 言 散 動 是 正 鄣 掉 悔 也 或 言 無 知 是 
X55n0907_001:0655a02	正鄣。睡眠疑。是疑從癡生。或言貪恚是正鄣。此皆偏	正 鄣 睡 眠 疑 是 疑 從 癡 生 或 言 貪 恚 是 正 鄣 此 皆 偏 
X55n0907_001:0655a03	論其鄣。今明五皆正鄣皆偏鄣。故經云。離欲及惡法。	論 其 鄣 今 明 五 皆 正 鄣 皆 偏 鄣 故 經 云 離 欲 及 惡 法 
X55n0907_001:0655a04	惡法即五蓋。何得止一種。是惡而須離耶。故知五種	惡 法 即 五 蓋 何 得 止 一 種 是 惡 而 須 離 耶 故 知 五 種 
X55n0907_001:0655a05	皆正也。如身有四氣。氣動發俱能煞人。今逐其傍者。	皆 正 也 如 身 有 四 氣 氣 動 發 俱 能 煞 人 今 逐 其 傍 者 
X55n0907_001:0655a06	或言熱死。或言冷死耳。語法皆正。遍人則傍也。	或 言 熱 死 或 言 冷 死 耳 語 法 皆 正 遍 人 則 傍 也 
X55n0907_001:0655a07	釋第四方便調五事。亦得約因緣偈為觀行解釋調	釋 第 四 方 便 調 五 事 亦 得 約 因 緣 偈 為 觀 行 解 釋 調 
X55n0907_001:0655a08	適。身息心三事縱容得所。因是入禪。即是因緣所生	適 身 息 心 三 事 縱 容 得 所 因 是 入 禪 即 是 因緣所生 
X55n0907_001:0655a09	法。若三事是有。可論寬急。若三事空寂。何所寬急。是	法 若 三 事 是 有 可 論 寬 急 若 三 事 空 寂 何 所 寬 急 是 
X55n0907_001:0655a10	名我說即是空。若三事定有即是性有。性有不可令	名 我 說 即 是 空 若 三 事 定 有 即 是 性 有 性 有 不 可 令 
X55n0907_001:0655a11	空。若三事定空是名性空。性空不可令有。今觀三事	空 若 三 事 定 空 是 名 性 空 性 空 不 可 令 有 今 觀 三 事 
X55n0907_001:0655a12	非性有。假說於有。三事非性空。假說於空。假空非空。	非 性 有 假 說 於 有 三 事 非 性 空 假 說 於 空 假 空 非 空 
X55n0907_001:0655a13	假有非有。如幻如化。幻化無實。無實故空。雖空而幻。是	假 有 非 有 如幻如化 幻 化 無 實 無 實 故 空 雖 空 而 幻 是 
X55n0907_001:0655a14	故言有。如鏡中像。見而不可見。不可見而見。若定執	故 言 有 如 鏡 中 像 見 而 不 可 見 不 可 見 而 見 若 定 執 
X55n0907_001:0655a15	有名急。若定執空名寬。今如幻化。不定有則不急。不	有 名 急 若 定 執 空 名 寬 今 如 幻 化 不 定 有 則 不 急 不 
X55n0907_001:0655a16	定空則不寬。遍入非道而通達佛道。是名亦名為假	定 空 則 不 寬 遍 入 非 道 而 通 達 佛 道 是 名 亦 名 為 假 
X55n0907_001:0655a17	名亦名中道義者。若觀三事是性空性有。墮有邊觀。	名 亦 名 中 道 義 者 若 觀 三 事 是 性 空 性 有 墮 有 邊 觀 
X55n0907_001:0655a18	三事非性空非性有。即墮無邊。今中道正觀尚不見	三 事 非 性 空 非 性 有 即 墮 無 邊 今 中 道 正 觀 尚 不 見 
X55n0907_001:0655a19	無性之空有。何況定性之空有。不得定性之空有。即	無 性 之 空 有 何 況 定 性 之 空 有 不 得 定 性 之 空 有 即 
X55n0907_001:0655a20	是不急。不得無性之空有。即是不寬。遮此二邊。故名	是 不 急 不 得 無 性 之 空 有 即 是 不 寬 遮 此 二 邊 故 名 
X55n0907_001:0655a21	為中道。於一一法中悉能施轉諸法皆入一法。無有	為 中 道 於 一 一 法 中 悉 能 施 轉 諸 法 皆 入 一 法 無 有 
X55n0907_001:0655a22	滯礙。是名中道義也。	滯 礙 是 名 中 道 義 也 
X55n0907_001:0655a23	釋第五方便行五法者。亦約四偈。欲從欲界入初禪。	釋 第 五 方 便 行 五 法 者 亦 約 四 偈 欲 從 欲 界 入 初 禪 
X55n0907_001:0655a24	即是因緣生法也。欲從三界入涅槃。即是我說即是	即 是 因緣生法 也 欲 從 三 界 入 涅 槃 即 是 我 說 即 是 
X55n0907_001:0655b01	空。欲從空出假。即是亦名為假名。欲從二觀為方便	空 欲 從 空 出 假 即 是 亦 名 為 假 名 欲 從 二 觀 為 方 便 
X55n0907_001:0655b02	入中道者。即是亦名中道義。餘四可知。問。從假入空	入 中 道 者 即 是 亦 名 中 道 義 餘 四 可 知 問 從 假 入 空 
X55n0907_001:0655b03	破性。破名以入。今出假亦應出此不。答。菩薩為物。物	破 性 破 名 以 入 今 出 假 亦 應 出 此 不 答 菩 薩 為 物 物 
X55n0907_001:0655b04	既宜此。何故不得耶。復次。此五法者如人乘船。欲精	既 宜 此 何 故 不 得 耶 復 次 此 五 法 者 如 人 乘 船 欲 精 
X55n0907_001:0655b05	進念如篙橧巧。慧如點頭。一心如捉[木*(刀/巴)]。經云。直心政	進 念 如 篙 橧 巧 慧 如 點 頭 一 心 如 捉 [木刀巴] 經 云 直 心 政 
X55n0907_001:0655b06	前後。方便乃得前。又如鳥飛。用眼視。用翅進。用尾正。	前 後 方 便 乃 得 前 又 如 鳥 飛 用 眼 視 用 翅 進 用 尾 正 
X55n0907_001:0655b07	尾正是一心。翅進是精進等。眼視是巧慧(云云)。如是	尾 正 是 一 心 翅 進 是 精 進 等 眼 視 是 巧 慧 云 云 如 是 
X55n0907_001:0655b08	等二十五法。亦以自行亦以授人。俱得俱失。自行失	等 二 十 五 法 亦 以 自 行 亦 以 授 人 俱 得 俱 失 自 行 失 
X55n0907_001:0655b09	者。雖行此方便拘撿身心。心無法味。不得其意。多有	者 雖 行 此 方 便 拘 撿 身 心 心 無 法 味 不 得 其 意 多 有 
X55n0907_001:0655b10	退墮。得意者。能以二十五法一一經心。善巧調和方	退 墮 得 意 者 能 以 二 十 五 法 一 一 經 心 善 巧 調 和 方 
X55n0907_001:0655b11	便得所。法味日新。次第增進。化他失者。若能深識前	便 得 所 法 味 日 新 次 第 增 進 化 他 失 者 若 能 深 識 前 
X55n0907_001:0655b12	人種種根緣。若保滯有相。心在證得。此應用禪波羅	人 種 種 根 緣 若 保 滯 有 相 心 在 證 得 此 應 用 禪 波 羅 
X55n0907_001:0655b13	蜜大意章所明中道菩提心相畢竟空寂。并簡非顯	蜜 大 意 章 所 明 中 道 菩 提 心 相 畢 竟 空 寂 并 簡 非 顯 
X55n0907_001:0655b14	是。遣蕩對著。如闇室遇燈。存保自淨。若前人修空懷	是 遣 蕩 對 著 如 闇 室 遇 燈 存 保 自 淨 若 前 人 修 空 懷 
X55n0907_001:0655b15	解豁達。平等太過。混無分別。謂此為是。此應用辨詮	解 豁 達 平 等 太 過 混 無 分 別 謂 此 為 是 此 應 用 辨 詮 
X55n0907_001:0655b16	次章從初世閒出世上上分別顯示。與經論相應。令	次 章 從 初 世 閒 出 世 上 上 分別顯示 與 經 論 相 應 令 
X55n0907_001:0655b17	無謬濫。不相負貸。猶如貫華。線應有序。若前人心謂	無 謬 濫 不 相 負 貸 猶 如 貫 華 線 應 有 序 若 前 人 心 謂 
X55n0907_001:0655b18	禪是一門無所關涉。此應用釋名章。以禪之一名遍	禪 是 一 門 無 所 關 涉 此 應 用 釋 名 章 以 禪 之 一 名 遍 
X55n0907_001:0655b19	通諸法。雖復異稱殊辨。終不離禪。故禪大如王。言禪	通 諸 法 雖 復 異 稱 殊 辨 終 不 離 禪 故 禪 大 如 王 言 禪 
X55n0907_001:0655b20	皆攝。如派奔趣。朝宗于海。若謂禪但是禪。無所出生。	皆 攝 如 派 奔 趣 朝 宗 于 海 若 謂 禪 但 是 禪 無 所 出 生 
X55n0907_001:0655b21	此應用辨禪門章明色息心為行。從此三門出一切	此 應 用 辨 禪 門 章 明 色 息 心 為 行 從 此 三 門 出 一 切 
X55n0907_001:0655b22	法。大小兩乘行行慧行三門悉攝。如品物殊類悉依	法 大 小 兩 乘 行 行 慧 行 三 門 悉 攝 如 品 物 殊 類 悉 依 
X55n0907_001:0655b23	地生。如是等種種對治前人。必使稱機。莫令差謬。廣	地 生 如 是 等 種 種 對 治 前 人 必 使 稱 機 莫 令 差 謬 廣 
X55n0907_001:0655b24	引經論。讚美禪度。能如是者。前人必生慕樂。丕夙受	引 經 論 讚 美 禪 度 能 如 是 者 前 人 必 生 慕 樂 丕 夙 受 
X55n0907_001:0655c01	道。則應以二十五方便而教授之。又觀此人於五蓋	道 則 應 以 二 十 五 方 便 而 教 授 之 又 觀 此 人 於 五 蓋 
X55n0907_001:0655c02	中何者偏多。若有所偏。善巧方便而為除却。前人既	中 何 者 偏 多 若 有 所 偏 善巧方便 而 為 除 却 前 人 既 
X55n0907_001:0655c03	依教受學。發諸禪定。定中妨鄣。此應用內方便而覺	依 教 受 學 發 諸 禪 定 定 中 妨 鄣 此 應 用 內 方 便 而 覺 
X55n0907_001:0655c04	悟之。以外方便去蓋除欲。淨諸遮鄣。故名棄惡。以內	悟 之 以 外 方 便 去 蓋 除 欲 淨 諸 遮 鄣 故 名 棄 惡 以 內 
X55n0907_001:0655c05	方便增長善根。是名功德藂林。復次。持戒布施但破	方 便 增 長 善 根 是 名 功 德 藂 林 復 次 持 戒 布 施 但 破 
X55n0907_001:0655c06	慳防非。不能兼有所治。若修禪者。廣伏諸惡方便中	慳 防 非 不 能 兼 有 所 治 若 修 禪 者 廣 伏 諸 惡 方 便 中 
X55n0907_001:0655c07	所明處。亦廣如發禪時眾善悉起。善利非一。藂林之	所 明 處 亦 廣 如 發 禪 時 眾 善 悉 起 善 利 非 一 藂 林 之 
X55n0907_001:0655c08	名義在於此。是名化他之得也。若不如此。是名為失	名 義 在 於 此 是 名 化 他 之 得 也 若 不 如 此 是 名 為 失 
X55n0907_001:0655c09	也。料簡內方便。亦得外用。如未得定時。魔事病患起。	也 料 簡 內 方 便 亦 得 外 用 如 未 得 定 時 魔 事 病 患 起 
X55n0907_001:0655c10	應以內方便法而用治之。內方便亦得外用者。如得	應 以 內 方 便 法 而 用 治 之 內 方 便 亦 得 外 用 者 如 得 
X55n0907_001:0655c11	禪定。善入出住調適三事。是名內用外方便也。	禪 定 善 入 出 住 調 適 三 事 是 名 內 用 外 方 便 也 
X55n0907_001:0655c12	釋第三品內方便者。定內用心。深識得失。若能善巧	釋 第 三 品 內 方 便 者 定 內 用 心 深 識 得 失 若 能 善 巧 
X55n0907_001:0655c13	則禪定增進。若失誤乖僻。非但不進亦能壞禪。是故	則 禪 定 增 進 若 失 誤 乖 僻 非 但 不 進 亦 能 壞 禪 是 故 
X55n0907_001:0655c14	須明內方便。內方便為五。一止門。二驗善惡根性。三	須 明 內 方 便 內 方 便 為 五 一 止 門 二 驗 善 惡 根 性 三 
X55n0907_001:0655c15	明安心法。四治病患。五覺魔事。心若靜細。能知世間	明 安 心 法 四 治 病 患 五 覺 魔 事 心 若 靜 細 能 知 世 間 
X55n0907_001:0655c16	生滅法相。一切善惡即現其中。既識其相。若是善者	生 滅 法 相 一 切 善 惡 即 現 其 中 既 識 其 相 若 是 善 者 
X55n0907_001:0655c17	即安心宿集之。法是惡者。即安心治之。如是修習。設	即 安 心 宿 集 之 法 是 惡 者 即 安 心 治 之 如 是 修 習 設 
X55n0907_001:0655c18	身有疾。即須治療。使身安道隆。道隆故。道高而魔盛。	身 有 疾 即 須 治 療 使 身 安 道 隆 道 隆 故 道 高 而 魔 盛 
X55n0907_001:0655c19	即當覺識。若能內心善巧防護。此等諸法即是破四	即 當 覺 識 若 能 內 心 善 巧 防 護 此 等 諸 法 即 是 破 四 
X55n0907_001:0655c20	魔三障。所以者何。善法根性發即是陰魔。惡根性發	魔 三 障 所以者何 善 法 根 性 發 即 是 陰 魔 惡 根 性 發 
X55n0907_001:0655c21	即是煩惱魔。病患即是死魔。魔即天子魔。惡根性是	即 是 煩 惱 魔 病 患 即 是 死 魔 魔 即 天 子 魔 惡 根 性 是 
X55n0907_001:0655c22	煩惱障。善根性及魔事等是業障。病患是報鄣。若能	煩 惱 障 善 根 性 及 魔 事 等 是 業 障 病 患 是 報 鄣 若 能 
X55n0907_001:0655c23	善識魔鄣者。禪定任運開發。安心入定也。	善 識 魔 鄣 者 禪 定 任 運 開 發 安 心 入 定 也 
X55n0907_001:0655c24	第一明止門者。若法眼識病授藥。隨宜而教。若六度	第 一 明 止 門 者 若 法 眼 識 病 授 藥 隨 宜 而 教 若 六 度 
X55n0907_001:0656a01	通別教地前圓教五品等位。不得法眼者。皆有差機	通 別 教 地 前 圓 教 五 品 等 位 不 得 法 眼 者 皆 有 差 機 
X55n0907_001:0656a02	之失。身子如是。猶有浣衣數息之失。何況餘人。今既	之 失 身 子 如 是 猶 有 浣 衣 數 息 之 失 何 況 餘 人 今 既 
X55n0907_001:0656a03	不識根性。為當前用何法初教眾生。今但以止通一	不 識 根 性 為 當 前 用 何 法 初 教 眾 生 今 但 以 止 通 一 
X55n0907_001:0656a04	切諸禪定。初者為未知根性宜先習止也。問。佛說二	切 諸 禪 定 初 者 為 未 知 根 性 宜 先 習 止 也 問 佛 說 二 
X55n0907_001:0656a05	為甘露門。可得為初。何意說止。答。初有通別。二甘露	為 甘 露 門 可 得 為 初 何 意 說 止 答 初 有 通 別 二 甘 露 
X55n0907_001:0656a06	是別。止則是通。止是靜定通發。宿習之定隨其發者。	是 別 止 則 是 通 止 是 靜 定 通 發 宿 習 之 定 隨 其 發 者 
X55n0907_001:0656a07	即用為門。又止能通治一切惡。惡是散動。今以止擊	即 用 為 門 又 止 能 通 治 一 切 惡 惡 是 散 動 今 以 止 擊 
X55n0907_001:0656a08	之。惡強者。前現即隨強者而治。加亦破之。即是安心	之 惡 強 者 前 現 即 隨 強 者 而 治 加 亦 破 之 即 是 安 心 
