T85n2788_001:0616c14	律戒本疏	律 戒 本 疏 
T85n2788_001:0630c07	二三鉢應受。受已出外應與餘善比丘。胡本	二 三 鉢 應 受 受 已 出 外 應 與 餘 善 比 丘 胡 本 
T85n2788_001:0630c08	中無善字也。波羅門女出適暫歸家為作餅	中 無 善 字 也 波 羅 門 女 出 適 暫 歸 家 為 作 餅 
T85n2788_001:0630c09	[麩夫+少]。欲送還失跌。難陀知三四弟子悉乞持去。	[麩夫少] 欲 送 還 失 跌 難 陀 知 三 四 弟 子 悉 乞 持 去 
T85n2788_001:0630c10	乃至三作三索令盡。夫嫌遲絕昏更趣。爾時	乃 至 三 作 三 索 令 盡 夫 嫌 遲 絕 昏 更 趣 爾 時 
T85n2788_001:0630c11	呵嘖而未結戒。又復一時吉星出日。商人來	呵 嘖 而 未 結 戒 又 復 一 時 吉 星 出 日 商 人 來 
T85n2788_001:0630c12	期。期共採寶。波難陀龍一商人取[麩夫+少]令盡。失	期 期 共 採 寶 波 難 陀 龍 一 商 人 取 [麩夫少] 令 盡 失 
T85n2788_001:0630c13	伴被劫為賊所害。以二緣結戒。故言。若餅若	伴 被 劫 為 賊 所 害 以 二 緣 結 戒 故 言 若 餅 若 
T85n2788_001:0630c14	[麩夫+少]凡有三種鉢。聽稱食畜。一分羹二分飯。上	[麩夫少] 凡 有 三 種 鉢 聽 稱 食 畜 一 分 羹 二 分 飯 上 
T85n2788_001:0630c15	鉢三升。中鉢二升。下鉢一升。滅此非法。天竺	鉢 三 升 中 鉢 二 升 下 鉢 一 升 滅 此 非 法 天 竺 
T85n2788_001:0630c16	國法為乞人作分。或三升或四升。故佛聽上	國 法 為 乞 人 作 分 或 三 升 或 四 升 故 佛 聽 上 
T85n2788_001:0630c17	鉢取一。中鉢取二。下鉢取三。故言二三鉢。此	鉢 取 一 中 鉢 取 二 下 鉢 取 三 故 言 二 三 鉢 此 
T85n2788_001:0630c18	謂二三人共俱乞食。故因為限。過是犯墮。取	謂 二 三 人 共 俱 乞 食 故 因 為 限 過 是 犯 墮 取 
T85n2788_001:0630c19	以計長應與餘比丘。又應量主人有無取定。	以 計 長 應 與 餘 比 丘 又 應 量 主 人 有 無 取 定 
T85n2788_001:0630c20	而已過亦墮。後有人來應外與之。若不分與	而 已 過 亦 墮 後 有 人 來 應 外 與 之 若 不 分 與 
T85n2788_001:0630c21	應語言。我於施主已取爾許。爾許在。若悉取	應 語 言 我 於 施 主 已 取 爾 許 爾 許 在 若 悉 取 
T85n2788_001:0630c22	應語言。我已盡取。汝勿復入。若不分而不	應 語 言 我 已 盡 取 汝 勿 復 入 若 不 分 而 不 
T85n2788_001:0630c23	語突。若前已語而後人猶入。入者犯突。若不	語 突 若 前 已 語 而 後 人 猶 入 入 者 犯 突 若 不 
T85n2788_001:0630c24	長不分無罪。但應語後令知。律云。上鉢受三	長 不 分 無 罪 但 應 語 後 令 知 律 云 上 鉢 受 三 
T85n2788_001:0630c25	升。飯一升羹半餘可食物。而律師云。鉢正受	升 飯 一 升 羹 半 餘 可 食 物 而 律 師 云 鉢 正 受 
T85n2788_001:0630c26	三升。以飯虛足容羹等。故中下鉢亦應如是	三 升 以 飯 虛 足 容 羹 等 故 中 下 鉢 亦 應 如 是 
T85n2788_001:0630c27	知之也。	知 之 也 
T85n2788_001:0630c28	三十四不受殘食法而食犯墮　迦留夷是釋	三 十 四 不 受 殘 食 法 而 食 犯 墮 迦 留 夷 是 釋 
T85n2788_001:0630c29	迦子。形相奇特。色如蓮花。後為毒蛇所嚙。顏	迦 子 形 相 奇 特 色 如 蓮 花 後 為 毒 蛇 所 嚙 顏 
T85n2788_001:0631a01	色變黑。眼赤齒白。薩夜乞食。電光暫現。有孃	色 變 黑 眼 赤 齒 白 薩 夜 乞 食 電 光 暫 現 有 孃 
T85n2788_001:0631a02	妊母人。見以為惡鬼。恐怖大喚。倒地墮胎。因	妊 母 人 見 以 為 惡 鬼 恐 怖 大 喚 倒 地 墮 胎 因 
T85n2788_001:0631a03	制一食。一食故諸比丘羸瘦無力。又聽食竟	制 一 食 一 食 故 諸 比 丘 羸 瘦 無 力 又 聽 食 竟 
T85n2788_001:0631a04	未起得食菓菜等助之種助食。後入城乞食。	未 起 得 食 菓 菜 等 助 之 種 助 食 後 入 城 乞 食 
T85n2788_001:0631a05	得五助食。雜以正食。不敢輒食。飢瘦無力。又	得 五 助 食 雜 以 正 食 不 敢 輒 食 飢 瘦 無 力 又 
T85n2788_001:0631a06	聽食竟未受五種正食。後入城乞食。得諸菜	聽 食 竟 未 受 五 種 正 食 後 入 城 乞 食 得 諸 菜 
T85n2788_001:0631a07	雜五食。故不敢輒受。猶故飢瘦。又聽食竟未	雜 五 食 故 不 敢 輒 受 猶 故 飢 瘦 又 聽 食 竟 未 
T85n2788_001:0631a08	起自恣。食五種似食及餘菜雜五正食。後病	起 自 恣 食 五 種 似 食 及 餘 菜 雜 五 正 食 後 病 
T85n2788_001:0631a09	比丘殘食狼藉。烏鳥競來。鳴喚喧[目*舌]。後聽看	比 丘 殘 食 狼 藉 烏 鳥 競 來 鳴 喚 喧 [目舌] 後 聽 看 
T85n2788_001:0631a10	病人食竟受殘食法。食此殘食。若病人非一	病 人 食 竟 受 殘 食 法 食 此 殘 食 若 病 人 非 一 
T85n2788_001:0631a11	食人。應更從餘一食比丘受。若病人是一食	食 人 應 更 從 餘 一 食 比 丘 受 若 病 人 是 一 食 
T85n2788_001:0631a12	人。而未食者得就受殘食法。又以比丘有諸	人 而 未 食 者 得 就 受 殘 食 法 又 以 比 丘 有 諸 
T85n2788_001:0631a13	因緣。食不足故聽受殘食法。受殘食法應就	因 緣 食 不 足 故 聽 受 殘 食 法 受 殘 食 法 應 就 
T85n2788_001:0631a14	一食比丘前。胡跪持食。作如是言。長老憶念。	一 食 比 丘 前 胡 跪 持 食 作如是言 長 老 憶 念 
T85n2788_001:0631a15	我今從長老乞殘食法。長老為我作殘。一食	我 今 從 長 老 乞 殘 食 法 長 老 為 我 作 殘 一 食 
T85n2788_001:0631a16	比丘為取一口。然後得食。若受殘食法。若不	比 丘 為 取 一 口 然 後 得 食 若 受 殘 食 法 若 不 
T85n2788_001:0631a17	如法受殘食法者犯墮。若但飽不復得受殘	如 法 受 殘 食 法 者 犯 墮 若 但 飽 不 復 得 受 殘 
T85n2788_001:0631a18	食法。受殘食法突。未飽而囑不須復受殘。未	食 法 受 殘 食 法 突 未 飽 而 囑 不 須 復 受 殘 未 
T85n2788_001:0631a19	飽不囑得受殘法。若以鉢食著地。膝上不名	飽 不 囑 得 受 殘 法 若 以 鉢 食 著 地 膝 上 不 名 
T85n2788_001:0631a20	受殘食法。食之犯墮。以不授被一食丘比故。	受 殘 食 法 食 之 犯 墮 以 不 授 被 一 食 丘 比 故 
T85n2788_001:0631a21	若二人手不相及不名受殘食法。彼一食比	若 二 人 手 不 相 及 不 名 受 殘 食 法 彼 一 食 比 
T85n2788_001:0631a22	丘不得取故。若不淨食不名受殘食法。俱不	丘 不 得 取 故 若 不 淨 食 不 名 受 殘 食 法 俱 不 
T85n2788_001:0631a23	應食故。食者皆犯墮。若欲食五助食而用	應 食 故 食 者 皆 犯 墮 若 欲 食 五 助 食 而 用 
T85n2788_001:0631a24	五正食。令他作殘食亦不名受殘食法。若食	五 正 食 令 他 作 殘 食 亦 不 名 受 殘 食 法 若 食 
T85n2788_001:0631a25	此五助食犯墮。欲食五正食似食。而用餘二	此 五 助 食 犯 墮 欲 食 五 正 食 似 食 而 用 餘 二 
T85n2788_001:0631a26	五種食作殘亦如是。凡有四威儀。所謂行住	五 種 食 作 殘 亦 如 是 凡 有 四 威 儀 所 謂 行 住 
T85n2788_001:0631a27	坐臥。比丘行路有洗口。竟時食時。食竟時	坐 臥 比 丘 行 路 有 洗 口 竟 時 食 時 食 竟 時 
T85n2788_001:0631a28	悉得受殘食法。若行應行受。不應住坐臥受。	悉 得 受 殘 食 法 若 行 應 行 受 不 應 住 坐 臥 受 
T85n2788_001:0631a29	受而不食名受。食之犯墮。住坐臥亦應如是。	受 而 不 食 名 受 食 之 犯 墮 住 坐 臥 亦 應 如 是 
T85n2788_001:0631b01	知術盡不成字不須囑。若食飽已作休息。雖	知 術 盡 不 成 字 不 須 囑 若 食 飽 已 作 休 息 雖 
T85n2788_001:0631b02	未起不得更食。食者犯突吉羅。	未 起 不 得 更 食 食 者 犯 突 吉 羅 
T85n2788_001:0631b03	三十五知比丘食竟不受殘食法強勸自恣與	三 十 五 知 比 丘 食 竟 不 受 殘 食 法 強 勸 自 恣 與 
T85n2788_001:0631b04	惱他故墮　結殘食戒竟有二比丘。一持戒。	惱 他 故 墮 結 殘 食 戒 竟 有 二 比 丘 一 持 戒 
T85n2788_001:0631b05	一不大持戒。持戒者見彼數食呵嘖非一。彼	一 不 大 持 戒 持 戒 者 見 彼 數 食 呵 嘖 非 一 彼 
T85n2788_001:0631b06	人不堪欲。為生過知不受殘食。伺不憶為惱	人 不 堪 欲 為 生 過 知 不 受 殘 食 伺 不 憶 為 惱 
T85n2788_001:0631b07	觸故。強勸令食。食時便譏二人俱犯墮。不知	觸 故 強 勸 令 食 食 時 便 譏 二 人 俱 犯 墮 不 知 
T85n2788_001:0631b08	而勸無犯也。	而 勸 無 犯 也 
T85n2788_001:0631b09	三十六別眾食除因緣因緣者病時乃至沙門	三 十 六 別 眾 食 除 因 緣 因 緣 者 病 時 乃 至 沙 門 
T85n2788_001:0631b10	施食時　調達將欲壞僧。學五神通種種變	施 食 時 調 達 將 欲 壞 僧 學 五 神 通 種 種 變 
T85n2788_001:0631b11	化。國主傾心。合境歸向。供養悉全多。以衣食	化 國 主 傾 心 合 境 歸 向 供 養 悉 全 多 以 衣 食 
T85n2788_001:0631b12	與諸比丘。新學淺識。隨利而去。因是不聽別	與 諸 比 丘 新 學 淺 識 隨 利 而 去 因 是 不 聽 別 
T85n2788_001:0631b13	眾而食。為壞惡眾勢力。不令破僧故。令諸	眾 而 食 為 壞 惡 眾 勢 力 不 令 破 僧 故 令 諸 
T85n2788_001:0631b14	白衣於眾僧福田得大功德故。令眾和悅心	白 衣 於 眾 僧 福 田 得 大 功 德 故 令 眾 和 悅 心 
T85n2788_001:0631b15	無二故。凡有三種界。羯磨界聚落界空地界。	無 二 故 凡 有 三 種 界 羯 磨 界 聚 落 界 空 地 界 
T85n2788_001:0631b16	若比丘若白衣於羯磨界內。若寺中若白衣	若 比 丘 若 白 衣 於 羯 磨 界 內 若 寺 中 若 白 衣 
T85n2788_001:0631b17	舍。別請四人異房一處共食。是名別眾食。食	舍 別 請 四 人 異 房 一 處 共 食 是 名 別 眾 食 食 
T85n2788_001:0631b18	者犯墮。若清眾中一人。若迸少許與眾。若與	者 犯 墮 若 清 眾 中 一 人 若 迸 少 許 與 眾 若 與 
T85n2788_001:0631b19	僧須一人施主。通供界內僧。而處處別與食。	僧 須 一 人 施 主 通 供 界 內 僧 而 處 處 別 與 食 
T85n2788_001:0631b20	食者悉無犯。若聚落界內二施主。各於一處	食 者 悉 無 犯 若 聚 落 界 內 二 施 主 各 於 一 處 
T85n2788_001:0631b21	飯眾。眾各四人。亦名別眾食。食者犯墮。聚落	飯 眾 眾 各 四 人 亦 名 別 眾 食 食 者 犯 墮 聚 落 
T85n2788_001:0631b22	界內一施作異食飯二眾。食者得突。不犯別	界 內 一 施 作 異 食 飯 二 眾 食 者 得 突 不 犯 別 
T85n2788_001:0631b23	眾食。二處更互請。眾中一人無犯。又上二界	眾 食 二 處 更 互 請 眾 中 一 人 無 犯 又 上 二 界 
T85n2788_001:0631b24	內二眾食時。各三人食竟。後一人食。無犯。若	內 二 眾 食 時 各 三 人 食 竟 後 一 人 食 無 犯 若 
T85n2788_001:0631b25	界內師徒四人共財共食。是非法不名別眾	界 內 師 徒 四 人 共 財 共 食 是 非 法 不 名 別 眾 
T85n2788_001:0631b26	食。病人別眾食無犯。若作衣妨乞食。乞食妨	食 病 人 別 眾 食 無 犯 若 作 衣 妨 乞 食 乞 食 妨 
T85n2788_001:0631b27	作衣故。作衣時別眾食無罪。以三衣不足犯	作 衣 故 作 衣 時 別 眾 食 無 罪 以 三 衣 不 足 犯 
T85n2788_001:0631b28	突。又妨行道故持聽也。行道疲極故。或恐失	突 又 妨 行 道 故 持 聽 也 行 道 疲 極 故 或 恐 失 
T85n2788_001:0631b29	時故。或求好伴難得故。或恐失伴畏日沒來。	時 故 或 求 好 伴 難 得 故 或 恐 失 伴 畏 日 沒 來 
T85n2788_001:0631c01	去二十里得聽。村界內別眾食無犯。明欲行	去 二 十 里 得 聽 村 界 內 別 眾 食 無 犯 明 欲 行 
T85n2788_001:0631c02	令得食。昨以來今亦不得。若欲及船恐有諸	令 得 食 昨 以 來 今 亦 不 得 若 欲 及 船 恐 有 諸 
T85n2788_001:0631c03	難。或以疲極別眾食無犯。大眾會時者。謂	難 或 以 疲 極 別 眾 食 無 犯 大 眾 會 時 者 謂 
T85n2788_001:0631c04	上至千萬。下至八人。聽法因緣。一時大集世	上 至 千 萬 下 至 八 人 聽 法 因 緣 一 時 大 集 世 
T85n2788_001:0631c05	既不豐。人眾殷并應作是言。今時儉眾殷飯	既 不 豐 人 眾 殷 并 應作是言 今 時 儉 眾 殷 飯 
T85n2788_001:0631c06	食難得。如乞食者別眾無犯。又僧有客舊。舊	食 難 得 如 乞 食 者 別 眾 無 犯 又 僧 有 客 舊 舊 
T85n2788_001:0631c07	四人客三人。舊得別眾食。舊是根本僧故。客	四 人 客 三 人 舊 得 別 眾 食 舊 是 根 本 僧 故 客 
T85n2788_001:0631c08	四舊三。客不得別眾食。請舊僧一人。沙門	四 舊 三 客 不 得 別 眾 食 請 舊 僧 一 人 沙 門 
T85n2788_001:0631c09	是外道出家者也。出家婆羅門是洴沙王甥。	是 外 道 出 家 者 也 出 家 婆 羅 門 是 洴 沙 王 甥 
T85n2788_001:0631c10	以王事佛故欲請比丘。比丘以結戒故不敢	以 王 事 佛 故 欲 請 比 丘 比 丘 以 結 戒 故 不 敢 
T85n2788_001:0631c11	輒受。佛為破外道憍慢故。開聽受請不犯。別	輒 受 佛 為 破 外 道 憍 慢 故 開 聽 受 請 不 犯 別 
T85n2788_001:0631c12	眾然自來請。不自下食。受請時無犯。食時犯	眾 然 自 來 請 不 自 下 食 受 請 時 無 犯 食 時 犯 
T85n2788_001:0631c13	墮。不自請自下食。受請時犯突。食時無犯。不	墮 不 自 請 自 下 食 受 請 時 犯 突 食 時 無 犯 不 
T85n2788_001:0631c14	自請不自下食。受請時犯突。食時犯墮。自請	自 請 不 自 下 食 受 請 時 犯 突 食 時 犯 墮 自 請 
T85n2788_001:0631c15	自下食無犯也。	自 下 食 無 犯 也 
T85n2788_001:0631c16	三十七非時食　十七群釋子。形相端嚴。人	三 十 七 非 時 食 十 七 群 釋 子 形 相 端 嚴 人 
T85n2788_001:0631c17	所敬愛。白衣見之喚與酒食。便非時飲食。恣	所 敬 愛 白 衣 見 之 喚 與 酒 食 便 非 時 飲 食 恣 
T85n2788_001:0631c18	意盈醉。醉暢之後撫掌唱樂。因是不聽非時	意 盈 醉 醉 暢 之 後 撫 掌 唱 樂 因 是 不 聽 非 時 
T85n2788_001:0631c19	而食。從中至天明名非時。非時中非時想。非	而 食 從 中 至 天 明 名 非 時 非 時 中 非 時 想 非 
T85n2788_001:0631c20	時時想。非時中疑。食者悉犯墮。時中非時想。	時 時 想 非 時 中 疑 食 者 悉 犯 墮 時 中 非 時 想 
T85n2788_001:0631c21	時中疑。食者犯突吉羅。時中時想不犯。	時 中 疑 食 者 犯 突 吉 羅 時 中 時 想 不 犯 
T85n2788_001:0631c22	三十八殘宿食食　應言受宿食食。無殘字	三 十 八 殘 宿 食 食 應 言 受 宿 食 食 無 殘 字 
T85n2788_001:0631c23	也。道貴小欲。無所藏積。猶如飛鳥不留餘。而	也 道 貴 小 欲 無所藏積 猶 如 飛 鳥 不 留 餘 而 
T85n2788_001:0631c24	世喚比丘。一日再乞食。一已足留一乾之明	世 喚 比 丘 一 日 再 乞 食 一 已 足 留 一 乾 之 明 
T85n2788_001:0631c25	日受食。以此因緣不聽宿食法。貪著故。離白	日 受 食 以 此 因 緣 不 聽 宿 食 法 貪 著 故 離 白 
T85n2788_001:0631c26	衣法故。若今日手受明日食。是名受宿食。食	衣 法 故 若 今 日 手 受 明 日 食 是 名 受 宿 食 食 
T85n2788_001:0631c27	者犯墮。不手受而不淨施明日受食犯突。手	者 犯 墮 不 手 受 而 不 淨 施 明 日 受 食 犯 突 手 
T85n2788_001:0631c28	受已淨施人明日食亦犯墮。受而不淨施明	受 已 淨 施 人 明 日 食 亦 犯 墮 受 而 不 淨 施 明 
T85n2788_001:0631c29	日與人無犯。若心捨已了彼還返施食之無	日 與 人 無 犯 若 心 捨 已 了 彼 還 返 施 食 之 無 
T85n2788_001:0632a01	犯也。	犯 也 
T85n2788_001:0632a02	三十九不受飲食著口中墮　迦羅比丘塚間	三 十 九 不 受 飲 食 著 口 中 墮 迦 羅 比 丘 塚 間 
T85n2788_001:0632a03	止住。死人之間食。輒自取食。眾人疑其常	止 住 死 人 之 間 食 輒 自 取 食 眾 人 疑 其 常 
T85n2788_001:0632a04	食死人。惡名流布。因是結戒。防譏嫌故。捨盜	食 死 人 惡 名 流 布 因 是 結 戒 防 譏 嫌 故 捨 盜 
T85n2788_001:0632a05	方便故。習大法故。棄世業故。故入口之物。一	方 便 故 習 大 法 故 棄 世 業 故 故 入 口 之 物 一 
T85n2788_001:0632a06	切應從淨人受。不受而食犯墮。不受而觸突。	切 應 從 淨 人 受 不 受 而 食 犯 墮 不 受 而 觸 突 
T85n2788_001:0632a07	除水楊支輕賤易得故。無遮惜故。無貪積故。	除 水 楊 支 輕 賤 易 得 故 無 遮 惜 故 無 貪 積 故 
T85n2788_001:0632a08	若非時人不與。不從淨人受。若菜菓等不作	若 非 時 人 不 與 不 從 淨 人 受 若 菜 菓 等 不 作 
T85n2788_001:0632a09	淨。若不淨食。食此五四三二一應如是知。食	淨 若 不 淨 食 食 此 五 四 三 二 一 應 如 是 知 食 
T85n2788_001:0632a10	人肉偷。不淨故。大比丘手觸食不淨。食者犯	人 肉 偷 不 淨 故 大 比 丘 手 觸 食 不 淨 食 者 犯 
T85n2788_001:0632a11	突吉羅。若不如是一切無犯。	突 吉 羅 若 不 如是一切 無 犯 
T85n2788_001:0632a12	四十美食自為身索犯墮　釋摩男得初道供	四 十 美 食 自 為 身 索 犯 墮 釋 摩 男 得 初 道 供 
T85n2788_001:0632a13	養。眾僧下種種飲食。六群貪餐得已復索。索	養 眾 僧 下 種 種 飲 食 六 群 貪 餐 得 已 復 索 索 
T85n2788_001:0632a14	諸乳酪種種上味。因制不聽自求美食。去貪	諸 乳 酪 種 種 上 味 因 制 不 聽 自 求 美 食 去 貪 
T85n2788_001:0632a15	味故。以難得故。致嫌責故。又美與不美一不	味 故 以 難 得 故 致 嫌 責 故 又 美 與 不 美 一 不 
T85n2788_001:0632a16	得求。求飯等常食菓菜得與不得犯突。求蘇	得 求 求 飯 等 常 食 菓 菜 得 與 不 得 犯 突 求 蘇 
T85n2788_001:0632a17	酪魚肉食美味。不得突。得者犯墮。求酪漿	酪 魚 肉 食 美 味 不 得 突 得 者 犯 墮 求 酪 漿 
T85n2788_001:0632a18	等得不得犯突。若乞食振錫杖彈指。主人問	等 得 不 得 犯 突 若 乞 食 振 錫 杖 彈 指 主 人 問 
T85n2788_001:0632a19	言。比丘何求。答言乞食。問須何等隨汝所欲。	言 比 丘 何 求 答 言 乞 食 問 須 何 等 隨 汝 所 欲 
T85n2788_001:0632a20	答其所須食之無犯。乞應以次。越次突。除病	答 其 所 須 食 之 無 犯 乞 應 以 次 越 次 突 除 病 
T85n2788_001:0632a21	者以苦惱故。自廢廢他行道故。除親理不嫌	者 以 苦 惱 故 自 廢 廢 他 行 道 故 除 親 理 不 嫌 
T85n2788_001:0632a22	責故。人自與取亦無罪也。	責 故 人 自 與 取 亦 無 罪 也 
T85n2788_001:0632a23	四十一知水有虫取用犯墮　闡陀比丘作是	四 十 一 知 水 有 虫 取 用 犯 墮 闡 陀 比 丘 作 是 
T85n2788_001:0632a24	念言。澆埿草土先所不聽。今者自用故應不	念 言 澆 埿 草 土 先 所 不 聽 今 者 自 用 故 應 不 
T85n2788_001:0632a25	犯便耳。虫水隨意入用人。問何故用此虫水。	犯 便 耳 虫 水 隨 意 入 用 人 問 何 故 用 此 虫 水 
T85n2788_001:0632a26	答言。我自用水不用虫。因是復結。若有虫水	答 言 我 自 用 水 不 用 虫 因 是 復 結 若 有 虫 水 
T85n2788_001:0632a27	一切悉犯此戒。澆埿草土以說有虫。虫想無	一 切 悉 犯 此 戒 澆 埿 草 土 以 說 有 虫 虫 想 無 
T85n2788_001:0632a28	虫想若疑。用者犯墮。無虫虫想若疑。用者犯	虫 想 若 疑 用 者 犯 墮 無 虫 虫 想 若 疑 用 者 犯 
T85n2788_001:0632a29	突。無虫無虫想。用者悉無犯也。	突 無 虫 無 虫 想 用 者 悉 無 犯 也 
T85n2788_001:0632b01	四十二食家中臥處坐　謂女為男食也。有	四 十 二 食 家 中 臥 處 坐 謂 女 為 男 食 也 有 
T85n2788_001:0632b02	居士新婚。唯欲是食。難陀相識。數往語妨其	居 士 新 婚 唯 欲 是 食 難 陀 相 識 數 往 語 妨 其 
T85n2788_001:0632b03	欲食。彼大瞋恚。因是不聽食家處坐。隨起隨	欲 食 彼 大 瞋 恚 因 是 不 聽 食 家 處 坐 隨 起 隨 
T85n2788_001:0632b04	坐一一犯墮。以惱他故。或被害故。或致謗	坐 一 一 犯 墮 以 惱 他 故 或 被 害 故 或 致 謗 
T85n2788_001:0632b05	故。若得道家受五戒家。若彼父母在若夫婦	故 若 得 道 家 受 五 戒 家 若 彼 父 母 在 若 夫 婦 
T85n2788_001:0632b06	二人俱受戒。若是舍多人出入住坐無犯。若	二 人 俱 受 戒 若 是 舍 多 人 出 入 住 坐 無 犯 若 
T85n2788_001:0632b07	一人受戒住坐犯突也。	一 人 受 戒 住 坐 犯 突 也 
T85n2788_001:0632b08	四十三食家中獨與女人臥處強坐　食戒如	四 十 三 食 家 中 獨 與 女 人 臥 處 強 坐 食 戒 如 
T85n2788_001:0632b09	上。有家。新聚而夫不在。而難陀於彼欲食處	上 有 家 新 聚 而 夫 不 在 而 難 陀 於 彼 欲 食 處 
T85n2788_001:0632b10	坐。後有比丘。就舍乞食。後還精舍。難陀自	坐 後 有 比 丘 就 舍 乞 食 後 還 精 舍 難 陀 自 
T85n2788_001:0632b11	說。因是制戒。食眾覆處不得獨與女強坐。舍	說 因 是 制 戒 食 眾 覆 處 不 得 獨 與 女 強 坐 舍 
T85n2788_001:0632b12	內遮非法故。防譏嫌故。是中以三事故犯。一	內 遮 非 法 故 防 譏 嫌 故 是 中 以 三 事 故 犯 一 
T85n2788_001:0632b13	者食家。二者獨與女人。三者深隱處。此三事	者 食 家 二 者 獨 與 女 人 三 者 深 隱 處 此 三 事 
T85n2788_001:0632b14	故犯。此墮法起以還坐墮。若閉戶雖外有淨	故 犯 此 墮 法 起 以 還 坐 墮 若 閉 戶 雖 外 有 淨 
T85n2788_001:0632b15	人亦犯墮。若開戶向外有淨人犯突。若開戶	人 亦 犯 墮 若 開 戶 向 外 有 淨 人 犯 突 若 開 戶 
T85n2788_001:0632b16	向內有淨人無犯。	向 內 有 淨 人 無 犯 
T85n2788_001:0632b17	四十四裸外道若出家男若出家女手自與食	四 十 四 裸 外 道 若 出 家 男 若 出 家 女 手 自 與 食 
T85n2788_001:0632b18	犯墮　毘羅然國主阿耆達王。請佛及僧。安	犯 墮 毘 羅 然 國 主 阿 耆 達 王 請 佛 及 僧 安 
T85n2788_001:0632b19	居三月。如來宿緣。王遂迷忘。三月將過。餘	居 三 月 如 來 宿 緣 王 遂 迷 忘 三 月 將 過 餘 
T85n2788_001:0632b20	有七日。佛遣阿難白王欲去。王聞驚喜。問其	有 七 日 佛 遣 阿 難 白 王 欲 去 王 聞 驚 喜 問 其 
T85n2788_001:0632b21	所由。阿難以實而答。王乃憶悟。驚惶慚懼。請	所 由 阿 難 以 實 而 答 王 乃 憶 悟 驚 惶 慚 懼 請 
T85n2788_001:0632b22	留世尊。世尊不許。求供七日。佛哀受之。七日	留 世 尊 世 尊 不 許 求 供 七 日 佛 哀 受 之 七 日 
T85n2788_001:0632b23	以訖。至跋者國省達恥愧。送食追佛。跋者國	以 訖 至 跋 者 國 省 達 恥 愧 送 食 追 佛 跋 者 國 
T85n2788_001:0632b24	中咸責彼王。日日致供。令無空缺。追送之誠	中 咸 責 彼 王 日 日 致 供 令 無 空 缺 追 送 之 誠 
T85n2788_001:0632b25	亦無由得。設觀其所少。所少唯當設術。佛先	亦 無 由 得 設 觀 其 所 少 所 少 唯 當 設 術 佛 先 
T85n2788_001:0632b26	來聽。眾咸不受。佛愍彼故。開令受術。受術已	來 聽 眾 咸 不 受 佛 愍 彼 故 開 令 受 術 受 術 已 
T85n2788_001:0632b27	訖。王欲還國。種種食具委地而去。時有五	訖 王 欲 還 國 種 種 食 具 委 地 而 去 時 有 五 
T85n2788_001:0632b28	百乞人。隨求食眾食之餘常以與之。有人問	百 乞 人 隨 求 食 眾 食 之 餘 常 以 與 之 有 人 問 
T85n2788_001:0632b29	之。何處得食。答言。是禿居士常與我食。於是	之 何 處 得 食 答 言 是 禿 居 士 常 與 我 食 於 是 
T85n2788_001:0632c01	結戒。不復聽與。後至舍衛。眾僧會食。二裸形	結 戒 不 復 聽 與 後 至 舍 衛 眾 僧 會 食 二 裸 形 
T85n2788_001:0632c02	女就阿難乞。阿難即以餅分與。二人餅相連	女 就 阿 難 乞 阿 難 即 以 餅 分 與 二 人 餅 相 連 
T85n2788_001:0632c03	看。阿難不覺。一人得二。一人得一。得一者索	看 阿 難 不 覺 一 人 得 二 一 人 得 一 得 一 者 索 
T85n2788_001:0632c04	半。得二者不與。彼便瞋謗難。是汝智前乞	半 得 二 者 不 與 彼 便 瞋 謗 難 是 汝 智 前 乞 
T85n2788_001:0632c05	食。梵志已作毀言。今此裸形女復興醜謗。因	食 梵 志 已 作 毀 言 今 此 裸 形 女 復 興 醜 謗 因 
T85n2788_001:0632c06	是廣結。一切德九十五種。出家外道悉勿與。	是 廣 結 一 切 德 九 十 五 種 出 家 外 道 悉 勿 與 
T85n2788_001:0632c07	與食者犯墮。彼食不消。或病或死別中惡謂	與 食 者 犯 墮 彼 食 不 消 或 病 或 死 別 中 惡 謂 
T85n2788_001:0632c08	飯與毒。彼無慚愧。起諸邪謗。以此小慈毀滅	飯 與 毒 彼 無 慚 愧 起 諸 邪 謗 以 此 小 慈 毀 滅 
T85n2788_001:0632c09	佛法。不與之音斷可見矣。若裸形人病。若是	佛 法 不 與 之 音 斷 可 見 矣 若 裸 形 人 病 若 是 
T85n2788_001:0632c10	親理。若來受戒。與食無罪。若於眾求索水菓。	親 理 若 來 受 戒 與 食 無 罪 若 於 眾 求 索 水 菓 
T85n2788_001:0632c11	聽其自取。若在家波羅門與彼無罪。以其亦	聽 其 自 取 若 在 家 波 羅 門 與 彼 無 罪 以 其 亦 
T85n2788_001:0632c12	少信佛修善根。	少 信 佛 修 善 根 
T85n2788_001:0632c13	四十五軍陣發行往觀犯墮除因緣　波斯匿	四 十 五 軍 陣 發 行 往 觀 犯 墮 除 因 緣 波 斯 匿 
T85n2788_001:0632c14	王將行征伐。嚴飾四兵。陣師習戰。六群共往	王 將 行 征 伐 嚴 飾 四 兵 陣 師 習 戰 六 群 共 往 
T85n2788_001:0632c15	觀之。王及士眾咸共嫌責。比丘之法大悲普	觀 之 王 及 士 眾 咸 共 嫌 責 比 丘 之 法 大 悲 普 
