X62n1192_001:0481c06	 清珠集序	 清 珠 集 序 
X62n1192_001:0495a24	自在者。於彼一切行住坐臥。著衣喫飯。語默動靜。及	自 在 者 於 彼 一 切 行住坐臥 著 衣 喫 飯 語 默 動 靜 及 
X62n1192_001:0495b01	被牢獄者。於喜怒哀樂之間。未有不可修時。況出家	被 牢 獄 者 於 喜 怒 哀 樂 之 間 未 有 不 可 修 時 況 出 家 
X62n1192_001:0495b02	四眾。在家四民。有居可處。有暇可修。所欲皆具。得自	四 眾 在 家 四 民 有 居 可 處 有 暇 可 修 所 欲 皆 具 得 自 
X62n1192_001:0495b03	在者。寧不進修。	在 者 寧 不 進 修 
X62n1192_001:0495b04	正行	正 行 
X62n1192_001:0495b05	念起時須自檢點。或有慳貪心。嗔恨心。癡愛心。名利	念 起 時 須 自 檢 點 或 有 慳 貪 心 嗔 恨 心 癡 愛 心 名 利 
X62n1192_001:0495b06	心。嫉妬心。欺誑心。爾我心。傲慢心。諂曲心。邪見心。妄	心 嫉 妬 心 欺 誑 心 爾 我 心 傲 慢 心 諂 曲 心 邪 見 心 妄 
X62n1192_001:0495b07	想心。能所心。及諸逆順境界。隨染所生一切世間心。	想 心 能 所 心 及 諸 逆 順 境 界 隨 染 所 生 一切世間 心 
X62n1192_001:0495b08	設或起時。急須高聲念佛。斂念歸正。勿令惡心相續。	設 或 起 時 急 須 高 聲 念 佛 斂 念 歸 正 勿 令 惡 心 相 續 
X62n1192_001:0495b09	直下打併淨盡。所有深信心。至誠心。發願回向心。慈	直 下 打 併 淨 盡 所 有 深 信 心 至 誠 心 發 願 回 向 心 慈 
X62n1192_001:0495b10	悲心。謙下心。平等心。方便心。及一切善心。常當守護。	悲 心 謙 下 心 平 等 心 方 便 心 及 一 切 善 心 常 當 守 護 
X62n1192_001:0495b11	當知極樂諸上善人。良由斷惡行善。故得往生。不退	當 知 極 樂 諸 上 善 人 良 由 斷 惡 行 善 故 得 往 生 不 退 
X62n1192_001:0495b12	菩提。能依此修持。是為淨土正行。	菩 提 能 依 此 修 持 是 為 淨 土 正 行 
X62n1192_001:0495b13	密憶	密 憶 
X62n1192_001:0495b14	凡歷涉緣務。而內心不忘於佛。及憶淨土。譬如世人	凡 歷 涉 緣 務 而 內 心 不 忘 於 佛 及 憶 淨 土 譬 如 世 人 
X62n1192_001:0495b15	切事繫心。雖經歷言語。去來坐臥。種種作務。而不妨	切 事 繫 心 雖 經 歷 言 語 去 來 坐 臥 種 種 作 務 而 不 妨 
X62n1192_001:0495b16	密憶。前事宛然。念佛之心亦應如是。或者失念。數數	密 憶 前 事 宛 然 念 佛 之 心 亦 應 如 是 或 者 失 念 數 數 
X62n1192_001:0495b17	攝還。久久成性。任運常憶。	攝 還 久 久 成 性 任 運 常 憶 
X62n1192_001:0495b18	菩提心	菩 提 心 
X62n1192_001:0495b19	凡修淨土。須發菩提心。若為自己。厭五濁。忻九品。則	凡 修 淨 土 須 發菩提心 若 為 自 己 厭 五 濁 忻 九 品 則 
X62n1192_001:0495b20	違菩提心。是聲聞行也。若為眾生起大悲心。求往彼	違 菩 提 心 是 聲 聞 行 也 若 為 眾 生 起大悲心 求 往 彼 
X62n1192_001:0495b21	國。希速成就道力神通。徧歷十方。救度一切。令共成	國 希 速 成 就 道 力 神 通 徧 歷 十 方 救 度 一 切 令 共 成 
X62n1192_001:0495b22	佛。則順菩提心。是菩薩行也。	佛 則 順 菩 提 心 是 菩 薩 行 也 
X62n1192_001:0495b23	三心	三 心 
X62n1192_001:0495b24	身體彼佛。口稱彼佛。意觀彼佛。三業真實。名至誠心。	身 體 彼 佛 口 稱 彼 佛 意 觀 彼 佛 三 業 真 實 名 至 誠 心 
X62n1192_001:0495c01	信知自身。具足煩惱。流轉三界。信知彌陀本願。下至	信 知 自 身 具 足 煩 惱 流 轉 三 界 信 知 彌 陀 本 願 下 至 
X62n1192_001:0495c02	十念得生。無有一念疑心。名深心。凡所作為一切善	十 念 得 生 無 有 一 念 疑 心 名 深 心 凡 所 作 為 一 切 善 
X62n1192_001:0495c03	根。悉皆回向往生。名回向發願心。具此三心。必得往	根 悉 皆 回 向 往 生 名 回 向 發 願 心 具 此 三 心 必 得 往 
X62n1192_001:0495c04	生。	生 
X62n1192_001:0495c05	解脫	解 脫 
X62n1192_001:0495c06	果能真實攝心而念佛。則心自淨。心淨則土隨淨。大	果 能 真 實 攝 心 而 念 佛 則 心 自 淨 心 淨 則 土 隨 淨 大 
X62n1192_001:0495c07	慧云。人于一日中。心不馳求。不妄想。不緣諸境。便與	慧 云 人 于 一 日 中 心 不 馳 求 不 妄 想 不 緣 諸 境 便 與 
X62n1192_001:0495c08	三世諸佛諸大菩薩相契。即此火宅塵勞。便是解脫。	三世諸佛 諸 大 菩 薩 相 契 即 此 火 宅 塵 勞 便 是 解 脫 
X62n1192_001:0495c09	出三界之處。修淨土者。亦宜如是。	出 三 界 之 處 修 淨 土 者 亦 宜 如 是 
X62n1192_001:0495c10	雨淋頭	雨 淋 頭 
X62n1192_001:0495c11	若待處所穩便。衣食豐饒。充足香華。事事稱意。思前	若 待 處 所 穩 便 衣 食 豐 饒 充 足 香 華 事 事 稱 意 思 前 
X62n1192_001:0495c12	算後。卜彼良時。報盡恩冤。圓成善事。然後發心修行。	算 後 卜 彼 良 時 報 盡 恩 冤 圓 成 善 事 然 後 發 心 修 行 
X62n1192_001:0495c13	假使虗空界窮。亦無此日矣。所謂晴乾不肯去。直待	假 使 虗 空 界 窮 亦 無 此 日 矣 所 謂 晴 乾 不 肯 去 直 待 
X62n1192_001:0495c14	雨淋頭。	雨 淋 頭 
X62n1192_001:0495c15	常永貞固	常 永 貞 固 
X62n1192_001:0495c16	世間一技一藝。始學。不勝其難。因置不學。則終無成	世 間 一 技 一 藝 始 學 不 勝 其 難 因 置 不 學 則 終 無 成 
X62n1192_001:0495c17	故。貴有決定不疑之心。雖復決定。而優游遲緩。則亦	故 貴 有 決 定 不 疑 之 心 雖 復 決 定 而 優 游 遲 緩 則 亦 
X62n1192_001:0495c18	不成故。其繼貴有精進勇猛之心。雖復精進。或得少	不 成 故 其 繼 貴 有 精進勇猛 之 心 雖 復 精 進 或 得 少 
X62n1192_001:0495c19	而足。或時久而疲。或遇順境而迷。或逢逆境而墮。則	而 足 或 時 久 而 疲 或 遇 順 境 而 迷 或 逢 逆 境 而 墮 則 
X62n1192_001:0495c20	亦不成故。其終貴有常永貞固誓不退轉之心。古云。	亦 不 成 故 其 終 貴 有 常 永 貞 固 誓 不 退 轉 之 心 古 云 
X62n1192_001:0495c21	三昧不成。假令筋斷骨枯。終不休歇。	三 昧 不 成 假 令 筋 斷 骨 枯 終 不 休 歇 
X62n1192_001:0495c22	一境一心	一 境 一 心 
X62n1192_001:0495c23	盖念之所不能。一由散心異緣逐境紛馳之使然。故	盖 念 之 所 不 能 一 由 散 心 異 緣 逐 境 紛 馳 之 使 然 故 
X62n1192_001:0495c24	娑婆有一境。則眾生有一心。眾生有一心。則娑婆有	娑 婆 有 一 境 則 眾 生 有 一 心 眾 生 有 一 心 則 娑 婆 有 
X62n1192_001:0496a01	一境。故曰。心生故種種法生。法生故種種心生。聚緣	一 境 故 曰 心 生 故 種 種 法 生 法 生 故 種 種 心 生 聚 緣 
X62n1192_001:0496a02	內搖。趣外奔逸。心境交馳。塵沙莫盡。若欲一其念者。	內 搖 趣 外 奔 逸 心 境 交 馳 塵 沙 莫 盡 若 欲 一 其 念 者 
X62n1192_001:0496a03	莫若輕其愛。若欲輕其愛者。莫若一其心。夫愛之與	莫 若 輕 其 愛 若 欲 輕 其 愛 者 莫 若 一 其 心 夫 愛 之 與 
X62n1192_001:0496a04	念。勢不兩立。若明暗之相背也。	念 勢 不 兩 立 若 明 暗 之 相 背 也 
X62n1192_001:0496a05	聞見	聞 見 
X62n1192_001:0496a06	凡聞惡聲。則念阿彌陀佛。以消禳之。願一切人不為	凡 聞 惡 聲 則 念 阿 彌 陀 佛 以 消 禳 之 願 一 切 人 不 為 
X62n1192_001:0496a07	惡行。凡見善事。則念阿彌陀佛。以贊助之。願一切人	惡 行 凡 見 善 事 則 念 阿 彌 陀 佛 以 贊 助 之 願 一 切 人 
X62n1192_001:0496a08	皆為善行。無事則默念阿彌陀佛。常在目前。使念念	皆 為 善 行 無 事 則 默 念 阿 彌 陀 佛 常 在 目 前 使 念 念 
X62n1192_001:0496a09	不忘。其於淨土。決定往生。	不 忘 其 於 淨 土 決 定 往 生 
X62n1192_001:0496a10	回嗔作喜	回 嗔 作 喜 
X62n1192_001:0496a11	我今念佛。日後當生西方。何幸如之。發大歡喜。莫生	我 今 念 佛 日 後 當 生 西 方 何 幸 如 之 發 大 歡 喜 莫 生 
X62n1192_001:0496a12	煩惱。倘遇不如意事。即便撥轉心頭。這一聲佛。急急	煩 惱 倘 遇 不 如 意 事 即 便 撥 轉 心 頭 這 一 聲 佛 急 急 
X62n1192_001:0496a13	提念。却回光返照。我是阿彌陀佛世界中人。柰何與	提 念 却 回 光 返 照 我 是 阿 彌 陀 佛 世 界 中 人 柰 何 與 
X62n1192_001:0496a14	世人一般見識。回嗔作喜。一心念佛。此是智慧中人。	世 人 一 般 見 識 回 嗔 作 喜 一 心 念 佛 此 是 智 慧 中 人 
X62n1192_001:0496a15	渡河筏	渡 河 筏 
X62n1192_001:0496a16	既慕西方。當求了義。暗中有寶。無燈照。終不自知。古	既 慕 西 方 當 求 了 義 暗 中 有 寶 無 燈 照 終 不 自 知 古 
X62n1192_001:0496a17	鏡埋塵。不揩磨。豈能光顯。調和三業。體究一心。恭奉	鏡 埋 塵 不 揩 磨 豈 能 光 顯 調 和 三 業 體 究 一 心 恭 奉 
X62n1192_001:0496a18	真文。研味聖意。深入法源之底。洞探諸佛之機。理路	真 文 研 味 聖 意 深 入 法 源 之 底 洞 探 諸 佛 之 機 理 路 
X62n1192_001:0496a19	豁通。心花發現。故智者誦法華。圭峰讀圓覺。普庵契	豁 通 心 花 發 現 故 智 者 誦 法 華 圭 峰 讀 圓 覺 普 庵 契 
X62n1192_001:0496a20	華嚴。六祖悟般若。觀先德而可遵。豈今人而不學。然	華 嚴 六 祖 悟 般 若 觀 先 德 而 可 遵 豈 今 人 而 不 學 然 
X62n1192_001:0496a21	渡河須用筏。到岸不需船。	渡 河 須 用 筏 到 岸 不 需 船 
X62n1192_001:0496a22	靜之至	靜 之 至 
X62n1192_001:0496a23	一念不生。謂之靜。佛心至靜。萬劫恒然。眾生剎那能	一 念 不 生 謂 之 靜 佛 心 至 靜 萬 劫 恒 然 眾 生 剎 那 能 
X62n1192_001:0496a24	靜。即是剎那佛。但眾生心念憧憧。如葛生蔓。如繭抽	靜 即 是 剎 那 佛 但 眾 生 心 念 憧 憧 如 葛 生 蔓 如 繭 抽 
X62n1192_001:0496b01	絲。並沒住頭。直到疲倦。睡去方休。思想千端。謂之散	絲 並 沒 住 頭 直 到 疲 倦 睡 去 方 休 思 想 千 端 謂 之 散 
X62n1192_001:0496b02	亂。黑甜一覺。謂之昏沉。二者循環盡彼形壽。生死輪	亂 黑 甜 一 覺 謂 之 昏 沉 二 者 循 環 盡 彼 形 壽 生 死 輪 
X62n1192_001:0496b03	迴肇此矣。一念起即是生。一念滅即是死。人生總在	迴 肇 此 矣 一 念 起 即 是 生 一 念 滅 即 是 死 人 生 總 在 
X62n1192_001:0496b04	積生積滅中。度此百年。安得不在生生死死中。遷流	積 生 積 滅 中 度 此 百 年 安 得 不 在 生 生 死 死 中 遷 流 
X62n1192_001:0496b05	永劫。皆緣心頭一點。有不能放下者在故也。若念所	永 劫 皆 緣 心 頭 一 點 有 不 能 放 下 者 在 故 也 若 念 所 
X62n1192_001:0496b06	當用者。唯有念佛法門。盖念本是妄。以繫于佛。謂之	當 用 者 唯 有 念 佛 法 門 盖 念 本 是 妄 以 繫 于 佛 謂 之 
X62n1192_001:0496b07	以妄遣妄。從念佛而參究。是為以心究心。從念佛而	以 妄 遣 妄 從 念 佛 而 參 究 是 為 以 心 究 心 從 念 佛 而 
X62n1192_001:0496b08	悟。是為以心得心。雖云起念。念實無起。念之久久。因	悟 是 為 以 心 得 心 雖 云 起 念 念 實 無 起 念 之 久 久 因 
X62n1192_001:0496b09	念得心。得心妄念。念至忘念。與無念同。清淨湛一。惟	念 得 心 得 心 妄 念 念 至 忘 念 與 無 念 同 清 淨 湛 一 惟 
X62n1192_001:0496b10	有一真而已。此大勢至菩薩。以念佛法門。入無生忍	有 一 真 而 已 此 大 勢 至 菩 薩 以 念 佛 法 門 入 無 生 忍 
X62n1192_001:0496b11	也。夫獲無生忍。則無念矣。無念者。靜之至也。宗鏡錄	也 夫 獲 無 生 忍 則 無 念 矣 無 念 者 靜 之 至 也 宗 鏡 錄 
X62n1192_001:0496b12	云。前後際斷。處一念不生時。寂爾少時間無思心。正	云 前後際斷 處 一 念 不 生 時 寂 爾 少 時 間 無 思 心 正 
X62n1192_001:0496b13	住此心。住之時便是本體。若佛心則湛然常住矣。以	住 此 心 住 之 時 便 是 本 體 若 佛 心 則 湛 然 常 住 矣 以 
X62n1192_001:0496b14	暫住之心。習令漸上。便是工夫。	暫 住 之 心 習 令 漸 上 便 是 工 夫 
X62n1192_001:0496b15	願王	願 王 
X62n1192_001:0496b16	夫發願往生者。順釋迦偏讚之言。應法藏度生之願。	夫 發 願 往 生 者 順 釋 迦 偏 讚 之 言 應 法 藏 度 生 之 願 
X62n1192_001:0496b17	臨終之際。感聖眾以來迎往生之時。蒙彌陀而接引。	臨 終 之 際 感 聖 眾 以 來 迎 往 生 之 時 蒙 彌 陀 而 接 引 
X62n1192_001:0496b18	託質七珍池內。化生九品蓮中。壽量難窮。身光徧照。	託 質 七 珍 池 內 化 生 九 品 蓮 中 壽 量 難 窮 身 光 徧 照 
X62n1192_001:0496b19	獲七辯之智。具六通之威。菩薩為隣。聲聞作伴。我等	獲 七 辯 之 智 具 六 通 之 威 菩 薩 為 隣 聲 聞 作 伴 我 等 
X62n1192_001:0496b20	如是。眾生亦然。徑挺鐵石心。同歸金色界。唯此願王	如 是 眾 生 亦 然 徑 挺 鐵 石 心 同 歸 金 色 界 唯 此 願 王 
X62n1192_001:0496b21	獨不捨。剎那引導入蓮池。	獨 不 捨 剎 那 引 導 入 蓮 池 
X62n1192_001:0496b22	直入無為	直 入 無 為 
X62n1192_001:0496b23	有行無願。其行必孤。有願無行。其願必虗。無行無願。	有 行 無 願 其 行 必 孤 有 願 無 行 其 願 必 虗 無 行 無 願 
X62n1192_001:0496b24	空住閻浮。有行有願。直入無為。此乃佛祖修淨業之	空 住 閻 浮 有 行 有 願 直 入 無 為 此 乃 佛 祖 修 淨 業 之 
X62n1192_001:0496c01	根本也。要知理由智導。行由願興。行願得均。理智兼	根 本 也 要 知 理 由 智 導 行 由 願 興 行 願 得 均 理 智 兼 
X62n1192_001:0496c02	備。夫願者。樂也欲也。欲生西方淨土。樂見阿彌陀佛。	備 夫 願 者 樂 也 欲 也 欲 生 西方淨土 樂 見 阿 彌 陀 佛 
X62n1192_001:0496c03	必須發願方得往生。若無願心。善根沉沒。經云。不發	必 須 發 願 方 得 往 生 若 無 願 心 善 根 沉 沒 經 云 不 發 
X62n1192_001:0496c04	大願。魔所攝持。一切佛事從大願起。欲成無上佛道。	大 願 魔 所 攝 持 一 切 佛 事 從 大 願 起 欲 成 無 上 佛 道 
X62n1192_001:0496c05	須得。願波羅蜜。所以普賢廣無邊願海。彌陀有六八	須 得 願波羅蜜 所 以 普 賢 廣 無 邊 願 海 彌 陀 有 六 八 
X62n1192_001:0496c06	願門。是知十方諸佛上古前賢。皆因願力。成就菩提。	願 門 是 知 十方諸佛 上 古 前 賢 皆 因 願 力 成 就 菩 提 
X62n1192_001:0496c07	迴向偈	迴 向 偈 
X62n1192_001:0496c08	大慈菩薩。讚佛懺罪。迴向發願。偈云。十方三世佛。阿	大 慈 菩 薩 讚 佛 懺 罪 迴 向 發 願 偈 云 十 方 三 世 佛 阿 
X62n1192_001:0496c09	彌陀第一。九品度眾生。威德無窮極。我今大歸依。懺	彌 陀 第 一 九 品 度 眾 生 威 德 無 窮 極 我 今 大 歸 依 懺 
X62n1192_001:0496c10	悔三業罪。凡有諸福善。至心用迴向。願同念佛人。感	悔 三 業 罪 凡 有 諸 福 善 至 心 用 迴 向 願 同 念 佛 人 感 
X62n1192_001:0496c11	應隨時現。臨終西方境。分明在目前。見聞皆精進。共	應 隨 時 現 臨 終 西 方 境 分 明 在 目 前 見 聞 皆 精 進 共 
X62n1192_001:0496c12	生極樂國。見佛了生死。如佛度一切。此偈有威力。能	生 極 樂 國 見 佛 了 生 死 如 佛 度 一 切 此 偈 有 威 力 能 
X62n1192_001:0496c13	滅一切罪。長一切福。	滅 一 切 罪 長 一 切 福 
X62n1192_001:0496c14	滿願	滿 願 
X62n1192_001:0496c15	一心歸命極樂世界阿彌陀佛。願以淨光照我。慈誓	一 心 歸 命 極樂世界 阿 彌 陀 佛 願 以 淨 光 照 我 慈 誓 
X62n1192_001:0496c16	攝我。我今正念。稱如來名。為菩提道。求生淨土。佛昔	攝 我 我 今 正 念 稱 如 來 名 為 菩 提 道 求 生 淨 土 佛 昔 
X62n1192_001:0496c17	本誓。若有眾生。欲生我國。志心信樂。稱我名號。乃至	本 誓 若 有 眾 生 欲 生 我 國 志 心 信 樂 稱 我 名 號 乃 至 
X62n1192_001:0496c18	十念。若不生者。不取覺正。以此念佛因緣。得入如來	十 念 若 不 生 者 不 取 覺 正 以 此 念 佛 因 緣 得 入 如 來 
X62n1192_001:0496c19	大誓海中。承佛慈力。眾罪消滅。淨因增長。若臨命終。	大 誓 海 中 承 佛 慈 力 眾 罪 消 滅 淨 因 增 長 若 臨 命 終 
X62n1192_001:0496c20	自知時至。身無病苦。心不貪戀。亦不顛倒。如入禪定。	自 知 時 至 身 無 病 苦 心 不 貪 戀 亦 不 顛 倒 如 入 禪 定 
X62n1192_001:0496c21	佛及聖眾。手執金臺。來迎接我。於一念頃。生極樂國	佛 及 聖 眾 手 執 金 臺 來 迎 接 我 於 一 念 頃 生 極 樂 國 
X62n1192_001:0496c22	華開見佛。即聞佛乘。頓開佛慧。廣度眾生。滿菩提願。	華 開 見 佛 即 聞 佛 乘 頓 開 佛 慧 廣 度 眾 生 滿 菩 提 願 
X62n1192_001:0496c23	至誠	至 誠 
X62n1192_001:0496c24	直須一心皈命。盡報真修念佛。發願之時。懇苦翹誠。	直 須 一 心 皈 命 盡 報 真 修 念 佛 發 願 之 時 懇 苦 翹 誠 
X62n1192_001:0497a01	無諸異念。如就刑戮。在狴牢。怨賊所迫。水火所迫。一	無 諸 異 念 如 就 刑 戮 在 狴 牢 怨 賊 所 迫 水 火 所 迫 一 
X62n1192_001:0497a02	心求救。願脫苦輪。速證無生。廣度含識。紹隆三寶。誓	心 求 救 願 脫 苦 輪 速 證 無 生 廣 度 含 識 紹 隆 三 寶 誓 
X62n1192_001:0497a03	報四恩。如斯至誠。方不虗棄。如或言行不稱。信願輕	報 四 恩 如 斯 至 誠 方 不 虗 棄 如 或 言 行 不 稱 信 願 輕 
X62n1192_001:0497a04	微。無念念相續。有數數間斷。以此懈怠。臨終望生。但	微 無 念 念 相 續 有 數 數 間 斷 以 此 懈 怠 臨 終 望 生 但 
X62n1192_001:0497a05	恐業障所遮。不值善友。風火逼迫。正念不成。何以故。	恐 業 障 所 遮 不 值 善 友 風 火 逼 迫 正 念 不 成 何 以 故 
X62n1192_001:0497a06	如今是因。臨終是果。應須因實。果則不虗故也。	如 今 是 因 臨 終 是 果 應 須 因 實 果 則 不 虗 故 也 
X62n1192_001:0497a07	金剛幢	金 剛 幢 
X62n1192_001:0497a08	佛言。一切眾生皆當發願。願生彼國。尚不間於女人	佛 言 一 切 眾 生 皆 當 發 願 願 生 彼 國 尚 不 間 於 女 人 
X62n1192_001:0497a09	根闕。十惡五逆阿鼻之輩。何況於我。我今道行雖微。	根 闕 十 惡 五 逆 阿 鼻 之 輩 何 況 於 我 我 今 道 行 雖 微 
X62n1192_001:0497a10	不造五逆。數過十念。必當得生。佛豈自誑背違本願。	不 造 五 逆 數 過 十 念 必 當 得 生 佛 豈 自 誑 背 違 本 願 
X62n1192_001:0497a11	況十方諸佛示廣長舌相。證明斯事。是故我今必定	況 十方諸佛 示 廣長舌相 證 明 斯 事 是 故 我 今 必 定 
X62n1192_001:0497a12	求生。不敢退轉也。如是名為行人金剛幢勇健之力。	求 生 不 敢 退 轉 也 如 是 名 為 行 人 金 剛 幢 勇 健 之 力 
X62n1192_001:0497a13	氣類交接	氣 類 交 接 
X62n1192_001:0497a14	一生之中。以淳淨心。堅固諦信。至誠禮誦。悔過發願。	一 生 之 中 以 淳 淨 心 堅 固 諦 信 至 誠 禮 誦 悔 過 發 願 
X62n1192_001:0497a15	吾知此人若身若心。則與彌陀氣類交接。如風吹樹。	吾 知 此 人 若 身 若 心 則 與 彌 陀 氣 類 交 接 如 風 吹 樹 
X62n1192_001:0497a16	斜勢西傾。及其倒時。必當西倒。習善得生。亦復如是。	斜 勢 西 傾 及 其 倒 時 必 當 西 倒 習 善 得 生 亦復如是 
X62n1192_001:0497a17	必蒙接引	必 蒙 接 引 
X62n1192_001:0497a18	世人念佛者。多只為福田故。眷屬故。病苦求痊。及永	世 人 念 佛 者 多 只 為 福 田 故 眷 屬 故 病 苦 求 痊 及 永 
X62n1192_001:0497a19	年故。保富貴安樂。子孫光顯故。往往香燭。道場所陳。	年 故 保 富 貴 安 樂 子 孫 光 顯 故 往 往 香 燭 道 場 所 陳 
X62n1192_001:0497a20	祝願之詞。皆是趍逐凡緣。與阿彌接引。本願甚背。縱	祝 願 之 詞 皆 是 趍 逐 凡 緣 與 阿 彌 接 引 本 願 甚 背 縱 
X62n1192_001:0497a21	使一生修習。錯用工夫何益。惟發真正。願見佛聞法。	使 一 生 修 習 錯 用 工 夫 何 益 惟 發 真 正 願 見佛聞法 
X62n1192_001:0497a22	親承授記。回入娑婆。廣度眾生。毫不自求。人天福報	親 承 授 記 回 入 娑 婆 廣 度 眾 生 毫 不 自 求 人 天 福 報 
X62n1192_001:0497a23	如是發願。時刻注向。欣樂不忘。方與佛願相應。臨命	如 是 發 願 時 刻 注 向 欣 樂 不 忘 方 與 佛 願 相 應 臨 命 
X62n1192_001:0497a24	終時。必蒙接引。	終 時 必 蒙 接 引 
X62n1192_001:0497b01	竟有生處	竟 有 生 處 
X62n1192_001:0497b02	真信淨土決志往生者。不論已悟未悟。其從事單傳	真 信 淨 土 決 志 往 生 者 不 論 已 悟 未 悟 其 從 事 單 傳 
X62n1192_001:0497b03	直指而未悟者。雖日以參禪為務。不妨發願往生。以	直 指 而 未 悟 者 雖 日 以 參 禪 為 務 不 妨 發 願 往 生 以 
X62n1192_001:0497b04	未能不受後有。畢竟有生處。故不是偷心歧路心也。	未 能 不 受 後 有 畢 竟 有 生 處 故 不 是 偷 心 歧 路 心 也 
X62n1192_001:0497b05	其已悟者。古人云。汝將謂一悟便可上齊諸佛乎。故	其 已 悟 者 古 人 云 汝 將 謂 一 悟 便 可 上 齊 諸 佛 乎 故 
X62n1192_001:0497b06	普賢為華嚴長子。雖塵塵華藏在在蓮邦。而行願品	普 賢 為 華 嚴 長 子 雖 塵 塵 華 藏 在 在 蓮 邦 而 行 願 品 
X62n1192_001:0497b07	必拳拳乎。以往生安樂為言也。已悟尚然。況未悟乎。	必 拳 拳 乎 以 往 生 安 樂 為 言 也 已 悟 尚 然 況 未 悟 乎 
X62n1192_001:0497b08	定得成	定 得 成 
X62n1192_001:0497b09	世人念佛者多。成佛者少。其故有三。一者口雖念佛。	世 人 念 佛 者 多 成 佛 者 少 其 故 有 三 一 者 口 雖 念 佛 
X62n1192_001:0497b10	心中不善。以此不得往生。便要依佛所說。積德修福。	心 中 不 善 以 此 不 得 往 生 便 要 依 佛 所 說 積 德 修 福 
X62n1192_001:0497b11	孝順父母。忠事君王。兄弟相愛。夫婦相敬。至誠信實。	孝順父母 忠 事 君 王 兄 弟 相 愛 夫 婦 相 敬 至 誠 信 實 
X62n1192_001:0497b12	柔和忍耐。公平正直。陰隲方便。慈愍一切。不殺害生	柔 和 忍 耐 公 平 正 直 陰 隲 方 便 慈 愍 一 切 不 殺 害 生 
X62n1192_001:0497b13	命。不凌辱下人。不欺壓小民。但有不好心。起著力念。	命 不 凌 辱 下 人 不 欺 壓 小 民 但 有 不 好 心 起 著 力 念 
X62n1192_001:0497b14	定要念退。這不好心。二者口雖念佛。心中胡思亂想。	定 要 念 退 這 不 好 心 二 者 口 雖 念 佛 心 中 胡 思 亂 想 
X62n1192_001:0497b15	以此不得往生。必須按定。心猿意馬。字字分明。心心	以 此 不 得 往 生 必 須 按 定 心 猿 意 馬 字 字 分 明 心 心 
X62n1192_001:0497b16	照管。如親在西方。面對彌陀。不敢散亂。如此纔是。三	照 管 如 親 在 西 方 面 對 彌 陀 不 敢 散 亂 如 此 纔 是 三 
X62n1192_001:0497b17	者口雖念佛。心中只願。來世不失人身。求生富貴。以	者 口 雖 念 佛 心 中 只 願 來 世 不 失 人 身 求 生 富 貴 以 
X62n1192_001:0497b18	此不得往生。且如天宮富貴。福盡也要墮落。何況人	此 不 得 往 生 且 如 天 宮 富 貴 福 盡 也 要 墮 落 何 況 人 
X62n1192_001:0497b19	間。能有幾時。便可發廣大心。立堅固志。誓願往生。見	間 能 有 幾 時 便 可 發 廣 大 心 立 堅 固 志 誓 願 往 生 見 
X62n1192_001:0497b20	佛聞法。得無上果。廣度眾生。如此纔是念佛的人。定	佛 聞 法 得 無 上 果 廣 度 眾 生 如 此 纔 是 念 佛 的 人 定 
X62n1192_001:0497b21	得成佛。	得 成 佛 
X62n1192_001:0497b22	永無退轉	永 無 退 轉 
X62n1192_001:0497b23	不願生淨土。則己願生。則無不得生。不生淨土則已。	不 願 生 淨 土 則 己 願 生 則 無 不 得 生 不 生 淨 土 則 已 
X62n1192_001:0497b24	生則永無退轉。具縛凡夫初憑信願。得生彼土。三毒	生 則 永 無 退 轉 具 縛 凡 夫 初 憑 信 願 得 生 彼 土 三 毒 
X62n1192_001:0497c01	邪見未能頓忘。何以知其不退轉耶。盖以彌陀願力。	邪 見 未 能 頓 忘 何 以 知 其 不 退 轉 耶 盖 以 彌 陀 願 力 
X62n1192_001:0497c02	常所攝持。大光常照上善人聚。壽命永劫。水鳥樹林。	常 所 攝 持 大 光 常 照 上 善 人 聚 壽 命 永 劫 水 鳥 樹 林 
X62n1192_001:0497c03	風聲樂響。演暢妙乘。聞其聲者。念佛念法念僧之心。	風 聲 樂 響 演 暢 妙 乘 聞 其 聲 者 念 佛 念 法 念 僧 之 心 
X62n1192_001:0497c04	未甞間斷故也。眾生如受病之人。佛為醫王。法為良	未 甞 間 斷 故 也 眾 生 如 受 病 之 人 佛 為 醫 王 法 為 良 
X62n1192_001:0497c05	藥。僧為視病人。三者現前。病不得而萌矣。以是言之。	藥 僧 為 視 病 人 三 者 現 前 病 不 得 而 萌 矣 以 是 言 之 
X62n1192_001:0497c06	則一生淨土。何從而有退轉哉。	則 一 生 淨 土 何 從 而 有 退 轉 哉 
X62n1192_001:0497c07	千年調	千 年 調 
X62n1192_001:0497c08	自從早年。索妻養兒。經營家計。受盡萬千辛苦。忽然	自 從 早 年 索 妻 養 兒 經 營 家 計 受 盡 萬 千 辛 苦 忽 然 
X62n1192_001:0497c09	三寸氣斷。未免一朝皆休。若是孝順兒孫。猶能記憶	三 寸 氣 斷 未 免 一 朝 皆 休 若 是 孝 順 兒 孫 猶 能 記 憶 
X62n1192_001:0497c10	爹娘。若是不肖子。父母方死。骨頭未冷。作撻財產。恣	爹 娘 若 是 不 肖 子 父 母 方 死 骨 頭 未 冷 作 撻 財 產 恣 
