X62n1197_001:0577c05	蓮宗必讀	蓮 宗 必 讀 
X62n1197_001:0593c20	也。境勝。可攝眾生取淨之情。緣勝。可助生者修行之	也 境 勝 可 攝 眾 生 取 淨 之 情 緣 勝 可 助 生 者 修 行 之 
X62n1197_001:0593c21	力。圓三不退。由此階焉。較餘淨居。升沉之異矣。	力 圓 三 不 退 由 此 階 焉 較 餘 淨 居 升 沉 之 異 矣 
X62n1197_001:0593c22	問。五濁惡世。人皆有罪。縱未造五逆。其餘罪業。孰能	問 五濁惡世 人 皆 有 罪 縱 未 造 五 逆 其 餘 罪 業 孰 能 
X62n1197_001:0593c23	無之。苟未懺悔消滅。臨終念佛。能往生乎。答亦得生	無 之 苟 未 懺 悔 消 滅 臨 終 念 佛 能 往 生 乎 答 亦 得 生 
X62n1197_001:0593c24	也。此全藉彌陀不思議之大願力也。那先經。百枚大	也 此 全 藉 彌 陀 不 思 議 之 大 願 力 也 那 先 經 百 枚 大 
X62n1197_001:0594a01	石置船上。藉船力。石不沒水。若無船。小石亦沒。船喻	石 置 船 上 藉 船 力 石 不 沒 水 若 無 船 小 石 亦 沒 船 喻 
X62n1197_001:0594a02	佛力。石喻惡業。故有帶業往生之說。具惑染者得生	佛 力 石 喻 惡 業 故 有 帶 業 往 生 之 說 具 惑 染 者 得 生 
X62n1197_001:0594a03	同居淨也。僧雄俊。并汾州人。屠牛為業。臨終見羣牛	同 居 淨 也 僧 雄 俊 并 汾 州 人 屠 牛 為 業 臨 終 見 羣 牛 
X62n1197_001:0594a04	逼髑。苦痛切已。張鍾馗。殺雞為業。臨終見神人驅羣	逼 髑 苦 痛 切 已 張 鍾 馗 殺 雞 為 業 臨 終 見 神 人 驅 羣 
X62n1197_001:0594a05	雞啄破兩目。流血盈牀。稱佛名號。俱生淨土。此非佛	雞 啄 破 兩 目 流 血 盈 牀 稱 佛 名 號 俱 生 淨 土 此 非 佛 
X62n1197_001:0594a06	力而何。復以喻明。如人犯法。應入官囚。投託國王。承	力 而 何 復 以 喻 明 如 人 犯 法 應 入 官 囚 投 託 國 王 承 
X62n1197_001:0594a07	王宣召官不能拘復達帝京西資鈔云得生淨土是	王 宣 召 官 不 能 拘 復 達 帝 京 西 資 鈔 云 得 生 淨 土 是 
X62n1197_001:0594a08	假他力彌陀願攝釋迦勸贊諸佛護念如渡大海既	假 他 力 彌 陀 願 攝 釋 迦 勸 贊 諸 佛 護 念 如 渡 大 海 既 
X62n1197_001:0594a09	得巨舟仍有良導加以便風必速到彼岸也若不肯	得 巨 舟 仍 有 良 導 加 以 便 風 必 速 到 彼 岸 也 若 不 肯 
X62n1197_001:0594a10	登舟。遲留惡國。誰之過歟。	登 舟 遲 留 惡 國 誰 之 過 歟 
X62n1197_001:0594a11	問。人心易進易退。一聞警策。勇猛精勤。忽逢障難。便	問 人 心 易 進 易 退 一 聞 警 策 勇 猛 精 勤 忽 逢 障 難 便 
X62n1197_001:0594a12	轉念頭。都道淨業是身後事。目前無所利濟。亦無怪	轉 念 頭 都 道 淨 業 是 身 後 事 目 前 無 所 利 濟 亦 無 怪 
X62n1197_001:0594a13	其然耶。答。汝見未廣也。受持佛名。獲十勝利。一晝夜	其 然 耶 答 汝 見 未 廣 也 受 持 佛 名 獲 十 勝 利 一 晝 夜 
X62n1197_001:0594a14	一切諸天。大力神將。河沙眷屬隱形守護。二二十五	一 切 諸 天 大 力 神 將 河 沙 眷 屬 隱 形 守 護 二 二 十 五 
X62n1197_001:0594a15	大菩薩。如觀世音等。及一切菩薩。常隨守護。三諸佛	大 菩 薩 如 觀 世 音 等 及 一切菩薩 常 隨 守 護 三 諸 佛 
X62n1197_001:0594a16	晝夜護念。彌陀常放光明攝受。四一切惡鬼不能害。	晝 夜 護 念 彌 陀 常 放 光 明 攝 受 四 一 切 惡 鬼 不 能 害 
X62n1197_001:0594a17	毒蛇毒龍毒藥悉不能中。五火水冤賊。刀箭牢獄。枷	毒 蛇 毒 龍 毒 藥 悉 不 能 中 五 火 水 冤 賊 刀 箭 牢 獄 枷 
X62n1197_001:0594a18	鎖橫死。悉皆不受。六先業消滅。冤命解脫。更無執對。	鎖 橫 死 悉 皆 不 受 六 先 業 消 滅 冤 命 解 脫 更 無 執 對 
X62n1197_001:0594a19	七夜夢正直。或見彌陀勝妙色像。八心常歡喜。顏色	七 夜 夢 正 直 或 見 彌 陀 勝 妙 色 像 八 心 常 歡 喜 顏 色 
X62n1197_001:0594a20	光澤。氣力充盛。所作吉利。九常為一切世間人民恭	光 澤 氣 力 充 盛 所 作 吉 利 九 常 為 一切世間 人 民 恭 
X62n1197_001:0594a21	敬供養。歡喜禮拜。如敬佛。十命終無怖畏。正念現前。	敬 供 養 歡 喜 禮 拜 如 敬 佛 十 命 終 無 怖 畏 正 念 現 前 
X62n1197_001:0594a22	得見彌陀聖眾。持金蓮華。接引往生。盡未來際。受勝	得 見 彌 陀 聖 眾 持 金 蓮 華 接 引 往 生 盡未來際 受 勝 
X62n1197_001:0594a23	妙樂。如上十利。經文具載。佛口所宣。現生來世。皆有	妙 樂 如 上 十 利 經 文 具 載 佛 口 所 宣 現 生 來 世 皆 有 
X62n1197_001:0594a24	利益。但當精進。不用懷疑。	利 益 但 當 精 進 不 用 懷 疑 
X62n1197_001:0594b01	問。圓觀之修。唯心之念。似上器之行門。華嚴十願。寶	問 圓 觀 之 修 唯 心 之 念 似 上 器 之 行 門 華 嚴 十 願 寶 
X62n1197_001:0594b02	積十心。亦大根之功用。根器不對。功行難成。今吾自	積 十 心 亦 大 根 之 功 用 根 器 不 對 功 行 難 成 今 吾 自 
X62n1197_001:0594b03	揣。觀吾自好。唯專持名號。加禮拜懺悔而已。師為如	揣 觀 吾 自 好 唯 專 持 名 號 加 禮 拜 懺 悔 而 已 師 為 如 
X62n1197_001:0594b04	何。答。善哉。汝知量矣。汝合善導專修無間之說矣。無	何 答 善 哉 汝 知 量 矣 汝 合 善 導 專 修 無 間 之 說 矣 無 
X62n1197_001:0594b05	間修者。身專禮阿彌陀佛。口專稱阿彌陀佛。意專想	間 修 者 身 專 禮 阿 彌 陀 佛 口 專 稱 阿 彌 陀 佛 意 專 想 
X62n1197_001:0594b06	阿彌陀佛。善導和尚。天竺傳稱為彌陀化身。今觀其	阿 彌 陀 佛 善 導 和 尚 天 竺 傳 稱 為 彌 陀 化 身 今 觀 其 
X62n1197_001:0594b07	說。要緊在念念相續。永明云。直須一心歸命。盡報精	說 要 緊 在 念 念 相 續 永 明 云 直 須 一 心 歸 命 盡 報 精 
X62n1197_001:0594b08	修坐臥之間常面西向當行道禮敬之際念佛發願	修 坐 臥 之 間 常 面 西 向 當 行 道 禮 敬 之 際 念 佛 發 願 
X62n1197_001:0594b09	之時懇苦翹誠無諸異念如就形戮若在狴牢怨賊	之 時 懇 苦 翹 誠 無 諸 異 念 如 就 形 戮 若 在 狴 牢 怨 賊 
X62n1197_001:0594b10	所追水火所逼一心求救願脫苦輪速證無生廣度	所 追 水 火 所 逼 一 心 求 救 願 脫 苦 輪 速 證 無 生 廣 度 
X62n1197_001:0594b11	含識。紹隆三寶。誓報四恩。如斯至誠。方不虗棄。如或	含 識 紹 隆 三 寶 誓 報 四 恩 如 斯 至 誠 方 不 虗 棄 如 或 
X62n1197_001:0594b12	言行不稱信願輕微無念念相續之心有數數間斷	言 行 不 稱 信 願 輕 微 無 念 念 相 續 之 心 有 數 數 間 斷 
X62n1197_001:0594b13	之意恃其懈怠臨終望生但為業障所遮恐難值其	之 意 恃 其 懈 怠 臨 終 望 生 但 為 業 障 所 遮 恐 難 值 其 
X62n1197_001:0594b14	善友。風火逼迫。正念不成。何以故。如今是因臨終是	善 友 風 火 逼 迫 正 念 不 成 何 以 故 如 今 是 因 臨 終 是 
X62n1197_001:0594b15	果應須因實果則不虗聲和則響順形直則影端也	果 應 須 因 實 果 則 不 虗 聲 和 則 響 順 形 直 則 影 端 也 
X62n1197_001:0594b16	問儻世事不容撥棄何以教之答若是痛念無常用	問 儻 世 事 不 容 撥 棄 何 以 教 之 答 若 是 痛 念 無 常 用 
X62n1197_001:0594b17	心真切者。一任公私幹辦。八面應酧。與他念佛。兩不	心 真 切 者 一 任 公 私 幹 辦 八 面 應 酧 與 他 念 佛 兩 不 
X62n1197_001:0594b18	相妨。不見道。朝也阿彌陀。暮也阿彌陀。假饒忙似箭。	相 妨 不 見 道 朝 也 阿 彌 陀 暮 也 阿 彌 陀 假 饒 忙 似 箭 
X62n1197_001:0594b19	不離阿彌陀又云竹密不妨流水過山高豈礙白雲	不 離 阿 彌 陀 又 云 竹 密 不 妨 流 水 過 山 高 豈 礙 白 雲 
X62n1197_001:0594b20	飛。又冗極頃刻無閑者。每日早晨。必須十念。積久功	飛 又 冗 極 頃 刻 無 閑 者 每 日 早 晨 必 須 十 念 積 久 功 
X62n1197_001:0594b21	成。亦不虗棄。此先德垂訓切要之方。當遵行之。	成 亦 不 虗 棄 此 先 德 垂 訓 切 要 之 方 當 遵 行 之 
X62n1197_001:0594b22	寶王三昧念佛直指	寶 王 三 昧 念 佛 直 指 
X62n1197_001:0594b23	四明妙叶禪師撰	四 明 妙 叶 禪 師 撰 
X62n1197_001:0594b24	夫淨薉同心。生佛一理。諸法本等。奚假勸修。其奈迷	夫 淨 薉 同 心 生 佛 一 理 諸 法 本 等 奚 假 勸 修 其 奈 迷 
X62n1197_001:0594c01	心作境。淨薉斯分。對待相成。縛脫迥異。纏縛多劫。不	心 作 境 淨 薉 斯 分 對 待 相 成 縛 脫 迥 異 纏 縛 多 劫 不 
X62n1197_001:0594c02	易覺知故須勤勸苦海眾生求生極樂世界行人既	易 覺 知 故 須 勤 勸 苦 海 眾 生 求 生 極樂世界 行 人 既 
X62n1197_001:0594c03	深知淨薉苦樂。真實不謬。便當如農趨利。止之不得。	深 知 淨 薉 苦 樂 真 實 不 謬 便 當 如 農 趨 利 止 之 不 得 
X62n1197_001:0594c04	然農為一歲饑寒。日夜不休。經年不倦。行者超歷劫	然 農 為 一 歲 饑 寒 日 夜 不 休 經 年 不 倦 行 者 超 歷 劫 
X62n1197_001:0594c05	之苦。何止一歲饑寒。登九品之安。何止一年溫飽。折	之 苦 何 止 一 歲 饑 寒 登 九 品 之 安 何 止 一 年 溫 飽 折 
X62n1197_001:0594c06	攝二門。如金玉砂石。雖三尺孺子。必棄石求金。不勸	攝 二 門 如 金 玉 砂 石 雖 三 尺 孺 子 必 棄 石 求 金 不 勸 
X62n1197_001:0594c07	自取。此土苦彼土樂。此生死沉溺。彼自在解脫。亦皆	自 取 此 土 苦 彼 土 樂 此 生 死 沉 溺 彼 自 在 解 脫 亦 皆 
X62n1197_001:0594c08	孺子所能辨者。亦必捨薉求淨。如救頭然。聞教便行	孺 子 所 能 辨 者 亦 必 捨 薉 求 淨 如 救 頭 然 聞 教 便 行 
X62n1197_001:0594c09	奚待更勸。苦樂二土。是佛所說。諦信不疑。修則自得。	奚 待 更 勸 苦 樂 二 土 是 佛 所 說 諦 信 不 疑 修 則 自 得 
X62n1197_001:0594c10	今人見屎[尸@(二/水)]。則搐鼻攢眉嫌其臭薉欲速去。見錦綺	今 人 見 屎 [尸二水] 則 搐 鼻 攢 眉 嫌 其 臭 薉 欲 速 去 見 錦 綺 
X62n1197_001:0594c11	則舒顏展笑貪其瑩潔欲速得。暫時美惡幻境。尚不	則 舒 顏 展 笑 貪 其 瑩 潔 欲 速 得 暫 時 美 惡 幻 境 尚 不 
X62n1197_001:0594c12	能一忍。而憎愛熾然。長劫極樂極苦。而不速生忻厭。	能 一 忍 而 憎 愛 熾 然 長 劫 極 樂 極 苦 而 不 速 生 忻 厭 
X62n1197_001:0594c13	愚之甚。惑之深矣。又此界釋迦已滅。彌勒未生。賢聖	愚 之 甚 惑 之 深 矣 又 此 界 釋 迦 已 滅 彌 勒 未 生 賢 聖 
X62n1197_001:0594c14	隱伏。眾生奔波苦海。猶失父之兒。若不以極樂願王	隱 伏 眾 生 奔 波 苦 海 猶 失 父 之 兒 若 不 以 極 樂 願 王 
X62n1197_001:0594c15	為歸。誰為救護。神仙未離空地。尚不易至。三品十善	為 歸 誰 為 救 護 神 仙 未 離 空 地 尚 不 易 至 三 品 十 善 
X62n1197_001:0594c16	之因。生三界天。自劣至優。各歷多劫。尤難如願。成小	之 因 生 三 界 天 自 劣 至 優 各 歷 多 劫 尤 難 如 願 成 小 
X62n1197_001:0594c17	敗廣。如海如滴。中間或遇邪惡魔黨。永退永失。敢言	敗 廣 如 海 如 滴 中 間 或 遇 邪 惡 魔 黨 永 退 永 失 敢 言 
X62n1197_001:0594c18	得出三界。望四果四向。況歷信住行向諸地。而超此	得 出 三 界 望 四 果 四 向 況 歷 信 住 行 向 諸 地 而 超 此 
X62n1197_001:0594c19	耶。若修念佛法門。凡地不出一生。橫截三界五道。蒙	耶 若 修 念 佛 法 門 凡 地 不 出 一 生 橫 截 三 界 五 道 蒙 
X62n1197_001:0594c20	佛接引。得生安養。華開見佛。聞法悟道。不離當念。闊	佛 接 引 得 生 安 養 華 開 見 佛 聞 法 悟 道 不 離 當 念 闊 
X62n1197_001:0594c21	步大方。供養一切三寶。教化一切眾生。彌勒生時。再	步 大 方 供 養 一 切 三 寶 教 化 一 切 眾 生 彌 勒 生 時 再 
X62n1197_001:0594c22	來此地。所有歷劫父母妻子。兄弟姉妹。冤親等境。諭	來 此 地 所 有 歷 劫 父 母 妻 子 兄 弟 姉 妹 冤 親 等 境 諭 
X62n1197_001:0594c23	以道品。告以昔因。皆令證果。則其行願。豈不廣大耶。	以 道 品 告 以 昔 因 皆 令 證 果 則 其 行 願 豈 不 廣 大 耶 
X62n1197_001:0594c24	如是功德。一念失修。便屬後世。豈宜自緩。況世事千	如 是 功 德 一 念 失 修 便 屬 後 世 豈 宜 自 緩 況 世 事 千 
X62n1197_001:0595a01	端。連環不斷。心則念念不住。身則在在無休。役我升	端 連 環 不 斷 心 則 念 念 不 住 身 則 在 在 無 休 役 我 升 
X62n1197_001:0595a02	沉。障我本性。歷劫至今。曾未休息。無常遷變。不可久	沉 障 我 本 性 歷 劫 至 今 曾 未 休 息 無 常 遷 變 不 可 久 
X62n1197_001:0595a03	留。縱壽百年。不逾彈指。今日明日。難保其存。忽然眼	留 縱 壽 百 年 不 逾 彈 指 今 日 明 日 難 保 其 存 忽 然 眼 
X62n1197_001:0595a04	光落地不覺剎那異生隨其業因受形別類披毛戴	光 落 地 不 覺 剎 那 異 生 隨 其 業 因 受 形 別 類 披 毛 戴 
X62n1197_001:0595a05	角。著地飛空。今日見解都忘。恍惚三途六趣。飄零多	角 著 地 飛 空 今 日 見 解 都 忘 恍 惚 三 途 六 趣 飄 零 多 
X62n1197_001:0595a06	劫。不自知歸。縱彌勒出生。而我生處何定。尚不聞父	劫 不 自 知 歸 縱 彌 勒 出 生 而 我 生 處 何 定 尚 不 聞 父 
X62n1197_001:0595a07	母三寶名字。況經教圓談。雖受異身。保惜深重。因業	母 三 寶 名 字 況 經 教 圓 談 雖 受 異 身 保 惜 深 重 因 業 
X62n1197_001:0595a08	致業。從冥入冥。懼死貪生。不異今日。若非即於當念	致 業 從冥入冥 懼 死 貪 生 不 異 今 日 若 非 即 於 當 念 
X62n1197_001:0595a09	之間。效彼先覺丈夫。猛發大心。立決定志。奮揚舉鼎	之 間 效 彼 先 覺 丈 夫 猛 發 大 心 立 決 定 志 奮 揚 舉 鼎 
X62n1197_001:0595a10	拔山之力。一截截斷。安能行業昭著。光動人天。羣有	拔 山 之 力 一 截 截 斷 安 能 行 業 昭 著 光 動 人 天 羣 有 
X62n1197_001:0595a11	蒙恩。諸佛護念。閉三惡趣。開總持門。不待娑婆報滿。	蒙 恩 諸 佛 護 念 閉 三 惡 趣 開 總 持 門 不 待 娑 婆 報 滿 
X62n1197_001:0595a12	便得往生者也。若待處所穩便。衣食豐饒。充足香華。	便 得 往 生 者 也 若 待 處 所 穩 便 衣 食 豐 饒 充 足 香 華 
X62n1197_001:0595a13	事事稱意。思前算後。卜彼良時。報盡恩冤。圓成善事。	事 事 稱 意 思 前 算 後 卜 彼 良 時 報 盡 恩 冤 圓 成 善 事 
X62n1197_001:0595a14	然後發行。虗空界窮。無此日矣。	然 後 發 行 虗 空 界 窮 無 此 日 矣 
X62n1197_001:0595a15	精進者。不為世間八風所退。不為身心異見。大小病	精 進 者 不 為 世 間 八 風 所 退 不 為 身 心 異 見 大 小 病 
X62n1197_001:0595a16	緣而怠其行也。行人欲入三昧。於中或被一切強輭	緣 而 怠 其 行 也 行 人 欲 入 三 昧 於 中 或 被 一 切 強 輭 
X62n1197_001:0595a17	二魔。內外惑亂。當堅強其志。重加精進。如金剛幢。不	二 魔 內 外 惑 亂 當 堅 強 其 志 重 加 精 進 如 金 剛 幢 不 
X62n1197_001:0595a18	可摧毀。如須彌盧。不可搖動。如大海。眾毒莫壞。假使	可 摧 毀 如 須 彌 盧 不 可 搖 動 如 大 海 眾 毒 莫 壞 假 使 
X62n1197_001:0595a19	佛云。汝不得生。即當答言。我先受釋迦佛記。一切眾	佛 云 汝 不 得 生 即 當 答 言 我 先 受 釋 迦 佛 記 一 切 眾 
X62n1197_001:0595a20	生。皆當發願。願生彼國。尚不間於十惡五逆。我不造	生 皆 當 發 願 願 生 彼 國 尚 不 間 於 十 惡 五 逆 我 不 造 
X62n1197_001:0595a21	五逆。數過十念必當得生。佛豈自誑。肯違本願。況十	五 逆 數 過 十 念 必 當 得 生 佛 豈 自 誑 肯 違 本 願 況 十 
X62n1197_001:0595a22	方諸佛。示廣長舌。證明斯事。故必求生。不退轉也。是	方 諸 佛 示 廣 長 舌 證 明 斯 事 故 必 求 生 不 退 轉 也 是 
X62n1197_001:0595a23	為行人金剛延幢勇健之力。佛記尚不退其初志。況	為 行 人 金 剛 延 幢 勇 健 之 力 佛 記 尚 不 退 其 初 志 況 
X62n1197_001:0595a24	天魔惡黨水火盜賊強邪境界及妻妾情愛而能動	天 魔 惡 黨 水 火 盜 賊 強 邪 境 界 及 妻 妾 情 愛 而 能 動 
X62n1197_001:0595b01	我行願哉或曰世人修而不得生何耶答見異而行	我 行 願 哉 或 曰 世 人 修 而 不 得 生 何 耶 答 見 異 而 行 
X62n1197_001:0595b02	不莊也。然則虗喪其功耶。答。亦必承彌陀願力。今世	不 莊 也 然 則 虗 喪 其 功 耶 答 亦 必 承 彌 陀 願 力 今 世 
X62n1197_001:0595b03	不生。二世必生。二世不生。三世必生。一念歸向。當來	不 生 二 世 必 生 二 世 不 生 三 世 必 生 一 念 歸 向 當 來 
X62n1197_001:0595b04	定得往生。是名皆不退轉。但枉受多劫輪迴之苦。故	定 得 往 生 是 名 皆 不 退 轉 但 枉 受 多 劫 輪 迴 之 苦 故 
X62n1197_001:0595b05	須一生取決。豈可自二其志。墮在他世往生者乎。又	須 一 生 取 決 豈 可 自 二 其 志 墮 在 他 世 往 生 者 乎 又 
X62n1197_001:0595b06	有慈雲十念法門每晨盥漱靜處面西修行此往生	有 慈 雲 十 念 法 門 每 晨 盥 漱 靜 處 面 西 修 行 此 往 生 
X62n1197_001:0595b07	初因必不可失或曰如何用心得不散亂答能運身	初 因 必 不 可 失 或 曰 如 何 用 心 得 不 散 亂 答 能 運 身 
X62n1197_001:0595b08	口之念。毋論其散但不間斷。自能一心。亦可即名一	口 之 念 毋 論 其 散 但 不 間 斷 自 能 一 心 亦 可 即 名 一 
X62n1197_001:0595b09	心。惟行之不休為度。固不必憂散亂矣。如母喪愛子。	心 惟 行 之 不 休 為 度 固 不 必 憂 散 亂 矣 如 母 喪 愛 子 
X62n1197_001:0595b10	龍失命珠。不期心一而自一。豈制之令一也。心不可	龍 失 命 珠 不 期 心 一 而 自 一 豈 制 之 令 一 也 心 不 可 
X62n1197_001:0595b11	制實在行人勤怠耳。	制 實 在 行 人 勤 怠 耳 
X62n1197_001:0595b12	念佛三昧名一行者。世出世間諸助道行。悉為淨土	念佛三昧 名 一 行 者 世出世間 諸 助 道 行 悉 為 淨 土 
X62n1197_001:0595b13	而修。無別岐路。如眾流入海。同得海名。萬善同歸。得	而 修 無 別 岐 路 如 眾 流 入 海 同 得 海 名 萬 善 同 歸 得 
X62n1197_001:0595b14	名一行。是故一切念處正勤根力覺道。四弘六度。皆	名 一 行 是 故 一 切 念 處 正 勤 根 力 覺 道 四 弘 六 度 皆 
X62n1197_001:0595b15	淨土行。乃至彈指之善。及散心念佛。一稱名。一舉手。	淨 土 行 乃 至 彈 指 之 善 及 散 心 念 佛 一 稱 名 一 舉 手 
X62n1197_001:0595b16	禮誦瞻仰。一香一水。一華一燈。一供養具。或一念至	禮 誦 瞻 仰 一 香 一 水 一 華 一 燈 一 供 養 具 或 一 念 至 
X62n1197_001:0595b17	十念。或一施一戒一忍。禪定智慧。一切善相。回向極	十 念 或 一 施 一 戒 一 忍 禪 定 智 慧 一 切 善 相 回 向 極 
X62n1197_001:0595b18	樂。願力持故。雖有遲疾。皆得往生。如滴水寄海。雖經	樂 願 力 持 故 雖 有 遲 疾 皆 得 往 生 如 滴 水 寄 海 雖 經 
X62n1197_001:0595b19	多劫不壞不失不異不竭以小善根回向極樂雖經	多 劫 不 壞 不 失 不 異 不 竭 以 小 善 根 回 向 極 樂 雖 經 
X62n1197_001:0595b20	異生善根不失亦不壞竭惟除外道種性及因心未	異 生 善 根 不 失 亦 不 壞 竭 惟 除 外 道 種 性 及 因 心 未 
X62n1197_001:0595b21	起。善行未立。身心未屈。先期感應者。不可同語也。是	起 善 行 未 立 身 心 未 屈 先 期 感 應 者 不 可 同 語 也 是 
X62n1197_001:0595b22	故三昧解脫。行願總持。無量法門。惟念佛一門。圓攝	故 三 昧 解 脫 行 願 總 持 無 量 法 門 惟 念 佛 一 門 圓 攝 
X62n1197_001:0595b23	無外悉皆具足如大海吞納眾流性無增減如如意	無 外 悉 皆 具 足 如 大 海 吞 納 眾 流 性 無 增 減 如 如 意 
X62n1197_001:0595b24	珠滿一切願體無虧損故又名為三昧寶王世尊以	珠 滿 一 切 願 體 無 虧 損 故 又 名 為 三 昧 寶 王 世 尊 以 
X62n1197_001:0595c01	此三昧。徧告眾會。大根之士。若文殊等。三乘八部。無	此 三 昧 徧 告 眾 會 大 根 之 士 若 文 殊 等 三 乘 八 部 無 
X62n1197_001:0595c02	不傾心。法流東土。廬山闡揚。天下之望。咸美其教。自	不 傾 心 法 流 東 土 廬 山 闡 揚 天 下 之 望 咸 美 其 教 自 
X62n1197_001:0595c03	佛至今。聖賢之人。高僧巨儒。或自行而勸人。或著文	佛 至 今 聖 賢 之 人 高 僧 巨 儒 或 自 行 而 勸 人 或 著 文 
X62n1197_001:0595c04	而作誓。重法如寶。輕身若塵。挺身立行。力修此道者。	而 作 誓 重 法 如 寶 輕 身 若 塵 挺 身 立 行 力 修 此 道 者 
X62n1197_001:0595c05	列宿塵沙。莫況其多也。信不決人。尚生邊地。況正行	列 宿 塵 沙 莫 況 其 多 也 信 不 決 人 尚 生 邊 地 況 正 行 
X62n1197_001:0595c06	者哉縱欲別修道品但假自力有退轉著魔之患此	者 哉 縱 欲 別 修 道 品 但 假 自 力 有 退 轉 著 魔 之 患 此 
X62n1197_001:0595c07	仗佛力修則必成無復魔業永不退轉又此三昧非	仗 佛 力 修 則 必 成 無 復 魔 業 永 不 退 轉 又 此 三 昧 非 
X62n1197_001:0595c08	但遠魔。一切縣官口舌。是非患難。水火盜賊惡人凶	但 遠 魔 一 切 縣 官 口 舌 是 非 患 難 水 火 盜 賊 惡 人 凶 
X62n1197_001:0595c09	事。乃至虎狼蟲獸。鬼魅妖精不吉祥事。不能侵害。亦	事 乃 至 虎 狼 蟲 獸 鬼 魅 妖 精 不 吉 祥 事 不 能 侵 害 亦 
X62n1197_001:0595c10	不為一切疫痢傷寒癰疥下賤眼耳鼻舌諸病所惱	不 為 一 切 疫 痢 傷 寒 癰 疥 下 賤 眼 耳 鼻 舌 諸 病 所 惱 
X62n1197_001:0595c11	願行無虧。皆能排遣。惟名聞利養。甜愛軟賊及嗔心	願 行 無 虧 皆 能 排 遣 惟 名 聞 利 養 甜 愛 軟 賊 及 嗔 心 
X62n1197_001:0595c12	嗔火。雖有佛力。不能救焉。行人當深加精進以攘卻	嗔 火 雖 有 佛 力 不 能 救 焉 行 人 當 深 加 精 進 以 攘 卻 
X62n1197_001:0595c13	之。一念因循必為所奪。然軟魔但害淺信貪怠失念	之 一 念 因 循 必 為 所 奪 然 軟 魔 但 害 淺 信 貪 怠 失 念 
X62n1197_001:0595c14	之人其精進者如剛火得水反堅焉敢小近而睥睨	之 人 其 精 進 者 如 剛 火 得 水 反 堅 焉 敢 小 近 而 睥 睨 
X62n1197_001:0595c15	也。此身天人護助。臨終正念往生。天樂盈空。異香滿	也 此 身 天 人 護 助 臨 終 正 念 往 生 天 樂 盈 空 異 香 滿 
X62n1197_001:0595c16	室光明照體寶座現前彌陀臂迎菩薩手接預知時	室 光 明 照 體 寶 座 現 前 彌 陀 臂 迎 菩 薩 手 接 預 知 時 
X62n1197_001:0595c17	至正念不謬諸障忽空沐浴加趺會眾說法叉手告	至 正 念 不 謬 諸 障 忽 空 沐 浴 加 趺 會 眾 說 法 叉 手 告 
X62n1197_001:0595c18	別。或更勉人進道。書偈擲筆。合掌而逝。臨終之後。舉	別 或 更 勉 人 進 道 書 偈 擲 筆 合 掌 而 逝 臨 終 之 後 舉 
X62n1197_001:0595c19	體如生。齒骨數珠。燒之不壞。光燄異常。五色鮮明。祥	體 如 生 齒 骨 數 珠 燒 之 不 壞 光 燄 異 常 五 色 鮮 明 祥 
X62n1197_001:0595c20	物於空盤旋不散煙所至處舍利流珠此耳目所常	物 於 空 盤 旋 不 散 煙 所 至 處 舍 利 流 珠 此 耳 目 所 常 
X62n1197_001:0595c21	有者也非平日履踐明白精進力感焉能若是嗟今	有 者 也 非 平 日 履 踐 明 白 精 進 力 感 焉 能 若 是 嗟 今 
X62n1197_001:0595c22	之人修而無效葢信根淺薄因地不真未曾立行先	之 人 修 而 無 效 葢 信 根 淺 薄 因 地 不 真 未 曾 立 行 先 
X62n1197_001:0595c23	欲人知內則自衿外欲顯曜使人恭敬冀有所得甚	欲 人 知 內 則 自 衿 外 欲 顯 曜 使 人 恭 敬 冀 有 所 得 甚 
X62n1197_001:0595c24	至妄言得覩淨境。或見小境。及夢中善相。未識是非。	至 妄 言 得 覩 淨 境 或 見 小 境 及 夢 中 善 相 未 識 是 非 
X62n1197_001:0596a01	先欲明說此等卑下必為魔惑願行退失墮生死趣	先 欲 明 說 此 等 卑 下 必 為 魔 惑 願 行 退 失 墮 生 死 趣 
X62n1197_001:0596a02	可不慎哉。雖有道場儀式。或被人知。葢不得已。豈可	可 不 慎 哉 雖 有 道 場 儀 式 或 被 人 知 葢 不 得 已 豈 可 
X62n1197_001:0596a03	特露其迹。使觀行傾敗哉。還當審諦。密實自行。內懷	特 露 其 迹 使 觀 行 傾 敗 哉 還 當 審 諦 密 實 自 行 內 懷 
X62n1197_001:0596a04	慚愧。勿露其德。中有宿障欲滅。微見好相。如不蘊德。	慚 愧 勿 露 其 德 中 有 宿 障 欲 滅 微 見 好 相 如 不 蘊 德 
X62n1197_001:0596a05	聞人之耳。其行必覆。遠公三覩聖相。平日未嘗言也。	聞 人 之 耳 其 行 必 覆 遠 公 三 覩 聖 相 平 日 未 嘗 言 也 
X62n1197_001:0596a06	但除臨終時耳。至禱至禱。又此三昧。體性雖圓。宜盡	但 除 臨 終 時 耳 至 禱 至 禱 又 此 三 昧 體 性 雖 圓 宜 盡 
X62n1197_001:0596a07	微細條章。革諸猥弊。乃至小罪。猶懷大懼。解隨大乘。	微 細 條 章 革 諸 猥 弊 乃 至 小 罪 猶 懷 大 懼 解 隨 大 乘 
