X56n0949_001:0865a03	 閑居編序	 閑 居 編 序 
X56n0949_021:0897b19	槃遺誡急在糾過有四明知禮法師者先達之高者	槃 遺 誡 急 在 糾 過 有 四 明 知 禮 法 師 者 先 達 之 高 者 
X56n0949_021:0897b20	也甞為天台別理立隨緣之名而鯨吞起信之義焉	也 甞 為 天 台 別 理 立 隨 緣 之 名 而 鯨 吞 起 信 之 義 焉 
X56n0949_021:0897b21	有永嘉繼齊上人者後進尤者也謂禮為濫說耳繇	有 永 嘉 繼 齊 上 人 者 後 進 尤 者 也 謂 禮 為 濫 說 耳 繇 
X56n0949_021:0897b22	是並形章藻二說偕行如矢石焉杭諸宗匠莫有評	是 並 形 章 藻 二 說 偕 行 如 矢 石 焉 杭 諸 宗 匠 莫 有 評 
X56n0949_021:0897b23	者翾爾學徒甚以為惑矧茲爭論是佛境界惟法師	者 翾 爾 學 徒 甚 以 為 惑 矧 茲 爭 論 是 佛 境 界 惟 法 師 
X56n0949_021:0897b24	業天台之道窮理盡性傳起信之義微顯闡幽庶幾	業 天 台 之 道 窮 理 盡 性 傳 起 信 之 義 微 顯 闡 幽 庶 幾 
X56n0949_021:0897c01	乎用為法之心詳其得失揮彌天之筆定彼是非俾	乎 用 為 法 之 心 詳 其 得 失 揮 彌 天 之 筆 定 彼 是 非 俾 
X56n0949_021:0897c02	無窮之機識正真之路是所願焉夫如是則豈忝法	無 窮 之 機 識 正 真 之 路 是 所 願 焉 夫 如 是 則 豈 忝 法 
X56n0949_021:0897c03	王之優寄亦如來之所使哉謹以二公之文咨呈金	王 之 優 寄 亦 如 來 之 所 使 哉 謹 以 二 公 之 文 咨 呈 金 
X56n0949_021:0897c04	風正高道體安否秋八月望日書。	風 正 高 道 體 安 否 秋 八 月 望 日 書 
X56n0949_021:0897c05	錢唐慈光院備法師行狀	錢 唐 慈 光 院 備 法 師 行 狀 
X56n0949_021:0897c06	法師諱文備字昭本姓鄭氏福州候官縣人也幼事	法 師 諱 文 備 字 昭 本 姓 鄭 氏 福 州 候 官 縣 人 也 幼 事 
X56n0949_021:0897c07	師于太平寺敏達之性有異常童誦法華維摩圓覺	師 于 太 平 寺 敏 達 之 性 有 異 常 童 誦 法 華 維 摩 圓 覺 
X56n0949_021:0897c08	十六觀小般若等經靡不精練後唐清泰三年受尸	十 六 觀 小 般 若 等 經 靡 不 精 練 後 唐 清 泰 三 年 受 尸 
X56n0949_021:0897c09	羅於本寺堅持淨檢苦志為學該綜經律雅好文儒	羅 於 本 寺 堅 持 淨 檢 苦 志 為 學 該 綜 經 律 雅 好 文 儒 
X56n0949_021:0897c10	五經諸子常所博覧晉天福間卷衣入漸初泊會稽	五 經 諸 子 常 所 博 覧 晉 天 福 間 卷 衣 入 漸 初 泊 會 稽 
X56n0949_021:0897c11	從柔法師傳百法論尋講貫焉歷數稔復度江詣錢	從 柔 法 師 傳 百 法 論 尋 講 貫 焉 歷 數 稔 復 度 江 詣 錢 
X56n0949_021:0897c12	唐龍興寺訪于先達考論大義以求溫習故於名數	唐 龍 興 寺 訪 于 先 達 考 論 大 義 以 求 溫 習 故 於 名 數 
X56n0949_021:0897c13	一支尤造淵極學徒自遠方來者罔弗從其求益矣	一 支 尤 造 淵 極 學 徒 自 遠 方 來 者 罔 弗 從 其 求 益 矣 
X56n0949_021:0897c14	後聞天台三觀之學可以指南羣惑研幾心性欽尚	後 聞 天 台 三 觀 之 學 可 以 指 南 羣 惑 研 幾 心 性 欽 尚 
X56n0949_021:0897c15	匪懈誓欲傳通時值志因法師傳道於慈光院遂及	匪 懈 誓 欲 傳 通 時 值 志 因 法 師 傳 道 於 慈 光 院 遂 及 
X56n0949_021:0897c16	其門即周廣順元年也既而遊刃融宗攻堅至理孜	其 門 即 周 廣 順 元 年 也 既 而 遊 刃 融 宗 攻 堅 至 理 孜 
X56n0949_021:0897c17	孜然翼翼然不舍晝夜其躭玩也如此至是法華止	孜 然 翼 翼 然 不 舍 晝 夜 其 躭 玩 也 如 此 至 是 法 華 止 
X56n0949_021:0897c18	觀淨名金光明等凡曰一家之教悉搜抉祕要洞曉	觀 淨 名 金 光 明 等 凡 曰 一 家 之 教 悉 搜 抉 祕 要 洞 曉 
X56n0949_021:0897c19	指歸慧解燦然難乎倫等時因有上首弟子晤恩師	指 歸 慧 解 燦 然 難 乎 倫 等 時 因 有 上 首 弟 子 晤 恩 師 
X56n0949_021:0897c20	者(大宋高僧傳義解科中有傳)高節不羣清風肅物每與法師覆	者 大 宋 高 僧 傳 義 解 科 中 有 傳 高 節 不 羣 清 風 肅 物 每 與 法 師 覆 
X56n0949_021:0897c21	述心觀而神領意得不俟終日由是以為得意之交	述 心 觀 而 神 領 意 得 不 俟 終 日 由 是 以 為 得 意 之 交 
X56n0949_021:0897c22	謂人曰備雖後進與吾並驅於義解之途諒無先後	謂 人 曰 備 雖 後 進 與 吾 並 驅 於 義 解 之 途 諒 無 先 後 
X56n0949_021:0897c23	矣因師既沒遂北面事於恩學無常師也法師氣度	矣 因 師 既 沒 遂 北 面 事 於 恩 學 無 常 師 也 法 師 氣 度 
X56n0949_021:0897c24	沈靜終日如愚洎乎後學詢疑同儔難問擊蒙辨惑	沈 靜 終 日 如 愚 洎 乎 後 學 詢 疑 同 儔 難 問 擊 蒙 辨 惑 
X56n0949_021:0898a01	旨逮辭文人或問曰斷佛種人乃祖斯戒識見若此	旨 逮 辭 文 人 或 問 曰 斷 佛 種 人 乃 祖 斯 戒 識 見 若 此 
X56n0949_021:0898a02	盍誨人於一方乎答曰師匠且眾講授頗多祖宗之	盍 誨 人 於 一 方 乎 答 曰 師 匠 且 眾 講 授 頗 多 祖 宗 之 
X56n0949_021:0898a03	風未墜地也抗跡閑居從吾所好即韞其深解隱其	風 未 墜 地 也 抗 跡 閑 居 從 吾 所 好 即 韞 其 深 解 隱 其 
X56n0949_021:0898a04	多能三十餘年坐忘一室陶神妙觀繼想淨方疎遠	多 能 三 十 餘 年 坐 忘 一 室 陶 神 妙 觀 繼 想 淨 方 疎 遠 
X56n0949_021:0898a05	眾流介然自得故時罕知其解行矣唯懷道者默而	眾 流 介 然 自 得 故 時 罕 知 其 解 行 矣 唯 懷 道 者 默 而 
X56n0949_021:0898a06	識之古人云實行潛光高而不名有是哉雍熙二年	識 之 古 人 云 實 行 潛 光 高 而 不 名 有 是 哉 雍 熙 二 年 
X56n0949_021:0898a07	秋染微疾忽於一日凭几圖出圓相至于三瞻病者	秋 染 微 疾 忽 於 一 日 凭 几 圖 出 圓 相 至 于 三 瞻 病 者 
X56n0949_021:0898a08	勸其調養輒止之或有送食問以西方信乃書偈答	勸 其 調 養 輒 止 之 或 有 送 食 問 以 西 方 信 乃 書 偈 答 
X56n0949_021:0898a09	云噫彼浮世人問我西方信其信早縱橫群迷自不	云 噫 彼 浮 世 人 問 我 西 方 信 其 信 早 縱 橫 群 迷 自 不 
X56n0949_021:0898a10	認一水百千波波波皆佛印舉動真彌陀誨爾常精	認 一 水 百 千 波 波 波 皆 佛 印 舉 動 真 彌 陀 誨 爾 常 精 
X56n0949_021:0898a11	進越十月十八日厥疾漸加侍者慶堯泣請曰師修	進 越 十 月 十 八 日 厥 疾 漸 加 侍 者 慶 堯 泣 請 曰 師 修 
X56n0949_021:0898a12	安養業有年數矣今也報齡將謝何休徵乎曰吾先	安 養 業 有 年 數 矣 今 也 報 齡 將 謝 何 休 徵 乎 曰 吾 先 
X56n0949_021:0898a13	圖出圓相乃是所見淨土之事吾欲無言今由汝問	圖 出 圓 相 乃 是 所 見 淨 土 之 事 吾 欲 無 言 今 由 汝 問 
X56n0949_021:0898a14	也言訖奄然累足而逝往生之驗於斯見矣享年六	也 言 訖 奄 然 累 足 而 逝 往 生 之 驗 於 斯 見 矣 享 年 六 
X56n0949_021:0898a15	十僧臘四十九法師平時味道躭學不以衣食繫念	十 僧 臘 四 十 九 法 師 平 時 味 道 躭 學 不 以 衣 食 繫 念 
X56n0949_021:0898a16	於禪觀誦經之外手寫南北宗章疏凡萬餘紙辭藻	於 禪 觀 誦 經 之 外 手 寫 南 北 宗 章 疏 凡 萬 餘 紙 辭 藻 
X56n0949_021:0898a17	既富頗有著述甞撰別遺骸文故在街僧錄通慧大	既 富 頗 有 著 述 甞 撰 別 遺 骸 文 故 在 街 僧 錄 通 慧 大 
X56n0949_021:0898a18	師贊寧在杭修僧史之日深貴其文又撰四十八願	師 贊 寧 在 杭 修 僧 史 之 日 深 貴 其 文 又 撰 四 十 八 願 
X56n0949_021:0898a19	頌一卷九品圖一卷十六觀經科一卷圓覺經科二	頌 一 卷 九 品 圖 一 卷 十 六 觀 經 科 一 卷 圓 覺 經 科 二 
X56n0949_021:0898a20	卷禪源科一卷念佛救苦喻一篇四悉檀喻一篇四	卷 禪 源 科 一 卷 念 佛 救 苦 喻 一 篇 四 悉 檀 喻 一 篇 四 
X56n0949_021:0898a21	不生喻一篇文集一卷詩集一卷詩什中有對雪感	不 生 喻 一 篇 文 集 一 卷 詩 集 一 卷 詩 什 中 有 對 雪 感 
X56n0949_021:0898a22	事經曹娥廟二篇最為詩人所許嘉禾沙門洪敏撰	事 經 曹 娥 廟 二 篇 最 為 詩 人 所 許 嘉 禾 沙 門 洪 敏 撰 
X56n0949_021:0898a23	真讚焉某非能文者忝為法師之猶子故得詢其既	真 讚 焉 某 非 能 文 者 忝 為 法 師 之 猶 子 故 得 詢 其 既 
X56n0949_021:0898a24	往直紀事跡以備僧史云爾景德四年閏五月六日	往 直 紀 事 跡 以 備 僧 史 云 爾 景 德 四 年 閏 五 月 六 日 
X56n0949_021:0898b01	狀。	狀 
X56n0949_021:0898b03	閑居編第二十一	閑 居 編 第 二 十 一 
X56n0949_022:0898b06	閑居編第二十二	閑 居 編 第 二 十 二 
X56n0949_022:0898b08	宋孤山沙門　智圓　著	宋 孤 山 沙 門 智 圓 著 
X56n0949_022:0898b09	謝吳寺丞撰閑居編序書	謝 吳 寺 丞 撰 閑 居 編 序 書 
X56n0949_022:0898b10	二月六日沙門某謹齋沐撰書白于寺丞(左右)某不	二 月 六 日 沙 門 某 謹 齋 沐 撰 書 白 于 寺 丞 左 右 某 不 
X56n0949_022:0898b11	接文會以踰年已而慕高義渴嘉談無日忘之也某	接 文 會 以 踰 年 已 而 慕 高 義 渴 嘉 談 無 日 忘 之 也 某 
X56n0949_022:0898b12	近以故疾遽作伏枕閑房今月朔旦侍疾者俄云錢	近 以 故 疾 遽 作 伏 枕 閑 房 今 月 朔 旦 侍 疾 者 俄 云 錢 
X56n0949_022:0898b13	唐主簿李君遣介貽書及發亟一闚乃寺丞所撰某	唐 主 簿 李 君 遣 介 貽 書 及 發 亟 一 闚 乃 寺 丞 所 撰 某 
X56n0949_022:0898b14	之拙文集曰閑居編者之盛序焉由是霍然驚起凭	之 拙 文 集 曰 閑 居 編 者 之 盛 序 焉 由 是 霍 然 驚 起 凭 
X56n0949_022:0898b15	几俯讀舒卷沈翫疑乎紙變墨渝何止於三復哉而	几 俯 讀 舒 卷 沈 翫 疑 乎 紙 變 墨 渝 何 止 於 三 復 哉 而 
X56n0949_022:0898b16	其辭炳炳然其旨淵淵然較古今之得失論文理之	其 辭 炳 炳 然 其 旨 淵 淵 然 較 古 今 之 得 失 論 文 理 之 
X56n0949_022:0898b17	勝負盡在此矣而於某之所作發仲尼華衮之襃有	勝 負 盡 在 此 矣 而 於 某 之 所 作 發 仲 尼 華 衮 之 襃 有 
X56n0949_022:0898b18	伯喈色[糸*系]之歎此亦過當矣竊自疑之某之狂言果	伯 喈 色 [糸系] 之 歎 此 亦 過 當 矣 竊 自 疑 之 某 之 狂 言 果 
X56n0949_022:0898b19	非也果是也果非也而寺丞情之所鍾而曲加粉澤	非 也 果 是 也 果 非 也 而 寺 丞 情 之 所 鍾 而 曲 加 粉 澤 
X56n0949_022:0898b20	且寺丞閑默端雅言為世範非容易而談者豈虗授	且 寺 丞 閑 默 端 雅 言 為 世 範 非 容 易 而 談 者 豈 虗 授 
X56n0949_022:0898b21	其言哉果是也乃林下病夫狂簡斐然山謳野詠矣	其 言 哉 果 是 也 乃 林 下 病 夫 狂 簡 斐 然 山 謳 野 詠 矣 
X56n0949_022:0898b22	矧寺丞負文章之大名乃士林之傑然也雖蠖屈於	矧 寺 丞 負 文 章 之 大 名 乃 士 林 之 傑 然 也 雖 蠖 屈 於 
X56n0949_022:0898b23	筦榷將膺揚於代言方且為典為誥以潤色帝業作	筦 榷 將 膺 揚 於 代 言 方 且 為 典 為 誥 以 潤 色 帝 業 作 
X56n0949_022:0898b24	誓作命以發揮王猷安肯以不世之文以冠野夫之	誓 作 命 以 發 揮 王 猷 安 肯 以 不 世 之 文 以 冠 野 夫 之 
X56n0949_022:0898c01	集乎於是乎猶豫於中心者久而忽然獨斷何乎且	集 乎 於 是 乎 猶 豫 於 中 心 者 久 而 忽 然 獨 斷 何 乎 且 
X56n0949_022:0898c02	大君子用心唯道是從不以靜躁分不以形服阻我	大 君 子 用 心 唯 道 是 從 不 以 靜 躁 分 不 以 形 服 阻 我 
X56n0949_022:0898c03	道之果同也我文之果是也則必當為我發揮之張	道 之 果 同 也 我 文 之 果 是 也 則 必 當 為 我 發 揮 之 張 
X56n0949_022:0898c04	皇之若然者則寺丞其我之知音乎夫音不易知知	皇 之 若 然 者 則 寺 丞 其 我 之 知 音 乎 夫 音 不 易 知 知 
X56n0949_022:0898c05	音難得寺丞既知之某既得之矣彼挽鹽車者尚能	音 難 得 寺 丞 既 知 之 某 既 得 之 矣 彼 挽 鹽 車 者 尚 能 
X56n0949_022:0898c06	為孫陽之鳴某雖臞瘠困躓晨夕待盡尚能身別寒	為 孫 陽 之 鳴 某 雖 臞 瘠 困 躓 晨 夕 待 盡 尚 能 身 別 寒 
X56n0949_022:0898c07	暑眼分菽麥心有是非豈不能為知音一鳴哉今為	暑 眼 分 菽 麥 心 有 是 非 豈 不 能 為 知 音 一 鳴 哉 今 為 
X56n0949_022:0898c08	寺丞鳴之矣惟寺丞聽之某幼緣宿習雅好空門於	寺 丞 鳴 之 矣 惟 寺 丞 聽 之 某 幼 緣 宿 習 雅 好 空 門 於 
X56n0949_022:0898c09	齠齓之年即毀其髮壞其服而為浮屠徒也洎年邇	齠 齓 之 年 即 毀 其 髮 壞 其 服 而 為 浮 屠 徒 也 洎 年 邇 
X56n0949_022:0898c10	升冠頗好周孔書將欲研幾極深從有道者受學而	升 冠 頗 好 周 孔 書 將 欲 研 幾 極 深 從 有 道 者 受 學 而 
X56n0949_022:0898c11	為落髮之師拘束之不獲從志由是杜門閴然獨學	為 落 髮 之 師 拘 束 之 不 獲 從 志 由 是 杜 門 閴 然 獨 學 
X56n0949_022:0898c12	無友往往得五經之書而自覽焉雖文字不及盡識	無 友 往 往 得 五 經 之 書 而 自 覽 焉 雖 文 字 不 及 盡 識 
X56n0949_022:0898c13	句讀不及盡分而好求聖師之指歸而會通其說焉	句 讀 不 及 盡 分 而 好 求 聖 師 之 指 歸 而 會 通 其 說 焉 
X56n0949_022:0898c14	譬若九方堙之相馬略玄黃而談神駿也而與夫嘈	譬 若 九 方 堙 之 相 馬 略 玄 黃 而 談 神 駿 也 而 與 夫 嘈 
X56n0949_022:0898c15	嘈誦聲者尋章摘句者已胡越矣讀易也乃知本乎	嘈 誦 聲 者 尋 章 摘 句 者 已 胡 越 矣 讀 易 也 乃 知 本 乎 
X56n0949_022:0898c16	太極闢設兩儀而五常之性韞乎其中矣故曰立天	太 極 闢 設 兩 儀 而 五 常 之 性 韞 乎 其 中 矣 故 曰 立 天 
X56n0949_022:0898c17	之道曰陰曰陽立地之道曰柔曰剛立人之道曰仁	之 道 曰 陰 曰 陽 立 地 之 道 曰 柔 曰 剛 立 人 之 道 曰 仁 
X56n0949_022:0898c18	與義是故文王海列四德以演之聖師岳配五常以	與 義 是 故 文 王 海 列 四 德 以 演 之 聖 師 岳 配 五 常 以 
X56n0949_022:0898c19	翼之乃以乾坤首之也繇是知五常者其周孔之化	翼 之 乃 以 乾 坤 首 之 也 繇 是 知 五 常 者 其 周 孔 之 化 
X56n0949_022:0898c20	源乎讀書也乃知三皇以降洪荒朴略非百世常行	源 乎 讀 書 也 乃 知 三 皇 以 降 洪 荒 朴 略 非 百 世 常 行 
X56n0949_022:0898c21	之道其言不可訓故聖師以二帝三王之道作範於	之 道 其 言 不 可 訓 故 聖 師 以 二 帝 三 王 之 道 作 範 於 
X56n0949_022:0898c22	後代尊揖讓鄙干戈故以二典首之也雖湯武有救	後 代 尊 揖 讓 鄙 干 戈 故 以 二 典 首 之 也 雖 湯 武 有 救 
X56n0949_022:0898c23	弊之德而非仲尼之本志也故語曰武盡美矣未盡	弊 之 德 而 非 仲 尼 之 本 志 也 故 語 曰 武 盡 美 矣 未 盡 
X56n0949_022:0898c24	善也讀其詩也乃知有天地然後有夫婦有夫婦然	善 也 讀 其 詩 也 乃 知 有 天 地 然 後 有 夫 婦 有 夫 婦 然 
X56n0949_022:0899a01	後有父子有父子然後有君臣夫婦其本二儀而首	後 有 父 子 有 父 子 然 後 有 君 臣 夫 婦 其 本 二 儀 而 首 
X56n0949_022:0899a02	三綱乎故以關睢首之也讀春秋也乃知周室衰狄	三 綱 乎 故 以 關 睢 首 之 也 讀 春 秋 也 乃 知 周 室 衰 狄 
X56n0949_022:0899a03	人猾夏平王東遷號令不行禮樂征伐不出乎天子	人 猾 夏 平 王 東 遷 號 令 不 行 禮 樂 征 伐 不 出 乎 天 子 
X56n0949_022:0899a04	而出乎諸侯也是故仲尼約魯史而修春秋以賞罸	而 出 乎 諸 侯 也 是 故 仲 尼 約 魯 史 而 修 春 秋 以 賞 罸 
X56n0949_022:0899a05	貶諸侯討大夫以正其王道者也故語曰禮樂征伐	貶 諸 侯 討 大 夫 以 正 其 王 道 者 也 故 語 曰 禮 樂 征 伐 
X56n0949_022:0899a06	自諸侯出自諸侯出蓋十世希不失矣且魯隱公逮	自 諸 侯 出 自 諸 侯 出 蓋 十 世 希 不 失 矣 且 魯 隱 公 逮 
X56n0949_022:0899a07	于昭公十世失政死於乾侯乃其驗乎是以春秋始	于 昭 公 十 世 失 政 死 於 乾 侯 乃 其 驗 乎 是 以 春 秋 始 
X56n0949_022:0899a08	於周平魯隱也雖先儒之瞽說謂始王賢君者後學	於 周 平 魯 隱 也 雖 先 儒 之 瞽 說 謂 始 王 賢 君 者 後 學 
X56n0949_022:0899a09	從而傳之其如論語聖師之言何唯禮經也弟子記	從 而 傳 之 其 如 論 語 聖 師 之 言 何 唯 禮 經 也 弟 子 記 
X56n0949_022:0899a10	述諸漢儒糅雜諸後賢易置諸故於首篇之所以而	述 諸 漢 儒 糅 雜 諸 後 賢 易 置 諸 故 於 首 篇 之 所 以 而 
X56n0949_022:0899a11	悉出於人情諒非乎聖旨也一且既知之於心矣而	悉 出 於 人 情 諒 非 乎 聖 旨 也 一 且 既 知 之 於 心 矣 而 
X56n0949_022:0899a12	勇於為學且曰吾雖無師之訓教無友之磋切而準	勇 於 為 學 且 曰 吾 雖 無 師 之 訓 教 無 友 之 磋 切 而 準 
X56n0949_022:0899a13	的五經發明聖旨樹教立言亦應可矣於是殺青磨	的 五 經 發 明 聖 旨 樹 教 立 言 亦 應 可 矣 於 是 殺 青 磨 
X56n0949_022:0899a14	鈆不舍晝夜將欲左攬孟軻之袂右拍楊雄之肩盤	鈆 不 舍 晝 夜 將 欲 左 攬 孟 軻 之 袂 右 拍 楊 雄 之 肩 盤 
X56n0949_022:0899a15	游儒官鳴唱文教金口木舌大訓乎衰世使天三王	游 儒 官 鳴 唱 文 教 金 口 木 舌 大 訓 乎 衰 世 使 天 三 王 
X56n0949_022:0899a16	二帝之道不遠復矣無何身嬰羸病頓阻進學忽忽	二 帝 之 道 不 遠 復 矣 無 何 身 嬰 羸 病 頓 阻 進 學 忽 忽 
X56n0949_022:0899a17	不樂壯志寢微一日自省曰汝釋迦之徒也空華乎	不 樂 壯 志 寢 微 一 日 自 省 曰 汝 釋 迦 之 徒 也 空 華 乎 
X56n0949_022:0899a18	世界浮雲乎富貴谷響乎言語掣電乎形命又何嬰	世 界 浮 雲 乎 富 貴 谷 響 乎 言 語 掣 電 乎 形 命 又 何 嬰 
X56n0949_022:0899a19	病失志至如是乎自是專尋釋典反照心性弃捐萬	病 失 志 至 如 是 乎 自 是 專 尋 釋 典 反 照 心 性 弃 捐 萬 
X56n0949_022:0899a20	事會同一心故於嚮者為文之道不能果其志就其	事 會 同 一 心 故 於 嚮 者 為 文 之 道 不 能 果 其 志 就 其 
X56n0949_022:0899a21	業也是以晚年所作雖以宗儒為本而申明釋氏加	業 也 是 以 晚 年 所 作 雖 以 宗 儒 為 本 而 申 明 釋 氏 加 
X56n0949_022:0899a22	其數倍焉往往旁涉老莊以助其說於戲人豈不知	其 數 倍 焉 往 往 旁 涉 老 莊 以 助 其 說 於 戲 人 豈 不 知 
X56n0949_022:0899a23	則某於為文不能淳矣公孫龍之無家司馬遷之多	則 某 於 為 文 不 能 淳 矣 公 孫 龍 之 無 家 司 馬 遷 之 多 
X56n0949_022:0899a24	愛乃自貽之也後世有聖如仲尼者其將罪我乎於	愛 乃 自 貽 之 也 後 世 有 聖 如 仲 尼 者 其 將 罪 我 乎 於 
X56n0949_022:0899b01	是孤文片記悉不欲留以逃後世之責耳尋以養病	是 孤 文 片 記 悉 不 欲 留 以 逃 後 世 之 責 耳 尋 以 養 病 
X56n0949_022:0899b02	孤山隱居林下有朋自遠方來者每以編紀為勉遂	孤 山 隱 居 林 下 有 朋 自 遠 方 來 者 每 以 編 紀 為 勉 遂 
X56n0949_022:0899b03	以嚮者之志對焉彼曰何傷乎亦各言其志爾夫三	以 嚮 者 之 志 對 焉 彼 曰 何 傷 乎 亦 各 言 其 志 爾 夫 三 
X56n0949_022:0899b04	教者本同而末異其於訓民治世豈不共為表裏哉	教 者 本 同 而 末 異 其 於 訓 民 治 世 豈 不 共 為 表 裏 哉 
X56n0949_022:0899b05	子之所述宜在集之以貽於後也於是乃從其請故	子 之 所 述 宜 在 集 之 以 貽 於 後 也 於 是 乃 從 其 請 故 
X56n0949_022:0899b06	後有所得者因而錄之而謌詩文頌錯雜閒出號之	後 有 所 得 者 因 而 錄 之 而 謌 詩 文 頌 錯 雜 閒 出 號 之 
X56n0949_022:0899b07	曰閑居編亦陸魯望叢書之儔也且欲不出戶庭以	曰 閑 居 編 亦 陸 魯 望 叢 書 之 儔 也 且 欲 不 出 戶 庭 以 
X56n0949_022:0899b08	貽子孫爾敢冀偶知音而有所發揮乎今覩寺丞所	貽 子 孫 爾 敢 冀 偶 知 音 而 有 所 發 揮 乎 今 覩 寺 丞 所 
X56n0949_022:0899b09	贈之序豈不幸甚乎謹當囑後學輩編其所著使各	贈 之 序 豈 不 幸 甚 乎 謹 當 囑 後 學 輩 編 其 所 著 使 各 
X56n0949_022:0899b10	從其類而首戴雄文用貽後代俾儒者釋者見之而	從 其 類 而 首 戴 雄 文 用 貽 後 代 俾 儒 者 釋 者 見 之 而 
X56n0949_022:0899b11	不惑知三教之同歸且免夫詆訶之辭也成我者其	不 惑 知 三 教 之 同 歸 且 免 夫 詆 訶 之 辭 也 成 我 者 其 
X56n0949_022:0899b12	寺丞乎若夫前世之賢為僧作序者多矣至如吳翰	寺 丞 乎 若 夫 前 世 之 賢 為 僧 作 序 者 多 矣 至 如 吳 翰 
X56n0949_022:0899b13	林(融)之序禪月包中丞之序晝公而但指在謌詩豈	林 融 之 序 禪 月 包 中 丞 之 序 晝 公 而 但 指 在 謌 詩 豈 
X56n0949_022:0899b14	能辨明文教惟辭惟理比夫雄文而彼有慙色但所	能 辨 明 文 教 惟 辭 惟 理 比 夫 雄 文 而 彼 有 慙 色 但 所 
X56n0949_022:0899b15	稱者之賢不如貫休皎然爾某寢疾在牀奄忽非久	稱 者 之 賢 不 如 貫 休 皎 然 爾 某 寢 疾 在 牀 奄 忽 非 久 
X56n0949_022:0899b16	輒陳顛亂之說以敘生平之志以感知音之惠口占	輒 陳 顛 亂 之 說 以 敘 生 平 之 志 以 感 知 音 之 惠 口 占 
X56n0949_022:0899b17	成書故不當以文辭見責也既假來學之筆札其字	成 書 故 不 當 以 文 辭 見 責 也 既 假 來 學 之 筆 札 其 字 
X56n0949_022:0899b18	體之誤繆高下之失儀亦不當見責也惟寺永察之	體 之 誤 繆 高 下 之 失 儀 亦 不 當 見 責 也 惟 寺 永 察 之 
X56n0949_023:0899c01	閑居編第二十三	閑 居 編 第 二 十 三 
X56n0949_023:0899c02	宋孤山沙門　智圓　著	宋 孤 山 沙 門 智 圓 著 
X56n0949_023:0899c03	謝府主王給事見訪書	謝 府 主 王 給 事 見 訪 書 
X56n0949_023:0899c04	二月初三日沙門釋某謹齋沐熏毫滌硯栽書獻于	二 月 初 三 日 沙 門 釋 某 謹 齋 沐 熏 毫 滌 硯 栽 書 獻 于 
X56n0949_023:0899c05	知府給事(執事)某空門之末陋也毀形守節所以克	知 府 給 事 執 事 某 空 門 之 末 陋 也 毀 形 守 節 所 以 克 
X56n0949_023:0899c06	其己焉懲忿窒欲所以澹其慮焉雖或有用於道其	其 己 焉 懲 忿 窒 欲 所 以 澹 其 慮 焉 雖 或 有 用 於 道 其 
X56n0949_023:0899c07	實無用於世遂得遁身巖石之下不與世接者久矣	實 無 用 於 世 遂 得 遁 身 巖 石 之 下 不 與 世 接 者 久 矣 
X56n0949_023:0899c08	加以幽憂之疾臞脙困躓坐則隱几行則倚杖亟身	加 以 幽 憂 之 疾 臞 脙 困 躓 坐 則 隱 几 行 則 倚 杖 亟 身 
X56n0949_023:0899c09	同槁木而心有所知尚能樂一人之淳化戴二天之	同 槁 木 而 心 有 所 知 尚 能 樂 一 人 之 淳 化 戴 二 天 之 
X56n0949_023:0899c10	善政講習佛書涵泳化源而每忘體中之所苦也若	善 政 講 習 佛 書 涵 泳 化 源 而 每 忘 體 中 之 所 苦 也 若 
X56n0949_023:0899c11	乃利見乎君子側聽於清言則已在思慮之外矣何	乃 利 見 乎 君 子 側 聽 於 清 言 則 已 在 思 慮 之 外 矣 何 
X56n0949_023:0899c12	哉既不能登有位之門胡以利見於君子邪既不能	哉 既 不 能 登 有 位 之 門 胡 以 利 見 於 君 子 邪 既 不 能 
X56n0949_023:0899c13	利見於君子又何以側聞清言邪去年秋九月忽有	利 見 於 君 子 又 何 以 側 聞 清 言 邪 去 年 秋 九 月 忽 有 
X56n0949_023:0899c14	人至衡茆傳執事之命俾同泛方舟啜茶話道某于	人 至 衡 茆 傳 執 事 之 命 俾 同 泛 方 舟 啜 茶 話 道 某 于 
X56n0949_023:0899c15	時寢疾在牀且驚且喜喜之無似也執事胡以知其	時 寢 疾 在 牀 且 驚 且 喜 喜 之 無 似 也 執 事 胡 以 知 其 
X56n0949_023:0899c16	名哉而至於見召乎是時雖不及趨陪台席而荷戴	名 哉 而 至 於 見 召 乎 是 時 雖 不 及 趨 陪 台 席 而 荷 戴 
X56n0949_023:0899c17	之心已不知其所裁矣洎今春所患增劇忽忽在牀	之 心 已 不 知 其 所 裁 矣 洎 今 春 所 患 增 劇 忽 忽 在 牀 
X56n0949_023:0899c18	俄聞侍疾者云執事抂金鏕於前諸官迃玉趾於後	俄 聞 侍 疾 者 云 執 事 抂 金 鏕 於 前 諸 官 迃 玉 趾 於 後 
X56n0949_023:0899c19	少選果惠然衡泌俯近病榻由埀顧問而忽利見於	少 選 果 惠 然 衡 泌 俯 近 病 榻 由 埀 顧 問 而 忽 利 見 於 
X56n0949_023:0899c20	君子側聽於清言嚮所謂在思慮之外者而併獲之	君 子 側 聽 於 清 言 嚮 所 謂 在 思 慮 之 外 者 而 併 獲 之 
