X65n1282_001:0255a03	 自序	 自 序 
X65n1282_002:0269b01	是。因甚古人道誕生王有父。曰。既有父。為甚麼不	是 因 甚 古 人 道 誕 生 王 有 父 曰 既 有 父 為 甚 麼 不 
X65n1282_002:0269b02	知聞。峰云。同時不識祖。	知 聞 峰 云 同 時 不 識 祖 
X65n1282_002:0269b03	三山來云。看九峰此篇答話。可謂入理深談。須知	三 山 來 云 看 九 峰 此 篇 答 話 可 謂 入 理 深 談 須 知 
X65n1282_002:0269b04	內外一體。所以論外紹。則曰不借別人家裏事。論	內 外 一 體 所 以 論 外 紹 則 曰 不 借 別 人 家 裏 事 論 
X65n1282_002:0269b05	內紹。則曰推爺向裏頭。又曰臣在門裏。王不出門。	內 紹 則 曰 推 爺 向 裏 頭 又 曰 臣 在 門 裏 王 不 出 門 
X65n1282_002:0269b06	又曰渠也不獨坐世界。又曰更知聞阿誰。又曰誕	又 曰 渠 也 不 獨 坐 世 界 又 曰 更 知 聞 阿 誰 又 曰 誕 
X65n1282_002:0269b07	生王有父。又曰同時不識祖。可見內即外之內也。	生 王 有 父 又 曰 同 時 不 識 祖 可 見 內 即 外 之 內 也 
X65n1282_002:0269b08	所謂知事之極頭處也。所謂向裏許承當擔荷也。	所 謂 知 事 之 極 頭 處 也 所 謂 向 裏 許 承 當 擔 荷 也 
X65n1282_002:0269b09	所謂紹了非是功。轉功位了。始喚作人王種也。外	所 謂 紹 了 非 是 功 轉 功 位 了 始 喚 作 人 王 種 也 外 
X65n1282_002:0269b10	即內之外也。所謂且教渠知有。教渠知有裏許事	即 內 之 外 也 所 謂 且 教 渠 知 有 教 渠 知 有 裏 許 事 
X65n1282_002:0269b11	也。所謂天明不覺曉。天明外也。不覺曉。外而內也。	也 所 謂 天 明 不 覺 曉 天 明 外 也 不 覺 曉 外 而 內 也 
X65n1282_002:0269b12	裏紹王種名。外紹王種姓。名姓雖有。獨有同而不	裏 紹 王 種 名 外 紹 王 種 姓 名 姓 雖 有 獨 有 同 而 不 
X65n1282_002:0269b13	相離。此所以得繼紹而成功也。誕生王有父。必歸	相 離 此 所 以 得 繼 紹 而 成 功 也 誕 生 王 有 父 必 歸 
X65n1282_002:0269b14	向上虗位。而後盡善盡美也。學者不可不知。	向 上 虗 位 而 後 盡 善 盡 美 也 學 者 不 可 不 知 
X65n1282_002:0270a01	洞山五位圖	洞 山 五 位 圖 
X65n1282_002:0270b01	太陽三句圖	太 陽 三 句 圖 
X65n1282_002:0270c01	王子五位圖	王 子 五 位 圖 
X65n1282_002:0270c02	一．誕生王子王宮初降日。玉兔豈能離。未得無功旨。人天何太迷。	一 誕 生 王 子 王 宮 初 降 日 玉 兔 豈 能 離 未 得 無 功 旨 人 天 何 太 迷 
X65n1282_002:0270c03	二．朝生王子子時當正位。明暗在君臣。未離兜率界。烏雞雪上行。	二 朝 生 王 子 子 時 當 正 位 明 暗 在 君 臣 未 離 兜 率 界 烏 雞 雪 上 行 
X65n1282_002:0270c04	三．末生王子●燄裏寒冰結。楊花九月飛。泥牛吼水面。木馬逐雲嘶。	三 末 生 王 子 燄 裏 寒 冰 結 楊 花 九 月 飛 泥 牛 吼 水 面 木 馬 逐 雲 嘶 
X65n1282_002:0270c05	四．化生王子○白衣雖拜相。此事未為奇。積代簪纓者。休云落魄時。	四 化 生 王 子 白 衣 雖 拜 相 此 事 未 為 奇 積 代 簪 纓 者 休 云 落 魄 時 
X65n1282_002:0270c06	五．內生王子混然藏理事。朕兆卒難明。威音王未曉。彌勒豈醒醒。	五 內 生 王 子 混 然 藏 理 事 朕 兆 卒 難 明 威 音 王 未 曉 彌 勒 豈 醒 醒 
X65n1282_002:0270d01	洞山偏正五位圖相	洞 山 偏 正 五 位 圖 相 
X65n1282_002:0270d02	虗位。	虗 位 
X65n1282_002:0270d03	　不共[○@(正/(偏*中))]內紹誕生　君向臣。	 不 共 [正偏中] 內 紹 誕 生 君 向 臣 
X65n1282_002:0270d04	　一色[○@(偏/(正*中))]外紹朝生　臣奉君。	 一 色 [偏正中] 外 紹 朝 生 臣 奉 君 
X65n1282_002:0270d05	　功　[○@(正/(來*中))]栖隱　●　末生　君視臣。	 功 [正來中] 栖 隱 末 生 君 視 臣 
X65n1282_002:0270d06	　共功[○@(兼/(至*中))]臣用　○　化生　臣向君。	 共 功 [兼至中] 臣 用 化 生 臣 向 君 
X65n1282_002:0270d07	　功功[○@(兼/(到*中))]不動內生　君臣道合。	 功 功 [兼到中] 不 動 內 生 君 臣 道 合 
X65n1282_002:0270d09	正中偏。夜深古殿鎖輕烟。寂寂苔封臣不立。密密光	正 中 偏 夜 深 古 殿 鎖 輕 烟 寂 寂 苔 封 臣 不 立 密 密 光 
X65n1282_002:0270d10	舒未兆前。	舒 未 兆 前 
X65n1282_002:0270d11	偏中正。玉人不親臨臺鏡。子夜星沉瑞氣濃。依舊青	偏 中 正 玉 人 不 親 臨 臺 鏡 子 夜 星 沉 瑞 氣 濃 依 舊 青 
X65n1282_002:0270d12	山不露頂。	山 不 露 頂 
X65n1282_002:0270d13	正中來。木人擕杖火中回。趂起泥牛耕練色。放教石	正 中 來 木 人 擕 杖 火 中 回 趂 起 泥 牛 耕 練 色 放 教 石 
X65n1282_002:0270d14	馬踐蒼苔。	馬 踐 蒼 苔 
X65n1282_002:0270d15	兼中至。轉側相逢全意氣。交輝終不犯鋒鋩。大用縱	兼 中 至 轉 側 相 逢 全 意 氣 交 輝 終 不 犯 鋒 鋩 大 用 縱 
X65n1282_002:0270d16	橫無變異。	橫 無 變 異 
X65n1282_002:0270d17	兼中到。明暗盡時光不照。石人有志妙難窮。鮮栽絕	兼 中 到 明 暗 盡 時 光 不 照 石 人 有 志 妙 難 窮 鮮 栽 絕 
X65n1282_002:0270d18	頂無根草。	頂 無 根 草 
X65n1282_002:0271a01	洞山偏正五位圖	洞 山 偏 正 五 位 圖 
X65n1282_002:0271b01	洞宗四賓主(不同臨濟賓主。臨濟就師資而言。此就體用而言)	洞 宗 四 賓 主 不 同 臨 濟 賓 主 臨 濟 就 師 資 而 言 此 就 體 用 而 言 
X65n1282_002:0271b02	主中賓　體中用也。	主 中 賓 體 中 用 也 
X65n1282_002:0271b03	如何是主中賓。	如 何 是 主 中 賓 
X65n1282_002:0271b04	三山來云。我無你不成。頌曰。主中賓。長江玉浪	三 山 來 云 我 無 你 不 成 頌 曰 主 中 賓 長 江 玉 浪 
X65n1282_002:0271b05	生。不因風雛面。如何得成紋。	生 不 因 風 雛 面 如 何 得 成 紋 
X65n1282_002:0271b06	賓中主　用中體也。	賓 中 主 用 中 體 也 
X65n1282_002:0271b07	如何是賓中主。	如 何 是 賓 中 主 
X65n1282_002:0271b08	三山來云。你無我不得。頌曰。賓中主。是子還歸	三 山 來 云 你 無 我 不 得 頌 曰 賓 中 主 是 子 還 歸 
X65n1282_002:0271b09	母。為問呱呱兒。來自甚麼處。	母 為 問 呱 呱 兒 來 自 甚 麼 處 
X65n1282_002:0271b10	賓中賓　用中用。頭上頭也。	賓 中 賓 用 中 用 頭 上 頭 也 
X65n1282_002:0271b11	如何是賓中賓。	如 何 是 賓 中 賓 
X65n1282_002:0271b12	三山來云。月色冷風聲。頌曰。賓中賓。渾身都是	三 山 來 云 月 色 冷 風 聲 頌 曰 賓 中 賓 渾 身 都 是 
X65n1282_002:0271c01	塵。烏能明大用。怪殺野狐精。	塵 烏 能 明 大 用 怪 殺 野 狐 精 
X65n1282_002:0271c02	主中主　物我雙忘。人境俱泯。不涉正偏位也。	主 中 主 物 我 雙 忘 人 境 俱 泯 不 涉 正 偏 位 也 
X65n1282_002:0271c03	如何是主中主。	如 何 是 主 中 主 
X65n1282_002:0271c04	三山來云。渾淪不須補。頌曰。主中主。不聞亦不	三 山 來 云 渾 淪 不 須 補 頌 曰 主 中 主 不 聞 亦 不 
X65n1282_002:0271c05	覩。兒孫向後看。誰是爾宗祖。	覩 兒 孫 向 後 看 誰 是 爾 宗 祖 
X65n1282_002:0271c06	三山來總頌云。賓中主也主中賓。賓賓主主不相	三 山 來 總 頌 云 賓 中 主 也 主 中 賓 賓 賓 主 主 不 相 
X65n1282_002:0271c07	倫。會得主賓混融處。不萌枝上辨秋春。	倫 會 得 主 賓 混 融 處 不 萌 枝 上 辨 秋 春 
X65n1282_002:0271c08	寶鏡三昧	寶 鏡 三 昧 
X65n1282_002:0271c09	如是之法。佛祖密付。汝今得之。宜善守護。銀盌盛	如 是 之 法 佛 祖 密 付 汝 今 得 之 宜 善 守 護 銀 盌 盛 
X65n1282_002:0271c10	雪。明月藏鷺。類之弗齊。混則知處。意不在言。來機	雪 明 月 藏 鷺 類 之 弗 齊 混 則 知 處 意 不 在 言 來 機 
X65n1282_002:0271c11	亦赴。動成窠臼。差落顧佇。背觸俱非。如大火聚。但	亦 赴 動 成 窠 臼 差 落 顧 佇 背 觸 俱 非 如大火聚 但 
X65n1282_002:0271c12	形文彩。即屬染汙。夜半正明。天曉不露。為物作則。	形 文 彩 即 屬 染 汙 夜 半 正 明 天 曉 不 露 為 物 作 則 
X65n1282_002:0271d01	用拔諸苦。雖非有為。不是無語。如臨寶鏡。形影相	用 拔 諸 苦 雖 非 有 為 不 是 無 語 如 臨 寶 鏡 形 影 相 
X65n1282_002:0271d02	覩。汝不是渠。渠正是汝。如世嬰兒。五相完具。不去	覩 汝 不 是 渠 渠 正 是 汝 如 世 嬰 兒 五 相 完 具 不 去 
X65n1282_002:0271d03	不來。不起不住。婆婆和和。有句無句。終不得物。語	不 來 不 起 不 住 婆 婆 和 和 有 句 無 句 終 不 得 物 語 
X65n1282_002:0271d04	未正故。重離六爻。偏正回互。疊而為三。變盡成五。	未 正 故 重 離 六 爻 偏 正 回 互 疊 而 為 三 變 盡 成 五 
X65n1282_002:0271d05	如荎草味。如金剛杵。正中妙叶。敲唱雙舉。通宗通	如 荎 草 味 如 金 剛 杵 正 中 妙 叶 敲 唱 雙 舉 通 宗 通 
X65n1282_002:0271d06	途。挾帶挾路。錯然則吉。不可犯忤。天真而妙。不屬	途 挾 帶 挾 路 錯 然 則 吉 不 可 犯 忤 天 真 而 妙 不 屬 
X65n1282_002:0271d07	迷悟。因緣時節。寂然昭著。細入無間。大絕方所。毫	迷 悟 因 緣 時 節 寂 然 昭 著 細 入 無 間 大 絕 方 所 毫 
X65n1282_002:0271d08	忽之差。不應律呂。今有頓漸。爰立宗趣。宗趣分矣。	忽 之 差 不 應 律 呂 今 有 頓 漸 爰 立 宗 趣 宗 趣 分 矣 
X65n1282_002:0271d09	即是規矩。宗通趣極。真常流注。外寂中搖。繫駒伏	即 是 規 矩 宗 通 趣 極 真 常 流 注 外 寂 中 搖 繫 駒 伏 
X65n1282_002:0271d10	鼠。先聖悲之。為法檀度。隨其顛倒。以緇為素。顛倒	鼠 先 聖 悲 之 為 法 檀 度 隨 其 顛 倒 以 緇 為 素 顛 倒 
X65n1282_002:0271d11	想滅。肯心自許。要合古轍。請觀前古。佛道垂成。十	想 滅 肯 心 自 許 要 合 古 轍 請 觀 前 古 佛 道 垂 成 十 
X65n1282_002:0271d12	劫觀樹。如虎之缺。如馬之馵。以有下劣。寶几珍御。	劫 觀 樹 如 虎 之 缺 如 馬 之 馵 以 有 下 劣 寶 几 珍 御 
X65n1282_002:0271d13	以有矜異。狸奴白牯。羿以巧力。射中百步。箭鋒相	以 有 矜 異 狸 奴 白 牯 羿 以 巧 力 射 中 百 步 箭 鋒 相 
X65n1282_002:0271d14	值。巧力何預。木人方歌。石女起舞。非情識到。寧容	值 巧 力 何 預 木 人 方 歌 石 女 起 舞 非 情 識 到 寧 容 
X65n1282_002:0271d15	思慮。臣奉於君。子順於父。不順非孝。不奉非輔。潛	思 慮 臣 奉 於 君 子 順 於 父 不 順 非 孝 不 奉 非 輔 潛 
X65n1282_002:0271d16	行密用。如愚若魯。但能相續。名主中主。	行 密 用 如 愚 若 魯 但 能 相 續 名 主 中 主 
X65n1282_002:0271d17	三山來云。看者寶鏡三昧。曹洞之宗包括無餘。但	三 山 來 云 看 者 寶 鏡 三 昧 曹 洞 之 宗 包 括 無 餘 但 
X65n1282_002:0271d18	恐以此沿流把作相傳口訣。便非洞上宗旨。古人	恐 以 此 沿 流 把 作 相 傳 口 訣 便 非 洞 上 宗 旨 古 人 
X65n1282_002:0271d19	密授心印。如是精細。今之一機一橛而抹殺宗旨	密 授 心 印 如 是 精 細 今 之 一 機 一 橛 而 抹 殺 宗 旨 
X65n1282_002:0271d20	者。獨何與覽之。可為浩歎。	者 獨 何 與 覽 之 可 為 浩 歎 
X65n1282_002:0271d21	洞山謂曹山曰。吾在雲巗先師處親印寶鏡三昧。事	洞 山 謂 曹 山 曰 吾 在 雲 巗 先 師 處 親 印 寶 鏡 三 昧 事 
X65n1282_002:0271d22	窮的要。今以授汝。汝善護持。毋令斷絕。遇真法器。方	窮 的 要 今 以 授 汝 汝 善 護 持 毋 令 斷 絕 遇 真 法 器 方 
X65n1282_002:0271d23	可傳授。直須秘密。不可影露。恐屬流布。喪滅吾宗。末	可 傳 授 直 須 秘 密 不 可 影 露 恐 屬 流 布 喪 滅 吾 宗 末 
X65n1282_002:0271d24	法時代。人多乾慧。若要辨驗向上人之真偽。有三種	法 時 代 人 多 乾 慧 若 要 辨 驗 向 上 人 之 真 偽 有 三 種 
X65n1282_002:0272a01	滲漏。當機直須具眼。	滲 漏 當 機 直 須 具 眼 
X65n1282_002:0272a02	洞宗三滲漏(滲不停水。漏不盛物。故名滲漏)	洞 宗 三 滲 漏 滲 不 停 水 漏 不 盛 物 故 名 滲 漏 
X65n1282_002:0272a03	一．見滲漏　機不離位。墮在毒海　謂見處滯在所	一 見 滲 漏 機 不 離 位 墮 在 毒 海 謂 見 處 滯 在 所 
X65n1282_002:0272a04	知。設有妙悟。亦須吐却。若不轉位。即坐在一色。所	知 設 有 妙 悟 亦 須 吐 却 若 不 轉 位 即 坐 在 一 色 所 
X65n1282_002:0272a05	言者。直是語中未能盡善。知他見有所滯也。	言 者 直 是 語 中 未 能 盡 善 知 他 見 有 所 滯 也 
X65n1282_002:0272a06	如何是見滲漏。	如 何 是 見 滲 漏 
X65n1282_002:0272a07	三山來云。直具一隻眼。又云。放下著。頌曰。山重	三 山 來 云 直 具 一 隻 眼 又 云 放 下 著 頌 曰 山 重 
X65n1282_002:0272a08	重復水重重。萬水千山一目中。若道水山常在目。	重 復 水 重 重 萬 水 千 山 一 目 中 若 道 水 山 常 在 目 
X65n1282_002:0272a09	行人依舊路濛濛。	行 人 依 舊 路 濛 濛 
X65n1282_002:0272a10	二．情滲漏　智常向背。見處偏枯　謂情境不圓。滯	二 情 滲 漏 智 常 向 背 見 處 偏 枯 謂 情 境 不 圓 滯 
X65n1282_002:0272a11	在取舍。不能融通。鑒覺著於一邊。皆是識浪流轉。	在 取 舍 不 能 融 通 鑒 覺 著 於 一 邊 皆 是 識 浪 流 轉 
X65n1282_002:0272a12	途中岸邊事。直須句句離却二邊。不滯情境。方有	途 中 岸 邊 事 直 須 句 句 離 却 二 邊 不 滯 情 境 方 有 
X65n1282_002:0272a13	出身之路。	出 身 之 路 
X65n1282_002:0272a14	如何是情滲漏。	如 何 是 情 滲 漏 
X65n1282_002:0272a15	三山來云。如膠似漆。又云。活潑些好。頌曰。擔板	三 山 來 云 如 膠 似 漆 又 云 活 潑 些 好 頌 曰 擔 板 
X65n1282_002:0272a16	從來見一邊。何如到處眼雙圓。滿腔繫戀還須吐。	從 來 見 一 邊 何 如 到 處 眼 雙 圓 滿 腔 繫 戀 還 須 吐 
X65n1282_002:0272a17	一落思量便不堪。	一 落 思 量 便 不 堪 
X65n1282_002:0272a18	三．語滲漏　究妙失宗。機昧終始　謂滯在語言。句	三 語 滲 漏 究 妙 失 宗 機 昧 終 始 謂 滯 在 語 言 句 
X65n1282_002:0272a19	失宗旨。不能於言詮三昧下轉身。所以當機暗昧。	失 宗 旨 不 能 於 言 詮 三 昧 下 轉 身 所 以 當 機 暗 昧 
X65n1282_002:0272a20	宗旨不圓。須是通有語中無語。無語中有語。乃得	宗 旨 不 圓 須 是 通 有 語 中 無 語 無 語 中 有 語 乃 得 
X65n1282_002:0272a21	妙旨圓密。	妙 旨 圓 密 
X65n1282_002:0272a22	如何是語滲漏。	如 何 是 語 滲 漏 
X65n1282_002:0272a23	三山來云。倒四顛三。又云。道甚麼。頌曰。有言須	三 山 來 云 倒 四 顛 三 又 云 道 甚 麼 頌 曰 有 言 須 
X65n1282_002:0272a24	是悟無言。開口成雙落二三。況復游揚迷妙義。堪	是 悟 無 言 開 口 成 雙 落 二 三 況 復 游 揚 迷 妙 義 堪 
X65n1282_002:0272b01	悲堪笑口頭禪。	悲 堪 笑 口 頭 禪 
X65n1282_002:0272b02	洞宗三路接人	洞 宗 三 路 接 人 
X65n1282_002:0272b03	鳥道　不開口處玄關轉。未措言時鳥道玄。	鳥 道 不 開 口 處 玄 關 轉 未 措 言 時 鳥 道 玄 
X65n1282_002:0272b04	此是不落語言。聲前一句。	此 是 不 落 語 言 聲 前 一 句 
X65n1282_002:0272b05	玄路　寫成玉篆非干筆。刻出金章不是刀。	玄 路 寫 成 玉 篆 非 干 筆 刻 出 金 章 不 是 刀 
X65n1282_002:0272b06	此是玄音妙旨。談而不談。	此 是 玄 音 妙 旨 談 而 不 談 
X65n1282_002:0272b07	展手　睒眼牙口叮嚀囑。豎拂拈槌仔細傳。	展 手 睒 眼 牙 口 叮 嚀 囑 豎 拂 拈 槌 仔 細 傳 
X65n1282_002:0272b08	此是覿面提持。隨機拈出。	此 是 覿 面 提 持 隨 機 拈 出 
X65n1282_002:0272b09	三山來云。美則美矣。猶有一人大不肯在。	三 山 來 云 美 則 美 矣 猶 有 一 人 大 不 肯 在 
X65n1282_002:0272b10	頌曰。空裏往來絕朕踪。玄中妙義韻難窮。打開八	頌 曰 空 裏 往 來 絕 朕 踪 玄 中 妙 義 韻 難 窮 打 開 八 
X65n1282_002:0272b11	字無遮障。會取機關處處通。	字 無 遮 障 會 取 機 關 處 處 通 
X65n1282_002:0272b12	洞宗三綱要	洞 宗 三 綱 要 
X65n1282_002:0272b13	一．敲唱俱行　敲。擊也。一齊截斷。屬理也。唱。舉也。一	一 敲 唱 俱 行 敲 擊 也 一 齊 截 斷 屬 理 也 唱 舉 也 一 
X65n1282_002:0272b14	竝用出。屬事也。敲唱俱行。事理兼備也。謂之偏正	竝 用 出 屬 事 也 敲 唱 俱 行 事 理 兼 備 也 謂 之 偏 正 
X65n1282_002:0272b15	俱行。即濟宗之照用同時也。	俱 行 即 濟 宗 之 照 用 同 時 也 
X65n1282_002:0272b16	如何是敲唱俱行。	如 何 是 敲 唱 俱 行 
X65n1282_002:0272b17	三山來云。猿嘯鳥啼隨任運。山前嶺後一般春。	三 山 來 云 猿 嘯 鳥 啼 隨 任 運 山 前 嶺 後 一 般 春 
X65n1282_002:0272b18	頌曰。敲唱俱行事一如。收來放去總同途。縱橫理	頌 曰 敲 唱 俱 行 事 一 如 收 來 放 去 總 同 途 縱 橫 理 
X65n1282_002:0272b19	事無偏執。殺活分明會也無。	事 無 偏 執 殺 活 分 明 會 也 無 
X65n1282_002:0272b20	二．金鎖玄路　金鎖者。鈎鎖連環。血脈不斷。事中隱	二 金 鎖 玄 路 金 鎖 者 鈎 鎖 連 環 血 脈 不 斷 事 中 隱 
X65n1282_002:0272b21	理。理中隱事。偏中有正。正中有偏。理事圓融。正偏	理 理 中 隱 事 偏 中 有 正 正 中 有 偏 理 事 圓 融 正 偏 
X65n1282_002:0272b22	不二。交羅無礙。妙應不窮。故曰玄路。	不 二 交 羅 無 礙 妙 應 不 窮 故 曰 玄 路 
X65n1282_002:0272b23	如何是金鎖玄路。	如 何 是 金 鎖 玄 路 
X65n1282_002:0272b24	三山來云。織成一段天然錦。密密金刀剪不開。	三 山 來 云 織 成 一 段 天 然 錦 密 密 金 刀 剪 不 開 
X65n1282_002:0272c01	頌曰。金鎖玄關達者稀。如環妙用在臨機。往來不	頌 曰 金 鎖 玄 關 達 者 稀 如 環 妙 用 在 臨 機 往 來 不 
X65n1282_002:0272c02	斷偏回互。一句無私絕妙奇。	斷 偏 回 互 一 句 無 私 絕 妙 奇 
X65n1282_002:0272c03	三．不墮凡聖　坐斷兩頭。事理不涉。不立玄妙。不落	三 不 墮 凡 聖 坐 斷 兩 頭 事 理 不 涉 不 立 玄 妙 不 落 
X65n1282_002:0272c04	有無。應物利生。得大自在。一切影象依倚。一齊打	有 無 應 物 利 生 得 大 自 在 一 切 影 象 依 倚 一 齊 打 
X65n1282_002:0272c05	脫。明雙收也。	脫 明 雙 收 也 
X65n1282_002:0272c06	如何是不墮凡聖。	如 何 是 不 墮 凡 聖 
X65n1282_002:0272c07	三山來云。本來面目無多子。喫飯穿衣任縱橫。	三 山 來 云 本 來 面 目 無 多 子 喫 飯 穿 衣 任 縱 橫 
X65n1282_002:0272c08	頌曰。聖解凡情一筆勾。也無煩惱也無愁。無生面	頌 曰 聖 解 凡 情 一 筆 勾 也 無 煩 惱 也 無 愁 無 生 面 
X65n1282_002:0272c09	貌團圞在。何事區區作馬牛。	貌 團 圞 在 何 事 區 區 作 馬 牛 
X65n1282_002:0272c10	曹山云。凡見聖解。是金鎖玄路。直須回互。夫取正命	曹 山 云 凡 見 聖 解 是 金 鎖 玄 路 直 須 回 互 夫 取 正 命 
X65n1282_002:0272c11	食者。須具三種墮。一者披毛戴角。二者不斷聲色。	食 者 須 具 三 種 墮 一 者 披 毛 戴 角 二 者 不 斷 聲 色 
X65n1282_002:0272c12	三者不受食。稠布衲問。披毛戴角是甚麼墮。曰。是	三 者 不 受 食 稠 布 衲 問 披 毛 戴 角 是 甚 麼 墮 曰 是 
X65n1282_002:0272c13	類墮。不斷聲色是甚麼墮。曰。是隨墮。不受食是甚	類 墮 不 斷 聲 色 是 甚 麼 墮 曰 是 隨 墮 不 受 食 是 甚 
X65n1282_002:0272c14	麼墮。曰。是尊貴墮。	麼 墮 曰 是 尊 貴 墮 
X65n1282_002:0272c15	洞宗三種墮	洞 宗 三 種 墮 
X65n1282_002:0272c16	一者披毛戴角是類墮　類者。披毛戴角。乃異類中	一 者 披 毛 戴 角 是 類 墮 類 者 披 毛 戴 角 乃 異 類 中 
X65n1282_002:0272c17	事也。若意有所滯。未免落在異類中。須是一念無	事 也 若 意 有 所 滯 未 免 落 在 異 類 中 須 是 一 念 無 
X65n1282_002:0272c18	私。向異類中有出身之處。故類亦須墮。	私 向 異 類 中 有 出 身 之 處 故 類 亦 須 墮 
X65n1282_002:0272c19	如何是類墮。	如 何 是 類 墮 
X65n1282_002:0272c20	三山來云。雖行畜生行。不得畜生報。頌曰。披毛	三 山 來 云 雖 行 畜 生 行 不 得 畜 生 報 頌 曰 披 毛 
X65n1282_002:0272c21	戴角。瀟灑得過。一入荒丘。尋他不著。	戴 角 瀟 灑 得 過 一 入 荒 丘 尋 他 不 著 
X65n1282_002:0272c22	二者不斷聲色是隨處墮　隨者。隨聲逐色。不斷聲	二 者 不 斷 聲 色 是 隨 處 墮 隨 者 隨 聲 逐 色 不 斷 聲 
X65n1282_002:0272c23	色也。若不明聲色。未免落在聲色中。要知聲不自	色 也 若 不 明 聲 色 未 免 落 在 聲 色 中 要 知 聲 不 自 
X65n1282_002:0272c24	聲。色不自色。聲色本無。因心假立。須是不著見聞。	聲 色 不 自 色 聲 色 本 無 因 心 假 立 須 是 不 著 見 聞 
X65n1282_002:0273a01	向聲色中有出身之路。故隨亦須墮。	向 聲 色 中 有 出 身 之 路 故 隨 亦 須 墮 
X65n1282_002:0273a02	如何是隨墮。	如 何 是 隨 墮 
X65n1282_002:0273a03	三山來云。見色非干色。聞聲不是聲。頌曰。見色	三 山 來 云 見 色 非 干 色 聞 聲 不 是 聲 頌 曰 見 色 
X65n1282_002:0273a04	聞聲。終不是塵。鶯啼綠樹。別有知音。	聞 聲 終 不 是 塵 鶯 啼 綠 樹 別 有 知 音 
X65n1282_002:0273a05	三者不受食是尊貴墮　受食是今時事。不受食是	三 者 不 受 食 是 尊 貴 墮 受 食 是 今 時 事 不 受 食 是 
X65n1282_002:0273a06	那邊事。若執在那邊。未免落在尊貴中。須是知那	那 邊 事 若 執 在 那 邊 未 免 落 在 尊 貴 中 須 是 知 那 
X65n1282_002:0273a07	邊了。却來者邊行履。尊貴一位。猶須虗却。故尊貴	邊 了 却 來 者 邊 行 履 尊 貴 一 位 猶 須 虗 却 故 尊 貴 
X65n1282_002:0273a08	亦須墮。	亦 須 墮 
X65n1282_002:0273a09	如何是尊貴墮。	如 何 是 尊 貴 墮 
X65n1282_002:0273a10	三山來云。不裝珍御服。來著破襤衫。頌曰。禮絕	三 山 來 云 不 裝 珍 御 服 來 著 破 襤 衫 頌 曰 禮 絕 
X65n1282_002:0273a11	百僚。非是尊高。無人侍立。常自逍遙。	百 僚 非 是 尊 高 無 人 侍 立 常 自 逍 遙 
X65n1282_002:0273a12	三山來云。墮有墮落．墮除二義。苟滯在三者中。便	三 山 來 云 墮 有 墮 落 墮 除 二 義 苟 滯 在 三 者 中 便 
X65n1282_002:0273a13	是墮落。能向三者中。有出身處。便為墮除。若論披	是 墮 落 能 向 三 者 中 有 出 身 處 便 為 墮 除 若 論 披 
X65n1282_002:0273a14	毛戴角是類墮。不斷聲色是隨墮。不受食是尊貴	毛 戴 角 是 類 墮 不 斷 聲 色 是 隨 墮 不 受 食 是 尊 貴 
X65n1282_002:0273a15	墮。則墮落之義為是。若論曹山須具三種墮之言。	墮 則 墮 落 之 義 為 是 若 論 曹 山 須 具 三 種 墮 之 言 
X65n1282_002:0273a16	則墮除之義為是。如上所註。二義兼該。大約三種	則 墮 除 之 義 為 是 如 上 所 註 二 義 兼 該 大 約 三 種 
X65n1282_002:0273a17	看來。須明轉位始得。識者辨諸。	看 來 須 明 轉 位 始 得 識 者 辨 諸 
X65n1282_002:0273a18	正令食	正 令 食 
X65n1282_002:0273a19	知時而食。不受食害。即不枉死。名正命食。黃檗云。	知 時 而 食 不 受 食 害 即 不 枉 死 名 正 命 食 黃 檗 云 
X65n1282_002:0273a20	今之參學者。纔出眾來。只欲多知解。廣求文義喚	今 之 參 學 者 纔 出 眾 來 只 欲 多 知 解 廣 求 文 義 喚 
X65n1282_002:0273a21	作修行。不知多了知解反成毒藥。如多與兒酪乳。	作 修 行 不 知 多 了 知 解 反 成 毒 藥 如 多 與 兒 酪 乳 
X65n1282_002:0273a22	消與不消。都總不知。以此受害。豈知知解盡屬生	消 與 不 消 都 總 不 知 以 此 受 害 豈 知 知 解 盡 屬 生 
X65n1282_002:0273a23	滅。真如之中。本無此事。故曹山貴正命食。立三墮。	滅 真 如 之 中 本 無 此 事 故 曹 山 貴 正 命 食 立 三 墮 
X65n1282_002:0273a24	洞宗三種蘆花	洞 宗 三 種 蘆 花 
X65n1282_002:0273b01	內三種蘆花	內 三 種 蘆 花 
X65n1282_002:0273b02	一種蘆花　一色到頭純素白。二邊不許著青黃。	一 種 蘆 花 一 色 到 頭 純 素 白 二 邊 不 許 著 青 黃 
X65n1282_002:0273b03	此乃實際理地。不受一塵。真空絕相。及盡今時。名	此 乃 實 際 理 地 不 受 一 塵 真 空 絕 相 及 盡 今 時 名 
X65n1282_002:0273b04	一色蘆花。	一 色 蘆 花 
X65n1282_002:0273b05	二種蘆花　不與凡花為比竝。獨超眾草自尊高。	二 種 蘆 花 不 與 凡 花 為 比 竝 獨 超 眾 草 自 尊 高 
X65n1282_002:0273b06	此是不守一色。不住正位。向上優游。鶴騰霄漢出	此 是 不 守 一 色 不 住 正 位 向 上 優 游 鶴 騰 霄 漢 出 
X65n1282_002:0273b07	銀籠。名飛出蘆花。	銀 籠 名 飛 出 蘆 花 
