X87n1618_001:0144c06	 自序	 自 序 
X87n1618_001:0160c18	狐疑。外無一物而能建立。皆是本心生萬種法。若欲	狐 疑 外 無 一 物 而 能 建 立 皆 是 本 心 生 萬 種 法 若 欲 
X87n1618_001:0160c19	成就種種智。須達(〔一相三昧。一行三昧〕)若于一切處而不住相。	成 就 種 種 智 須 達 一 相 三 昧 一行三昧 若 于 一 切 處 而 不 住 相 
X87n1618_001:0160c20	彼相中不生憎愛。亦無取舍。不念利益成敗等事。安	彼 相 中 不 生 憎 愛 亦 無 取 舍 不 念 利 益 成 敗 等 事 安 
X87n1618_001:0160c21	閒恬靜。虗融淡泊。此名一相三昧。若于一切處。行住	閒 恬 靜 虗 融 淡 泊 此 名 一 相 三 昧 若 于 一 切 處 行 住 
X87n1618_001:0160c22	坐臥。純一直心。不動道場。直成淨土。名一行三昧。若	坐 臥 純 一 直 心 不 動 道 場 直 成 淨 土 名 一行三昧 若 
X87n1618_001:0160c23	人具二三昧。如地有種。能含藏長養。神秀禪師。姓	人 具 二 三 昧 如 地 有 種 能 含 藏 長 養 神 秀 禪 師 姓 
X87n1618_001:0160c24	李。汴州尉氏人。少遍覧經史。隋末出家。師事弘忍。忍	李 汴 州 尉 氏 人 少 遍 覧 經 史 隋 末 出 家 師 事 弘 忍 忍 
X87n1618_001:0161a01	謂秀曰。吾度多人矣。至于懸解圓炤。無先汝者。弘忍	謂 秀 曰 吾 度 多 人 矣 至 于 懸 解 圓 炤 無 先 汝 者 弘 忍 
X87n1618_001:0161a02	以咸亨五年卒。神秀乃往荊州。居于當陽山。則天聞	以 咸 亨 五 年 卒 神 秀 乃 往 荊 州 居 于 當 陽 山 則 天 聞 
X87n1618_001:0161a03	其名。追赴都。肩輿上殿。親加跪禮。敕當陽山。置度一	其 名 追 赴 都 肩 輿 上 殿 親 加 跪 禮 敕 當 陽 山 置 度 一 
X87n1618_001:0161a04	寺以旌其德。時王公以下士庶謁見望塵拜伏。中宗	寺 以 旌 其 德 時 王 公 以 下 士 庶 謁 見 望 塵 拜 伏 中 宗 
X87n1618_001:0161a05	即位。尤加敬異。秀與慧能同學。弘忍卒後。能往韶州	即 位 尤 加 敬 異 秀 與 慧 能 同 學 弘 忍 卒 後 能 往 韶 州 
X87n1618_001:0161a06	廣果寺。天下各傳其道。謂神秀為北宗。慧能為南宗	廣 果 寺 天 下 各 傳 其 道 謂 神 秀 為 北 宗 慧 能 為 南 宗 
X87n1618_001:0161a07	(桃花雪白李花紅。日出西方夜落東)。南嶽懷讓禪師禮祖。祖曰。何處	 桃 花 雪 白 李 花 紅 日 出 西 方 夜 落 東 南 嶽 懷 讓 禪 師 禮 祖 祖 曰 何 處 
X87n1618_001:0161a08	來。曰嵩山。祖曰。甚麼物恁麼來。曰說似一物即不中。	來 曰 嵩 山 祖 曰 甚 麼 物 恁 麼 來 曰 說 似 一 物 即 不 中 
X87n1618_001:0161a09	祖曰。還假修證否。曰修證即不無。污染即不得。祖曰。	祖 曰 還 假 修 證 否 曰 修 證 即 不 無 污 染 即 不 得 祖 曰 
X87n1618_001:0161a10	只此不污染。諸佛之所護念。汝既如是。吾亦如是。西	只 此 不 污 染 諸 佛 之 所 護 念 汝 既 如 是 吾 亦 如 是 西 
X87n1618_001:0161a11	天般若多羅。讖汝足下。出一馬駒。踏殺天下人。應在	天 般 若 多 羅 讖 汝 足 下 出 一 馬 駒 踏 殺 天 下 人 應 在 
X87n1618_001:0161a12	汝躳。青原行思禪師。參祖。問曰。當何所務。即不落	汝 躳 青 原 行 思 禪 師 參 祖 問 曰 當 何 所 務 即 不 落 
X87n1618_001:0161a13	階級。祖曰。汝曾作甚麼來。曰聖諦亦不為。祖曰。落何	階 級 祖 曰 汝 曾 作 甚 麼 來 曰 聖 諦 亦 不 為 祖 曰 落 何 
X87n1618_001:0161a14	階級。曰聖諦尚不為。何階級之有。祖深器之。時得法	階 級 曰 聖 諦 尚 不 為 何 階 級 之 有 祖 深 器 之 時 得 法 
X87n1618_001:0161a15	者三十人。嶽原獨首曹溪。永嘉玄覺禪師。少習經	者 三 十 人 嶽 原 獨 首 曹 溪 永 嘉 玄 覺 禪 師 少 習 經 
X87n1618_001:0161a16	論。精天台止觀法門。閱維摩經。發明心地。後遇左谿	論 精 天 台 止 觀 法 門 閱 維 摩 經 發 明 心 地 後 遇 左 谿 
X87n1618_001:0161a17	朗禪師激勵。與陽策禪師。同詣曹溪。初到振錫。繞三	朗 禪 師 激 勵 與 陽 策 禪 師 同 詣 曹 溪 初 到 振 錫 繞 三 
X87n1618_001:0161a18	帀。卓然而立。祖曰。夫沙門者。具三千威儀。八萬細行。	帀 卓 然 而 立 祖 曰 夫 沙 門 者 具 三 千 威 儀 八 萬 細 行 
X87n1618_001:0161a19	大德自何方來。生大我慢。曰生死事大。無常迅速。祖	大 德 自 何 方 來 生 大 我 慢 曰 生 死 事 大 無 常 迅 速 祖 
X87n1618_001:0161a20	曰。何不體取無生。了無速乎。曰體即無生。了本無速。	曰 何 不 體 取 無 生 了 無 速 乎 曰 體 即 無 生 了 本 無 速 
X87n1618_001:0161a21	祖曰。如是如是。於時大眾無不愕然。覺方具威儀參	祖 曰 如是如是 於 時 大 眾 無 不 愕 然 覺 方 具 威 儀 參 
X87n1618_001:0161a22	禮。須臾告辭。祖曰。返太速乎。少留一宿。時謂一宿覺。	禮 須 臾 告 辭 祖 曰 返 太 速 乎 少 留 一 宿 時 謂 一 宿 覺 
X87n1618_001:0161a23	僧智通。看楞伽經。約千餘徧。不會三身四智。禮祖	僧 智 通 看 楞 伽 經 約 千 餘 徧 不 會 三 身 四 智 禮 祖 
X87n1618_001:0161a24	求解。祖曰。三身者。清淨法身。汝之性也。圓滿報身。汝	求 解 祖 曰 三 身 者 清 淨 法 身 汝 之 性 也 圓 滿 報 身 汝 
X87n1618_001:0161b01	之智也。千百億身。汝之行也。若離本性。別說三身。即	之 智 也 千 百 億 身 汝 之 行 也 若 離 本 性 別 說 三 身 即 
X87n1618_001:0161b02	名有身無智。若悟三身。無有自性。即名四智菩提。聽	名 有 身 無 智 若 悟 三 身 無 有 自 性 即 名 四 智 菩 提 聽 
X87n1618_001:0161b03	吾偈曰。自性具三身。發明成四智。不離見聞緣。超然	吾 偈 曰 自 性 具 三 身 發 明 成 四 智 不 離 見 聞 緣 超 然 
X87n1618_001:0161b04	登佛地。吾今為汝說。諦信永無迷。莫學馳求者。終日	登 佛 地 吾 今 為 汝 說 諦 信 永 無 迷 莫 學 馳 求 者 終 日 
X87n1618_001:0161b05	說菩提。通曰。四智之義。可得聞乎。祖曰。既會三身。便	說 菩 提 通 曰 四 智 之 義 可 得 聞 乎 祖 曰 既 會 三 身 便 
X87n1618_001:0161b06	明四智。何更問耶。若離三身。別談四智。此名有智無	明 四 智 何 更 問 耶 若 離 三 身 別 談 四 智 此 名 有 智 無 
X87n1618_001:0161b07	身。即此有智。還成無智。復說偈曰。大圓鏡智性清淨。	身 即 此 有 智 還 成 無 智 復 說 偈 曰 大圓鏡智 性 清 淨 
X87n1618_001:0161b08	平等性智心無病。妙觀察智見非功。成所作智同圓	平等性智 心 無 病 妙觀察智 見 非 功 成所作智 同 圓 
X87n1618_001:0161b09	鏡。五八六七果因轉。但用名言無實性。若於轉處不	鏡 五 八 六 七 果 因 轉 但 用 名 言 無 實 性 若 於 轉 處 不 
X87n1618_001:0161b10	留情。繁興永處耶伽定(轉前五識。為成所作智。轉第六識。為妙觀察智。轉第七識。	留 情 繁 興 永 處 耶 伽 定 轉 前 五 識 為 成所作智 轉 第 六 識 為 妙觀察智 轉 第 七 識 
X87n1618_001:0161b11	為平等性智。轉第八識。為大圓鏡智。六七因中轉。五八果上轉。名轉。體不轉)。僧問。黃梅	為 平等性智 轉 第 八 識 為 大圓鏡智 六 七 因 中 轉 五 八 果 上 轉 名 轉 體 不 轉 僧 問 黃 梅 
X87n1618_001:0161b12	意旨甚麼人得。祖曰。會佛法人得。曰和尚還得否。祖	意 旨 甚 麼 人 得 祖 曰 會 佛 法 人 得 曰 和 尚 還 得 否 祖 
X87n1618_001:0161b13	曰。我不會佛法。七月八日。謂門人曰。吾欲歸新州。	曰 我 不 會 佛 法 七 月 八 日 謂 門 人 曰 吾 欲 歸 新 州 
X87n1618_001:0161b14	汝等速理舟楫。大眾哀留甚堅。祖曰。諸佛出現。猶示	汝 等 速 理 舟 楫 大 眾 哀 留 甚 堅 祖 曰 諸 佛 出 現 猶 示 
X87n1618_001:0161b15	涅槃。有來必去。理亦當然。吾此形骸。歸必有所。眾曰。	涅 槃 有 來 必 去 理 亦 當 然 吾 此 形 骸 歸 必 有 所 眾 曰 
X87n1618_001:0161b16	師從此去。早晚可回。祖曰。落葉歸根。來時無口(賣柴字不	師 從 此 去 早 晚 可 回 祖 曰 落 葉 歸 根 來 時 無 口 賣 柴 字 不 
X87n1618_001:0161b17	識。金剛得透入。三更進室舉宗綱。心動折却風鈴議。從茲甘露遍寰中。鳥近金山無異色。且道來時無口。為門	識 金 剛 得 透 入 三 更 進 室 舉 宗 綱 心 動 折 却 風 鈴 議 從 茲 甘 露 遍 寰 中 鳥 近 金 山 無 異 色 且 道 來 時 無 口 為 門 
X87n1618_001:0161b18	人答話耶。說道理耶。嘻。非但來時無口。去時亦無鼻孔)。	人 答 話 耶 說 道 理 耶 嘻 非 但 來 時 無 口 去 時 亦 無 鼻 孔 
X87n1618_001:0161b19	金粟百癡禪師評	金 粟 百 癡 禪 師 評 
X87n1618_001:0161b20	黃面瞿曇。敗闕不少。二三四七。狼籍轉多。居士傍觀	黃 面 瞿 曇 敗 闕 不 少 二 三 四 七 狼 籍 轉 多 居 士 傍 觀 
X87n1618_001:0161b21	者清。到底翻成露布。可惜金粟臂長袖短。無力與他	者 清 到 底 翻 成 露 布 可 惜 金 粟 臂 長 袖 短 無 力 與 他 
X87n1618_001:0161b22	剗除。雖然如是。虗空包不盡。大地載不起。何必于斯	剗 除 雖 然 如 是 虗 空 包 不 盡 大 地 載 不 起 何 必 于 斯 
X87n1618_001:0161b23	來下嘴。所謂英靈自有英靈眼。得英靈處見英靈。	來 下 嘴 所 謂 英 靈 自 有 英 靈 眼 得 英 靈 處 見 英 靈 
X87n1618_001:0161b24	祖庭嫡傳指南卷上	祖 庭 嫡 傳 指 南 卷 上 
X87n1618_002:0161c03	祖庭嫡傳指南卷下	祖 庭 嫡 傳 指 南 卷 下 
X87n1618_002:0161c05	武原居士　徐昌治覲周父　編述	武 原 居 士 徐 昌 治 覲 周 父 編 述 
X87n1618_002:0161c06	第一世南嶽懷讓禪師六祖嗣。金州杜氏子。唐儀鳳	第 一 世 南 嶽 懷 讓 禪 師 六 祖 嗣 金 州 杜 氏 子 唐 儀 鳳 
X87n1618_002:0161c07	二年。四月八日降生。有白氣上屬天。太史奏之高宗。	二 年 四 月 八 日 降 生 有 白 氣 上 屬 天 太 史 奏 之 高 宗 
X87n1618_002:0161c08	宗問是何祥乎。對曰國之法器。不染世榮。宗傳敕金	宗 問 是 何 祥 乎 對 曰 國 之 法 器 不 染 世 榮 宗 傳 敕 金 
X87n1618_002:0161c09	州太守韓偕。親往存慰。年十歲。惟樂佛書。有玄靜三	州 太 守 韓 偕 親 往 存 慰 年 十 歲 惟 樂 佛 書 有 玄 靜 三 
X87n1618_002:0161c10	藏。告師父母曰。此子若出家。必獲上乘。廣廣眾生。至	藏 告 師 父 母 曰 此 子 若 出 家 必 獲 上 乘 廣 廣 眾 生 至 
X87n1618_002:0161c11	垂拱三年。年十五。依荊州玉泉寺弘景律師出家。通	垂 拱 三 年 年 十 五 依 荊 州 玉 泉 寺 弘 景 律 師 出 家 通 
X87n1618_002:0161c12	天二年受戒。習毗尼藏。一日歎曰。夫出家者。當為無	天 二 年 受 戒 習 毗 尼 藏 一 日 歎 曰 夫 出 家 者 當 為 無 
X87n1618_002:0161c13	為法。天上人間無有勝者。遇同學坦然。相與謁嵩山	為 法 天 上 人 間 無 有 勝 者 遇 同 學 坦 然 相 與 謁 嵩 山 
X87n1618_002:0161c14	安公。安令詣曹溪。見六祖。得法侍祖復十五年。先天	安 公 安 令 詣 曹 溪 見 六 祖 得 法 侍 祖 復 十 五 年 先 天 
X87n1618_002:0161c15	二年。往衡嶽。居般若寺。開元中。有沙門道一。在衡嶽。	二 年 往 衡 嶽 居 般 若 寺 開 元 中 有 沙 門 道 一 在 衡 嶽 
X87n1618_002:0161c16	常習坐禪。師知是法器。往問曰。大德坐禪圖甚麼。一	常 習 坐 禪 師 知 是 法 器 往 問 曰 大 德 坐 禪 圖 甚 麼 一 
X87n1618_002:0161c17	曰。圖作佛。師乃取一磚於彼菴前石上磨。一曰。磨作	曰 圖 作 佛 師 乃 取 一 磚 於 彼 菴 前 石 上 磨 一 曰 磨 作 
X87n1618_002:0161c18	甚麼。師曰磨作鏡。一曰。磨磚豈得成鏡耶。師曰。磨磚	甚 麼 師 曰 磨 作 鏡 一 曰 磨 磚 豈 得 成 鏡 耶 師 曰 磨 磚 
X87n1618_002:0161c19	既不成鏡。坐禪豈得作佛。曰如何即是。師曰如牛駕	既 不 成 鏡 坐 禪 豈 得 作 佛 曰 如 何 即 是 師 曰 如 牛 駕 
X87n1618_002:0161c20	車。車若不行。打牛即是。打車即是。一無對。師又曰。汝	車 車 若 不 行 打 牛 即 是 打 車 即 是 一 無 對 師 又 曰 汝 
X87n1618_002:0161c21	學坐禪。為學坐佛。若學坐禪。禪非坐臥。若學坐佛。佛	學 坐 禪 為 學 坐 佛 若 學 坐 禪 禪 非 坐 臥 若 學 坐 佛 佛 
X87n1618_002:0161c22	非定相。於無住法。不應取捨。汝若坐佛。即是殺佛。若	非 定 相 於 無 住 法 不 應 取 捨 汝 若 坐 佛 即 是 殺 佛 若 
X87n1618_002:0161c23	執坐相。非達其理。一聞示誨。如飲醍醐。禮拜問曰。如	執 坐 相 非 達 其 理 一 聞 示 誨 如 飲 醍 醐 禮 拜 問 曰 如 
X87n1618_002:0161c24	何用心即合無相三昧。師曰。汝學心地法門。如下種	何 用 心 即 合 無相三昧 師 曰 汝 學 心 地 法 門 如 下 種 
X87n1618_002:0162a01	子。我說法要。譬彼天澤。汝緣合故。當見其道。又問道	子 我 說 法 要 譬 彼 天 澤 汝 緣 合 故 當 見 其 道 又 問 道 
X87n1618_002:0162a02	非色相。云何能見。師曰。心地法眼。能見乎道。無相三	非 色 相 云 何 能 見 師 曰 心 地 法 眼 能 見 乎 道 無 相 三 
X87n1618_002:0162a03	昧。亦復然矣。一曰有成壞否。師曰。若以成壞聚散而	昧 亦 復 然 矣 一 曰 有 成 壞 否 師 曰 若 以 成 壞 聚 散 而 
X87n1618_002:0162a04	見道者。非見道也。聽吾偈曰。心地含諸種。遇澤悉皆	見 道 者 非 見 道 也 聽 吾 偈 曰 心 地 含 諸 種 遇 澤 悉 皆 
X87n1618_002:0162a05	萌。三昧華無相。何壞復何成。一蒙開悟。心意超然。侍	萌 三 昧 華 無 相 何 壞 復 何 成 一 蒙 開 悟 心 意 超 然 侍 
X87n1618_002:0162a06	奉九秋。日益玄奧。遂得法(既是無相三昧。嗔甚麼作車。喚甚作牛。摠是金鞭	奉 九 秋 日 益 玄 奧 遂 得 法 既 是 無相三昧 嗔 甚 麼 作 車 喚 甚 作 牛 摠 是 金 鞭 
X87n1618_002:0162a07	裏橫馳驟。踢碎車輪踏殺牛)。僧問。如鏡鑄像。像成後。未審光向	裏 橫 馳 驟 踢 碎 車 輪 踏 殺 牛 僧 問 如 鏡 鑄 像 像 成 後 未 審 光 向 
X87n1618_002:0162a08	甚麼處去。師曰。如大德為童子時。相貌何在。曰祇如	甚 麼 處 去 師 曰 如 大 德 為 童 子 時 相 貌 何 在 曰 祇 如 
X87n1618_002:0162a09	像成後。為甚麼不鑑炤。師曰。雖然不鑑炤。謾他一點	像 成 後 為 甚 麼 不 鑑 炤 師 曰 雖 然 不 鑑 炤 謾 他 一 點 
X87n1618_002:0162a10	不得。後馬大師闡化于江西。師問眾曰。道一為眾說	不 得 後 馬 大 師 闡 化 于 江 西 師 問 眾 曰 道 一 為 眾 說 
X87n1618_002:0162a11	法否。眾曰已為眾說法。師曰總未見人持箇消息來。	法 否 眾 曰 已 為 眾 說 法 師 曰 總 未 見 人 持 箇 消 息 來 
X87n1618_002:0162a12	眾無對。因遣一僧去。囑曰。待伊上堂時。但問作麼生。	眾 無 對 因 遣 一 僧 去 囑 曰 待 伊 上 堂 時 但 問 作 麼 生 
X87n1618_002:0162a13	伊道底言語。記將來。僧去。一如師旨。回謂師曰。馬祖	伊 道 底 言 語 記 將 來 僧 去 一 如 師 旨 回 謂 師 曰 馬 祖 
X87n1618_002:0162a14	云。自從胡亂後。三十年不曾少鹽醬。師然之。入室弟	云 自 從 胡 亂 後 三 十 年 不 曾 少 鹽 醬 師 然 之 入 室 弟 
X87n1618_002:0162a15	子六人。師各印可。得正脉者。馬祖一人而已。師于天	子 六 人 師 各 印 可 得 正 脉 者 馬 祖 一 人 而 已 師 于 天 
X87n1618_002:0162a16	寶三年。八月十一日圓寂。塔于衡嶽。諡大慧。	寶 三 年 八 月 十 一 日 圓 寂 塔 于 衡 嶽 諡 大 慧 
X87n1618_002:0162a17	第二世江西道一禪師南嶽嗣。漢州什邡縣人。姓馬	第 二 世 江 西 道 一 禪 師 南 嶽 嗣 漢 州 什 邡 縣 人 姓 馬 
X87n1618_002:0162a18	氏。稱馬大師。容貌奇異。牛行虎視。引舌過鼻。足下有	氏 稱 馬 大 師 容 貌 奇 異 牛 行 虎 視 引 舌 過 鼻 足 下 有 
X87n1618_002:0162a19	二輪文。幼歲于本邑羅漢寺出家。受具于渝州圓律	二 輪 文 幼 歲 于 本 邑 羅 漢 寺 出 家 受 具 于 渝 州 圓 律 
X87n1618_002:0162a20	師。開元中。習定于衡州。讓和尚。發明大事。受法。始自	師 開 元 中 習 定 于 衡 州 讓 和 尚 發 明 大 事 受 法 始 自 
X87n1618_002:0162a21	建陽佛跡嶺。遷臨川。次南康龔公山。大曆中。隸名鍾	建 陽 佛 跡 嶺 遷 臨 川 次 南 康 龔 公 山 大 曆 中 隸 名 鍾 
X87n1618_002:0162a22	陵開元寺。四方學者雲集。鄧隱峯辭師至石頭去。	陵 開 元 寺 四 方 學 者 雲 集 鄧 隱 峯 辭 師 至 石 頭 去 
X87n1618_002:0162a23	師曰。石頭路滑。峯曰竿木隨身。逢場作戲。去見石頭。	師 曰 石 頭 路 滑 峯 曰 竿 木 隨 身 逢 場 作 戲 去 見 石 頭 
X87n1618_002:0162a24	即繞禪牀一匝。振錫一聲。問是何宗旨。石頭曰。蒼天	即 繞 禪 牀 一 匝 振 錫 一 聲 問 是 何 宗 旨 石 頭 曰 蒼 天 
X87n1618_002:0162b01	蒼天。峯無語。却回。師一日謂眾曰。汝等諸人。各信	蒼 天 峯 無 語 却 回 師 一 日 謂 眾 曰 汝 等 諸 人 各 信 
X87n1618_002:0162b02	自心是佛。此心即是佛心。達磨大師。從南天竺國。來	自 心 是 佛 此 心 即 是 佛 心 達 磨 大 師 從 南 天 竺 國 來 
X87n1618_002:0162b03	至中華。傳上乘一心之法。令汝等開悟。又引楞伽經	至 中 華 傳 上 乘 一 心 之 法 令 汝 等 開 悟 又 引 楞 伽 經 
X87n1618_002:0162b04	文。以印眾生心地。恐汝顛倒。不自信此一心之法各	文 以 印 眾 生 心 地 恐 汝 顛 倒 不 自 信 此 一 心 之 法 各 
X87n1618_002:0162b05	各自有之故。楞伽經。以佛語心為宗。無門為法門。夫	各 自 有 之 故 楞 伽 經 以 佛 語 心 為 宗 無 門 為 法 門 夫 
X87n1618_002:0162b06	求法者。應無所求。心外無別佛。佛外無別心。不取善。	求 法 者 應 無 所 求 心 外 無 別 佛 佛 外 無 別 心 不 取 善 
X87n1618_002:0162b07	不捨惡。淨穢兩邊。俱不依怙。故三界惟心。森羅萬象。	不 捨 惡 淨 穢 兩 邊 俱 不 依 怙 故 三 界 惟 心 森 羅 萬 象 
X87n1618_002:0162b08	一法之所印。凡所見色皆是見心。心不自心。因色故	一 法 之 所 印 凡 所 見 色 皆 是 見 心 心 不 自 心 因 色 故 
X87n1618_002:0162b09	有。汝但隨言說。即事即理。都無所礙。菩提道果。亦復	有 汝 但 隨 言 說 即 事 即 理 都 無 所 礙 菩 提 道 果 亦 復 
X87n1618_002:0162b10	如是。於心所生。即名為色。知色空故。生即不生。若了	如 是 於 心 所 生 即 名 為 色 知 色 空 故 生 即 不 生 若 了 
X87n1618_002:0162b11	此色。乃可隨時著衣喫飯。長養聖胎。任運過時。更有	此 色 乃 可 隨 時 著 衣 喫 飯 長 養 聖 胎 任 運 過 時 更 有 
X87n1618_002:0162b12	何事。汝受吾教。聽吾偈言。心地隨時說。菩提亦祇寧。	何 事 汝 受 吾 教 聽 吾 偈 言 心 地 隨 時 說 菩 提 亦 祇 寧 
X87n1618_002:0162b13	事理俱無礙。當生即不生(即心即佛。頭上安頭。非心非佛。無繩自縛。不是心。不	事 理 俱 無 礙 當 生 即 不 生 即 心 即 佛 頭 上 安 頭 非 心 非 佛 無 繩 自 縛 不 是 心 不 
X87n1618_002:0162b14	是佛。不是物。泥裏洗土塊。就師答僧問三種語看來。末後且教體會大道。何等覿面相呈)。一夕	是 佛 不 是 物 泥 裏 洗 土 塊 就 師 答 僧 問 三 種 語 看 來 末 後 且 教 體 會 大 道 何 等 覿 面 相 呈 一 夕 
X87n1618_002:0162b15	西堂。百丈。南泉。隨侍翫月次。師問正甚麼時如何。堂	西 堂 百 丈 南 泉 隨 侍 翫 月 次 師 問 正 甚 麼 時 如 何 堂 
X87n1618_002:0162b16	曰正好供養。丈曰正好修行。泉拂袖便行。師曰經入	曰 正 好 供 養 丈 曰 正 好 修 行 泉 拂 袖 便 行 師 曰 經 入 
X87n1618_002:0162b17	藏。禪歸海。惟有普願。獨超物外(兩三嘲弄風月。馬師亂剳塗污。要與明月	藏 禪 歸 海 惟 有 普 願 獨 超 物 外 兩 三 嘲 弄 風 月 馬 師 亂 剳 塗 污 要 與 明 月 
X87n1618_002:0162b18	清風增光。須具眼勘破)。師問百丈。汝以何法示人。丈竪起拂	清 風 增 光 須 具 眼 勘 破 師 問 百 丈 汝 以 何 法 示 人 丈 竪 起 拂 
X87n1618_002:0162b19	子。師曰祇這箇。為當別有。丈拋下拂子(有水皆含月。無山不帶雲)。	子 師 曰 祇 這 箇 為 當 別 有 丈 拋 下 拂 子 有 水 皆 含 月 無 山 不 帶 雲 
X87n1618_002:0162b20	僧問離四句。絕百非。請師直指西來意。師曰。我今	僧 問 離 四 句 絕 百 非 請 師 直 指 西 來 意 師 曰 我 今 
X87n1618_002:0162b21	日勞倦。不能為汝說。問取智藏去。僧問西堂。堂云。何	日 勞 倦 不 能 為 汝 說 問 取 智 藏 去 僧 問 西 堂 堂 云 何 
X87n1618_002:0162b22	不問和尚。僧云和尚教來問。堂云。我今日頭痛。不能	不 問 和 尚 僧 云 和 尚 教 來 問 堂 云 我 今 日 頭 痛 不 能 
X87n1618_002:0162b23	為汝說。問取海兄去。僧又問百丈。丈云我者裏。却不	為 汝 說 問 取 海 兄 去 僧 又 問 百 丈 丈 云 我 者 裏 却 不 
X87n1618_002:0162b24	會。僧却回舉似。師曰。藏頭白。海頭黑(這僧問頭太嶮峻。幾令馬師父	會 僧 却 回 舉 似 師 曰 藏 頭 白 海 頭 黑 這 僧 問 頭 太 嶮 峻 幾 令 馬 師 父 
X87n1618_002:0162c01	子出身無路。還喜髑髏前。着着中箭○三箇不答。摠是拍盲地。將古人醍醐上味。着毒藥在裏許。所以馬祖道。	子 出 身 無 路 還 喜 髑 髏 前 着 着 中 箭 三 箇 不 答 摠 是 拍 盲 地 將 古 人 醍 醐 上 味 着 毒 藥 在 裏 許 所 以 馬 祖 道 
X87n1618_002:0162c02	待汝一口吸盡西江水即向汝道。與此公案一般。若會得藏頭白。海頭黑。更會西江水話。這僧將一擔懵憧。換	待 汝 一 口 吸 盡 西 江 水 即 向 汝 道 與 此 公 案 一 般 若 會 得 藏 頭 白 海 頭 黑 更 會 西 江 水 話 這 僧 將 一 擔 懵 憧 換 
X87n1618_002:0162c03	得箇不安樂。更勞他三尊宿。入泥入水。畢竟這僧不瞥地。雖然恁麼。這三個宗師。却被擔板漢勘破。如今只管	得 箇 不 安 樂 更 勞 他 三 尊 宿 入 泥 入 水 畢 竟 這 僧 不 瞥 地 雖 然 恁 麼 這 三 個 宗 師 却 被 擔 板 漢 勘 破 如 今 只 管 
X87n1618_002:0162c04	向語言上作活計。云白是明頭合。黑是暗頭合。只管鑽研計較。殊不知古人一句。截斷色根。須是正脉裏自看。	向 語 言 上 作 活 計 云 白 是 明 頭 合 黑 是 暗 頭 合 只 管 鑽 研 計 較 殊 不 知 古 人 一 句 截 斷 色 根 須 是 正 脉 裏 自 看 
X87n1618_002:0162c05	始得穩當。所以道。末後一句。始到牢關。把斷要津。不通凡聖)。師于貞元四年正	始 得 穩 當 所 以 道 末 後 一 句 始 到 牢 關 把 斷 要 津 不 通 凡 聖 師 于 貞 元 四 年 正 
X87n1618_002:0162c06	月中。登建昌石門山。于林中經行。見洞壑平坦。謂侍者	月 中 登 建 昌 石 門 山 于 林 中 經 行 見 洞 壑 平 坦 謂 侍 者 
X87n1618_002:0162c07	曰。吾之朽質。當于來月歸茲地矣。及歸。遂示疾。院主	曰 吾 之 朽 質 當 于 來 月 歸 茲 地 矣 及 歸 遂 示 疾 院 主 
X87n1618_002:0162c08	問。和尚近日尊體如何。師曰。日面佛。月面佛(日面月面。晝夜	問 和 尚 近 日 尊 體 如 何 師 曰 日 面 佛 月 面 佛 日 面 月 面 晝 夜 
X87n1618_002:0162c09	常現。孰信盲人。却自能現。正是爍破臉皮渾是骨。一箭清光射入屋)。龐居士問。不昧	常 現 孰 信 盲 人 却 自 能 現 正 是 爍 破 臉 皮 渾 是 骨 一 箭 清 光 射 入 屋 龐 居 士 問 不 昧 
X87n1618_002:0162c10	本來人。請師高著眼。師直下覷。士曰。一等沒弦琴。惟	本 來 人 請 師 高 著 眼 師 直 下 覷 士 曰 一 等 沒 弦 琴 惟 
X87n1618_002:0162c11	師彈得妙。師直上覷。士禮拜。師歸方丈。士隨後曰。適	師 彈 得 妙 師 直 上 覷 士 禮 拜 師 歸 方 丈 士 隨 後 曰 適 
X87n1618_002:0162c12	來弄巧成拙(且道是賓家弄巧成拙。主家弄巧成拙。上覷下覷。怎顯本來人。居士禮拜。囫圇	來 弄 巧 成 拙 且 道 是 賓 家 弄 巧 成 拙 主 家 弄 巧 成 拙 上 覷 下 覷 怎 顯 本 來 人 居 士 禮 拜 囫 圇 
X87n1618_002:0162c13	吞箇棗)。入室弟子。一百三十九人。坐道場者。八十四	吞 箇 棗 入 室 弟 子 一 百 三 十 九 人 坐 道 場 者 八 十 四 
X87n1618_002:0162c14	員。龐蘊居士在內。元和中。諡大寂禪師。塔曰大莊嚴	員 龐 蘊 居 士 在 內 元 和 中 諡 大 寂 禪 師 塔 曰 大 莊 嚴 
X87n1618_002:0162c15	(應讖而出。一磚打醒。縱橫蹴踏。機用最神)。	 應 讖 而 出 一 磚 打 醒 縱 橫 蹴 踏 機 用 最 神 
X87n1618_002:0162c16	第三世洪州百丈山懷海禪師馬祖嗣。福州長樂王	第 三 世 洪 州 百 丈 山 懷 海 禪 師 馬 祖 嗣 福 州 長 樂 王 
X87n1618_002:0162c17	氏子。兒時隨母入寺拜佛。指佛像問母曰。此為誰。母	氏 子 兒 時 隨 母 入 寺 拜 佛 指 佛 像 問 母 曰 此 為 誰 母 
X87n1618_002:0162c18	曰佛也。師曰形容與人無異。我後亦當作佛。丱歲離	曰 佛 也 師 曰 形 容 與 人 無 異 我 後 亦 當 作 佛 丱 歲 離 
