X25n0488_001:0282a06	 自序	 自 序 
X25n0488_001:0300a07	乘機而正告之耳。如來所說。意是當時有此傳習之說。空生引以為證。若	乘 機 而 正 告 之 耳 如 來 所 說 意 是 當 時 有 此 傳 習 之 說 空 生 引 以 為 證 若 
X25n0488_001:0300a08	謂如來即佛不必分別。則此經專以三世異相之疑。統歸一相。皆無從領	謂 如 來 即 佛 不 必 分 別 則 此 經 專 以 三 世 異 相 之 疑 統 歸 一 相 皆 無 從 領 
X25n0488_001:0300a09	會矣。觀此則空生意中亦未常以佛與如來混作一人。此章為泛問因地	會 矣 觀 此 則 空 生 意 中 亦 未 常 以 佛 與 如 來 混 作 一 人 此 章 為 泛 問 因 地 
X25n0488_001:0300a10	如來法。不必疑矣。凡所有相。皆屬虗妄。此正空相之實理。佛法之大源也。	如 來 法 不 必 疑 矣 凡 所 有 相 皆 屬 虗 妄 此 正 空 相 之 實 理 佛 法 之 大 源 也 
X25n0488_001:0300a11	葢佛法以一心之靈。不生不滅。亘古不斷。故百年旦暮。形骸如寄。凡所有	葢 佛 法 以 一 心 之 靈 不生不滅 亘 古 不 斷 故 百 年 旦 暮 形 骸 如 寄 凡 所 有 
X25n0488_001:0300a12	相。皆六根六塵。為無明識蘊所熏染。則今現在雖有身有相。與過去之無身	相 皆 六 根 六 塵 為 無 明 識 蘊 所 熏 染 則 今 現 在 雖 有 身 有 相 與 過 去 之 無 身 
X25n0488_001:0300a13	無相。訖何異乎。故曰皆是虗妄。然而形骸塵識之外。自有真性。乃實相也。	無 相 訖 何 異 乎 故 曰 皆 是 虗 妄 然 而 形 骸 塵 識 之 外 自 有 真 性 乃 實 相 也 
X25n0488_001:0300a14	實相無相。即為法相。但凡人執相。故不能見法相。若能空諸相。則法相見	實 相 無 相 即 為 法 相 但 凡 人 執 相 故 不 能 見 法 相 若 能 空 諸 相 則 法 相 見 
X25n0488_001:0300a15	矣。故又曰。若見諸相非相。即見如來。就眼前淺近。引入深義。以究無相宗	矣 故 又 曰 若 見 諸 相 非 相 即 見 如 來 就 眼 前 淺 近 引 入 深 義 以 究 無 相 宗 
X25n0488_001:0300a16	旨。而即以完空生發問之意。正佛機之妙。文義雙絕者也。故偈曰。分別有	旨 而 即 以 完 空 生 發 問 之 意 正 佛 機 之 妙 文 義 雙 絕 者 也 故 偈 曰 分 別 有 
X25n0488_001:0300a17	為體。防彼成就得。三相異體故。離彼是如來。三相。應身。化身。法身也。有為。	為 體 防 彼 成 就 得 三 相 異 體 故 離 彼 是 如 來 三 相 應 身 化 身 法 身 也 有 為 
X25n0488_001:0300a18	即指身相。須菩提謂不可以身相見。猶有過去現在之見。故曰三相異體	即 指 身 相 須 菩 提 謂 不 可 以 身 相 見 猶 有 過去現在 之 見 故 曰 三 相 異 體 
X25n0488_001:0301a01	故。若泯三相之異。則見非相之相。即見如來。故曰離彼是如來。偈語甚明。	故 若 泯 三 相 之 異 則 見 非 相 之 相 即 見 如 來 故 曰 離 彼 是 如 來 偈 語 甚 明 
X25n0488_001:0301a02	今人多誤解。	今 人 多 誤 解 
X25n0488_001:0301a03	右經一章。言如來法也。無相為心法。布施為行法。若見非相之相為如	右 經 一 章 言 如 來 法 也 無 相 為 心 法 布 施 為 行 法 若 見 非 相 之 相 為 如 
X25n0488_001:0301a04	來實法也。	來 實 法 也 
X25n0488_001:0301a05	發謂金剛般若波羅蜜經之目。本佛所自名。經文可見。然方在演說之	發 謂 金 剛 般若波羅蜜經 之 目 本 佛 所 自 名 經 文 可 見 然 方 在 演 說 之 
X25n0488_001:0301a06	始。而遂謂此經。於理未合。故先德多疑之。訖無定論。予觀楞嚴論諸實	始 而 遂 謂 此 經 於 理 未 合 故 先 德 多 疑 之 訖 無 定 論 予 觀 楞 嚴 論 諸 實 
X25n0488_001:0301a07	義盡。文殊亦請如何奉持。佛遂唱經目。後又言天獄諸趣。及奢摩他魔	義 盡 文 殊 亦 請 如 何 奉 持 佛 遂 唱 經 目 後 又 言 天 獄 諸 趣 及 奢 摩 他 魔 
X25n0488_001:0301a08	事。皆推廣餘義。故溫陵以結經分助道分別之。今此首三節。實盡宗旨。	事 皆 推 廣 餘 義 故 溫 陵 以 結 經 分 助 道 分 別 之 今 此 首 三 節 實 盡 宗 旨 
X25n0488_001:0301a09	末後說出見如來。尤有祖述憲章之意。以後反覆辨論。總不出此。故稱	末 後 說 出 見 如 來 尤 有 祖 述 憲 章 之 意 以 後 反 覆 辨 論 總 不 出 此 故 稱 
X25n0488_001:0301a10	是經。顯有了義。予因分此為經。亦溫陵之意也。	是 經 顯 有 了 義 予 因 分 此 為 經 亦 溫 陵 之 意 也 
X25n0488_001:0301a11	須菩提白佛言。世尊。頗有眾生得聞如是言說章句。生實信不。(二斷因果俱深難信疑)佛告須菩提。	須 菩 提 白 佛 言 世 尊 頗 有 眾 生 得 聞 如 是 言 說 章 句 生 實 信 不 二 斷 因 果 俱 深 難 信 疑 佛 告 須 菩 提 
X25n0488_001:0301a12	莫作是說。如來滅後。後五百歲。有持戒脩福者。於此章句。能生信心。以此為	莫 作 是 說 如來滅後 後 五 百 歲 有 持 戒 脩 福 者 於 此 章 句 能 生 信 心 以 此 為 
X25n0488_001:0301a13	實。當知是人。不於一佛二佛三四五佛而種善根。已於無量千萬佛所。種諸	實 當 知 是 人 不 於 一 佛 二 佛 三 四 五 佛 而 種 善 根 已 於 無 量 千 萬 佛 所 種 諸 
X25n0488_001:0301a14	善根。聞是章句乃至一念生淨信者。須菩提。如來悉知悉見是諸眾生。得如	善 根 聞 是 章 句 乃 至 一 念 生 淨 信 者 須 菩 提 如 來 悉 知 悉 見 是 諸 眾 生 得 如 
X25n0488_001:0301a15	是無量福德。何以故。是諸眾生無復我相人相眾生相壽者相。無法相。亦無	是 無量福德 何 以 故 是 諸 眾 生 無 復 我 相 人 相 眾 生 相 壽 者 相 無 法 相 亦 無 
X25n0488_001:0301a16	非法相。何以故。是諸眾生。若心取相。則為著我人眾生壽者。若取法相。即著	非 法 相 何 以 故 是 諸 眾 生 若 心 取 相 則 為 著 我 人 眾 生 壽 者 若 取 法 相 即 著 
X25n0488_001:0301a17	我人眾生壽者。何以故。若取非法相。即著我人眾生壽者。是故不應取法。不	我 人 眾 生 壽 者 何 以 故 若 取 非 法 相 即 著 我 人 眾 生 壽 者 是 故 不 應 取 法 不 
X25n0488_001:0301a18	應取非法。以是義故。如來常說汝等比丘。知我說法知筏喻者。法尚應捨。何	應 取 非 法 以是義故 如 來 常 說 汝 等 比 丘 知 我 說 法 知 筏 喻 者 法 尚 應 捨 何 
X25n0488_001:0302a01	況非法。(三斷無相云何得說疑)須菩提。於意云何。如來得阿耨多羅三藐三菩提耶。如來有所說法	況 非 法 三 斷 無 相 云 何 得 說 疑 須 菩 提 於意云何 如 來 得阿耨多羅三藐三菩提 耶 如 來 有 所 說 法 
X25n0488_001:0302a02	耶。須菩提言。如我解佛所說義。無有定法。名阿耨多羅三藐三菩提。亦無有	耶 須 菩 提 言 如 我 解 佛 所 說 義 無 有 定 法 名 阿耨多羅三藐三菩提 亦 無 有 
X25n0488_001:0302a03	定法。如來可說。何以故。如來所說法。皆不可取。不可說。非法非非法。所以者	定 法 如 來 可 說 何 以 故 如 來 所 說 法 皆 不 可 取 不 可 說 非 法 非 非 法 所 以 者 
X25n0488_001:0302a04	何。一切賢聖皆以無為法而有差別(此一語是下章四果佛菩薩伏脉)。	何 一 切 賢 聖 皆 以 無 為 法 而有差別 此 一 語 是 下 章 四 果 佛 菩 薩 伏 脉 
X25n0488_001:0302a05	此一節。言信心以不取為實也。言說章句。總指經文。然空生意自偏在非	此 一 節 言 信 心 以 不 取 為 實 也 言 說 章 句 總 指 經 文 然 空 生 意 自 偏 在 非 
X25n0488_001:0302a06	相之相即見如來上。葢猶恐眾生疑不能見也。實信。深信此般若可以見	相 之 相 即 見 如 來 上 葢 猶 恐 眾 生 疑 不 能 見 也 實 信 深 信 此 般 若 可 以 見 
X25n0488_001:0302a07	如來也。後五百歲。據梵義有五五百歲。此後五百歲。乃末世法壞之際。故	如 來 也 後 五 百 歲 據 梵 義 有 五 五 百 歲 此 後 五 百 歲 乃 末 世 法 壞 之 際 故 
X25n0488_001:0302a08	偈曰惡世。持戒。修福。與信心為實。有戒定慧三意。其次序如是耳。善根。不	偈 曰 惡 世 持 戒 修 福 與 信 心 為 實 有 戒 定 慧 三 意 其 次 序 如 是 耳 善 根 不 
X25n0488_001:0302a09	貪不瞋不癡也。淨信。清淨無相之信也。悉知悉見。佛心感通也。佛答之意。	貪 不 瞋 不 癡 也 淨 信 清 淨 無 相 之 信 也 悉 知 悉 見 佛 心 感 通 也 佛 答 之 意 
X25n0488_001:0302a10	謂此法之實。豈難信乎。雖彼惡世。尚有信者。但此信者。必種善根已久。故	謂 此 法 之 實 豈 難 信 乎 雖 彼 惡 世 尚 有 信 者 但 此 信 者 必 種 善 根 已 久 故 
X25n0488_001:0302a11	能清淨其信。有無量福德。何也。葢信以不取相為實也無相。不惟無四相。	能 清 淨 其 信 有 無量福德 何 也 葢 信 以 不 取 相 為 實 也 無 相 不 惟 無 四 相 
X25n0488_001:0302a12	而且無法相。無非法相。葢法即四相。四相即法。原無二體。故有法即有四	而 且 無 法 相 無 非 法 相 葢 法 即 四 相 四 相 即 法 原 無 二 體 故 有 法 即 有 四 
X25n0488_001:0302a13	相。若曰無法則四相之障。更何盡乎。所以法與非法。皆不應取。譬如渡者	相 若 曰 無 法 則 四 相 之 障 更 何 盡 乎 所 以 法 與 非 法 皆 不 應 取 譬 如 渡 者 
X25n0488_001:0302a14	捨筏法之所以應捨也。然非筏何以得渡。則非法又豈可取乎。此信心之	捨 筏 法 之 所 以 應 捨 也 然 非 筏 何 以 得 渡 則 非 法 又 豈 可 取 乎 此 信 心 之 
X25n0488_001:0302a15	所以清淨為實也。一切賢聖。學佛已到未到之謂。即下四果及佛與菩薩。	所 以 清 淨 為 實 也 一 切 賢 聖 學 佛 已 到 未 到 之 謂 即 下 四 果 及 佛 與 菩 薩 
X25n0488_001:0302a16	皆以無為法而有差別。言賢聖差別。等級雖多。而總不出無為法。佛意又	皆 以 無 為 法 而有差別 言 賢 聖 差 別 等 級 雖 多 而 總 不 出 無 為 法 佛 意 又 
X25n0488_001:0302a17	謂。信心者何以不應取法乎。葢法本無有定名也。何不即思如來之所得	謂 信 心 者 何 以 不 應 取 法 乎 葢 法 本 無 有 定 名 也 何 不 即 思 如 來 之 所 得 
X25n0488_001:0302a18	與所說安在乎。須菩提乃以佛所說之義推之。而知如來法果不可取。不	與 所 說 安 在 乎 須 菩 提 乃 以 佛 所 說 之 義 推 之 而 知 如 來 法 果 不 可 取 不 
X25n0488_001:0303a01	可說。且原無法。原無非法。且不惟如來為然。而一切賢聖。高高下下皆然。	可 說 且 原 無 法 原 無 非 法 且 不 惟 如 來 為 然 而 一 切 賢 聖 高 高 下 下 皆 然 
X25n0488_001:0303a02	則信心者以不取為實。又何疑乎。	則 信 心 者 以 不 取 為 實 又 何 疑 乎 
X25n0488_001:0303a03	須菩提。於意云何。若人滿三千大千世界七寶以用布施。是人所得福德。寧	須 菩 提 於意云何 若 人 滿 三千大千世界 七 寶 以用布施 是 人 所 得 福 德 寧 
X25n0488_001:0303a04	為多不。須菩提言。甚多。世尊。何以故。是福德即非福德性。是故如來說福德	為 多 不 須 菩 提 言 甚 多 世 尊 何 以 故 是 福 德 即 非 福 德 性 是 故 如 來 說 福 德 
X25n0488_001:0303a05	多。若復有人於此經中受持。乃至四句偈等。為他人說。其福勝彼。何以故。須	多 若 復 有 人 於 此 經 中 受 持 乃 至 四 句 偈 等 為 他 人 說 其 福 勝 彼 何 以 故 須 
X25n0488_001:0303a06	菩提。一切諸佛及諸佛阿耨多羅三藐三菩提法。皆從此經出。須菩提。所謂	菩 提 一切諸佛 及 諸 佛 阿耨多羅三藐三菩提 法 皆 從 此 經 出 須 菩 提 所 謂 
X25n0488_001:0303a07	佛法者。即非佛法。	佛 法 者 即 非 佛 法 
X25n0488_001:0303a08	此一節。言不取之報。三千大千。言世界之多。七寶。謂金。銀。琉璃。珊瑚。碼碯。	此 一 節 言 不 取 之 報 三千大千 言 世 界 之 多 七 寶 謂 金 銀 琉 璃 珊 瑚 碼 碯 
X25n0488_001:0303a09	真珠。玻黎。然釋迦譜所謂七寶具足。又一金輪。二白象。三紺馬。四神珠。五	真 珠 玻 黎 然 釋 迦 譜 所 謂 七 寶 具 足 又 一 金 輪 二 白 象 三 紺 馬 四 神 珠 五 
X25n0488_001:0303a10	玉女。六主藏臣。七主兵臣。不必泥也。上言不取信心。乃貪絕也。故以七寶	玉 女 六 主 藏 臣 七 主 兵 臣 不 必 泥 也 上 言 不 取 信 心 乃 貪 絕 也 故 以 七 寶 
X25n0488_001:0303a11	布施之福較量。從其類如無相不住福報。以虗空較量。各有深意。是福德	布 施 之 福 較 量 從 其 類 如 無 相 不 住 福 報 以 虗 空 較 量 各 有 深 意 是 福 德 
X25n0488_001:0303a12	即非福德性。言本無求福之心。亦不取意。如來說福德多。就世人所見言。	即 非 福 德 性 言 本 無 求 福 之 心 亦 不 取 意 如 來 說 福 德 多 就 世 人 所 見 言 
X25n0488_001:0303a13	然不貪能捨福德報之。原是實理。諸經說因果。皆是此意。但佛語不著一	然 不 貪 能 捨 福 德 報 之 原 是 實 理 諸 經 說 因 果 皆 是 此 意 但 佛 語 不 著 一 
X25n0488_001:0303a14	邊。此經。指前問答如來法一章。葢佛因過去逢事如來。今為弟子演說者。	邊 此 經 指 前 問 答 如 來 法 一 章 葢 佛 因 過 去 逢 事 如 來 今 為 弟 子 演 說 者 
X25n0488_001:0303a15	實如來法也。故尊而名之為經。前此須菩提只認是佛說。故但曰章句。自	實 如 來 法 也 故 尊 而 名 之 為 經 前 此 須 菩 提 只 認 是 佛 說 故 但 曰 章 句 自 
X25n0488_001:0303a16	此以後。須菩提亦稱經矣。曰。當何名此經。曰。甚深經典。語氣可見。四句偈。	此 以 後 須 菩 提 亦 稱 經 矣 曰 當 何 名 此 經 曰 甚深經典 語 氣 可 見 四 句 偈 
X25n0488_001:0303a17	一切有為法四句也。此偈實該佛法之全體。相傳古偈。人人稔知。故特於	一 切 有 為 法 四 句 也 此 偈 實 該 佛 法 之 全 體 相 傳 古 偈 人 人 稔 知 故 特 於 
X25n0488_001:0303a18	末後出之。乃至四句偈等。分明自首至尾之謂。一切諸佛即一切賢聖之	末 後 出 之 乃 至 四 句 偈 等 分 明 自 首 至 尾 之 謂 一切諸佛 即 一 切 賢 聖 之 
X25n0488_001:0304a01	意。要見一切賢聖。皆以無為為體。而皆從此經出。則此經以非法為法。其	意 要 見 一 切 賢 聖 皆 以 無 為 為 體 而 皆 從 此 經 出 則 此 經 以 非 法 為 法 其 
X25n0488_001:0304a02	理貫矣。佛語前後照應。脈絡分明。但縈迴紆折。出沒無迹。故不易曉耳。	理 貫 矣 佛 語 前 後 照 應 脈 絡 分 明 但 縈 迴 紆 折 出 沒 無 迹 故 不 易 曉 耳 
X25n0488_001:0304a03	(四斷聲聞得果是取疑)須菩提。於意云何。須陀洹。能作是念。我得須陀洹果不。須菩提言。不也。世尊。	 四 斷 聲 聞 得 果 是 取 疑 須 菩 提 於意云何 須 陀 洹 能 作 是 念 我 得 須陀洹果 不 須 菩 提 言 不 也 世 尊 
X25n0488_001:0304a04	何以故。須陀洹。名為入流而無所入。不入色聲香味觸法。是名須陀洹。須菩	何 以 故 須 陀 洹 名 為 入 流 而 無 所 入 不 入 色聲香味觸 法 是 名 須 陀 洹 須 菩 
X25n0488_001:0304a05	提。於意云何。斯陀含。能作是念。我得斯陀含果不。須菩提言。不也。世尊。何以	提 於意云何 斯 陀 含 能 作 是 念 我 得 斯陀含果 不 須 菩 提 言 不 也 世 尊 何 以 
X25n0488_001:0304a06	故斯陀含。名一往來而實無往來。是名斯陀含。須菩提。於意云何。阿那含。能	故 斯 陀 含 名 一 往 來 而 實 無 往 來 是 名 斯 陀 含 須 菩 提 於意云何 阿 那 含 能 
X25n0488_001:0304a07	作是念我得阿那含果不。須菩提言。不也。世尊。何以故。阿那含名為不來。而	作 是 念 我 得 阿那含果 不 須 菩 提 言 不 也 世 尊 何 以 故 阿 那 含 名 為 不 來 而 
X25n0488_001:0304a08	實無不來。是故名阿那含。須菩提。於意云何。阿羅漢。能作是念我得阿羅漢	實 無 不 來 是 故 名 阿 那 含 須 菩 提 於意云何 阿 羅 漢 能 作 是 念 我 得阿羅漢 
X25n0488_001:0304a09	道不。須菩提言。不也。世尊。何以故。實無有法。名阿羅漢。世尊。若阿羅漢作是	道 不 須 菩 提 言 不 也 世 尊 何 以 故 實 無 有 法 名 阿 羅 漢 世 尊 若 阿 羅 漢 作 是 
X25n0488_001:0304a10	念我得阿羅漢道。即為著我人眾生壽者。世尊。佛說我得無諍三昧。人中最	念 我 得阿羅漢 道 即 為 著 我 人 眾 生 壽 者 世 尊 佛 說 我 得 無諍三昧 人 中 最 
X25n0488_001:0304a11	為第一。是第一離欲阿羅漢。世尊。我不作是念我是離欲阿羅漢。世尊。我若	為 第 一 是 第 一 離 欲 阿 羅 漢 世 尊 我 不 作 是 念 我 是 離 欲 阿 羅 漢 世 尊 我 若 
X25n0488_001:0304a12	作是念我得阿羅漢道。世尊則不說須菩提是樂阿蘭那行者。以須菩提。實	作 是 念 我 得阿羅漢 道 世 尊 則 不 說 須 菩 提 是 樂 阿 蘭 那 行 者 以 須 菩 提 實 
X25n0488_001:0304a13	無所行。而名須菩提是樂阿蘭那行。(五斷釋迦然燈取說疑)佛告須菩提。於意云何。如來昔在然燈	無 所 行 而 名 須 菩 提 是 樂 阿 蘭 那 行 五 斷 釋 迦 然 燈 取 說 疑 佛 告 須 菩 提 於意云何 如 來 昔 在 然 燈 
X25n0488_001:0304a14	佛所。於法有所得不。不也。世尊。如來在然燈佛所。於法實無所得(六斷嚴土違於不取疑)。須菩提。於	佛 所 於 法 有 所 得 不 不 也 世 尊 如 來 在 然 燈 佛 所 於 法 實 無 所 得 六 斷 嚴 土 違 於 不 取 疑 須 菩 提 於 
X25n0488_001:0304a15	意云何。菩薩莊嚴佛土不。不也。世尊。何以故。莊嚴佛土者。即非莊嚴。是名莊	意 云 何 菩 薩 莊 嚴 佛 土 不 不 也 世 尊 何 以 故 莊 嚴 佛 土 者 即 非 莊 嚴 是 名 莊 
X25n0488_001:0304a16	嚴。(總承上六問)是故須菩提。諸菩薩摩訶薩。應如是生清淨心(即無得意)。不應住色生心。不應住聲	嚴 總 承 上 六 問 是 故 須 菩 提 諸 菩薩摩訶薩 應 如 是 生 清 淨 心 即 無 得 意 不 應 住 色 生 心 不 應 住 聲 
X25n0488_001:0304a17	香味觸法生心。應無所住而生其心。(七斷受得報身有取疑)須菩提。譬如有人。身如須彌山王。於意	香 味 觸 法 生 心 應 無 所 住 而 生 其 心 七 斷 受 得 報 身 有 取 疑 須 菩 提 譬 如 有 人 身 如須彌山 王 於 意 
X25n0488_001:0304a18	云何。是身為大不。須菩提言。甚大世尊。何以故。佛說非身是名大身(無得是真得)。	云 何 是 身 為 大 不 須 菩 提 言 甚 大 世 尊 何 以 故 佛 說 非 身 是 名 大 身 無 得 是 真 得 
X25n0488_001:0305a01	此一節。言信心以無得為實也。須陀洹。梵義入流。謂斷三界見惑已盡。可	此 一 節 言 信 心 以 無 得 為 實 也 須 陀 洹 梵 義 入 流 謂 斷 三 界 見 惑 已 盡 可 
X25n0488_001:0305a02	入聖流也。斯陀含。梵義一來。謂斷欲界九品思惑中。前六品已盡。後三品	入 聖 流 也 斯 陀 含 梵 義 一 來 謂 斷 欲 界 九 品 思 惑 中 前 六 品 已 盡 後 三 品 
X25n0488_001:0305a03	尚在。須更來欲界一番受生也。阿那含。梵義不來。謂九品俱盡。更不來欲	尚 在 須 更 來 欲 界 一 番 受 生 也 阿 那 含 梵 義 不 來 謂 九 品 俱 盡 更 不 來 欲 
X25n0488_001:0305a04	界也。阿羅漢。梵義。無學。謂斷色界無色界思惑俱盡。更不受三界生死。無	界 也 阿 羅 漢 梵 義 無 學 謂 斷 色界無色界 思 惑 俱 盡 更 不 受 三 界 生 死 無 
X25n0488_001:0305a05	法可學也。無所入。無不來。無往來。無所得。只無相一意。無諍。不惱也。謂不	法 可 學 也 無 所 入 無 不 來 無 往 來 無 所 得 只 無 相 一 意 無 諍 不 惱 也 謂 不 
X25n0488_001:0305a06	起眾生之煩惱。三昧。梵義正持。謂任緣一境。守正持之。離諸邪妄。故為入	起 眾 生 之 煩 惱 三 昧 梵 義 正 持 謂 任 緣 一 境 守 正 持 之 離 諸 邪 妄 故 為 入 
X25n0488_001:0305a07	定之正法。人心煩惱。皆自欲起。故得無諍三昧者。謂之離欲阿羅漢。阿蘭	定 之 正 法 人 心 煩 惱 皆 自 欲 起 故 得 無諍三昧 者 謂 之 離 欲 阿 羅 漢 阿 蘭 
X25n0488_001:0305a08	那。梵義寂靜。亦云無事。即無諍意。莊嚴佛土。言恭敬佛相也。葢心上以佛	那 梵 義 寂 靜 亦 云 無 事 即 無 諍 意 莊 嚴 佛 土 言 恭 敬 佛 相 也 葢 心 上 以 佛 
X25n0488_001:0305a09	土為莊嚴而恭敬之。即是著相。非真莊嚴。故偈曰。非形第一體。非嚴莊嚴	土 為 莊 嚴 而 恭 敬 之 即 是 著 相 非 真 莊 嚴 故 偈 曰 非 形 第 一 體 非 嚴 莊 嚴 
X25n0488_001:0305a10	意。清淨無相。為第一體。譬如。取喻也。以明非實說。須彌山。釋典謂四天下	意 清 淨 無 相 為 第 一 體 譬 如 取 喻 也 以 明 非 實 說 須 彌 山 釋 典 謂 四 天 下 
X25n0488_001:0305a11	之中。日月所環繞。王。尊稱。佛法不分有色無色有想無想。皆謂眾生。故有	之 中 日 月 所 環 繞 王 尊 稱 佛 法 不 分 有 色 無 色 有 想 無 想 皆 謂 眾 生 故 有 
X25n0488_001:0305a12	獅王蛤王樹王鵞王等名。佛意承上文。一切賢聖皆以無為法而有差別。	獅 王 蛤 王 樹 王 鵞 王 等 名 佛 意 承 上 文 一 切 賢 聖 皆 以 無 為 法 而有差別 
X25n0488_001:0305a13	乃須菩提所知也。故以諸佛品地歷歷問之。自四果而上至于如來。自如	乃 須 菩 提 所 知 也 故 以 諸 佛 品 地 歷 歷 問 之 自 四 果 而 上 至 于 如 來 自 如 
X25n0488_001:0305a14	來而下至于菩薩。精之則為菩提。粗之則為佛土。皆不可以作念有得。于	來 而 下 至 于 菩 薩 精 之 則 為 菩 提 粗 之 則 為 佛 土 皆 不 可 以 作 念 有 得 于 
X25n0488_001:0305a15	是總而結言之曰。是故須菩提諸菩薩摩訶薩。應如是生清淨心。不取。即	是 總 而 結 言 之 曰 是 故 須 菩 提 諸 菩薩摩訶薩 應 如 是 生 清 淨 心 不 取 即 
X25n0488_001:0305a16	清淨心。葢因諸菩薩實無所得如此。故不當有取。不住聲香味觸法。即是	清 淨 心 葢 因 諸 菩 薩 實 無 所 得 如 此 故 不 當 有 取 不 住 聲香味觸 法 即 是 
X25n0488_001:0305a17	清淨。無所住而生其心。即是生清淨心。特恐人疑別有所謂清淨心。故復	清 淨 無 所 住 而 生 其 心 即 是 生 清 淨 心 特 恐 人 疑 別 有 所 謂 清 淨 心 故 復 
X25n0488_001:0305a18	以經中不住無住。盤旋束定。而又以生其心。繳出能生信心之章旨。真天	以 經 中 不 住 無 住 盤 旋 束 定 而 又 以 生 其 心 繳 出 能 生 信 心 之 章 旨 真 天 
X25n0488_001:0306a01	地至文也。山王一喻。總是不取無得意。而是名大身。又非真無取。故偈曰。	地 至 文 也 山 王 一 喻 總 是 不 取 無 得 意 而 是 名 大 身 又 非 真 無 取 故 偈 曰 
X25n0488_001:0306a02	如山王無取。受報亦復然。言雖受報而無取。則非無報可知。今人因昭明	如 山 王 無 取 受 報 亦 復 然 言 雖 受 報 而 無 取 則 非 無 報 可 知 今 人 因 昭 明 
X25n0488_001:0306a03	於羅漢下分截。遂將清淨不住。單頂莊嚴。而上文種種。無處安頓。又鑿出	於 羅 漢 下 分 截 遂 將 清 淨 不 住 單 頂 莊 嚴 而 上 文 種 種 無 處 安 頓 又 鑿 出 
X25n0488_001:0306a04	許多疑端。強為過文。甚是支離。	許 多 疑 端 強 為 過 文 甚 是 支 離 
X25n0488_001:0306a05	須菩提。如恒河中所有沙數。如是沙等恒河。於意云何。是諸恒河沙。寧為多	須 菩 提 如 恒 河 中 所 有 沙 數 如 是 沙 等 恒 河 於意云何 是 諸 恒 河 沙 寧 為 多 
X25n0488_001:0306a06	不。須菩提言甚多。世尊。但諸恒河。尚多無數。何況其沙。須菩提。我今實言告	不 須 菩 提 言 甚 多 世 尊 但 諸 恒 河 尚 多 無 數 何 況 其 沙 須 菩 提 我 今 實 言 告 
X25n0488_001:0306a07	汝。若有善男子善女人。以七寶滿爾所恒河沙數三千大千世界以用布施。	汝 若 有 善 男 子 善 女 人 以 七 寶 滿 爾 所 恒 河 沙 數 三千大千世界 以用布施 
X25n0488_001:0306a08	得福多不。須菩提言。甚多世尊。佛告須菩提。若善男子善女人。於此經中。乃	得 福 多 不 須 菩 提 言 甚 多 世 尊 佛 告 須 菩 提 若 善 男 子 善 女 人 於 此 經 中 乃 
X25n0488_001:0306a09	至受持四句偈等。為他人說。而此福德。勝前福德。復次。須菩提。隨說是經。乃	至 受 持 四 句 偈 等 為 他 人 說 而 此 福 德 勝 前 福 德 復 次 須 菩 提 隨 說 是 經 乃 
X25n0488_001:0306a10	至四句偈等。當知此處。一切世間。天。人。阿修羅。皆應供養。如佛塔廟。何況有	至 四 句 偈 等 當 知 此 處 一切世間 天 人 阿 修 羅 皆 應 供 養 如 佛 塔 廟 何 況 有 
X25n0488_001:0306a11	人盡能受持讀誦。須菩提。當知是人。成就最上第一希有之法(此是下章忍辱布施伏脉)。若是經典所	人 盡 能 受持讀誦 須 菩 提 當 知 是 人 成 就 最 上 第一希有 之 法 此 是 下 章 忍 辱 布 施 伏 脉 若 是 經 典 所 
X25n0488_001:0306a12	在之處。則為有佛。若尊重弟子。	在 之 處 則 為 有 佛 若 尊重弟子 
X25n0488_001:0306a13	此一節。言無得之報。而遂以第一希有。啟下文受持實相之義也。恒河。即	此 一 節 言 無 得 之 報 而 遂 以 第一希有 啟 下 文 受 持 實 相 之 義 也 恒 河 即 
X25n0488_001:0306a14	浲河。梵語多耨河。譯者轉音。今北人亦轉為渾河黃河。以其沙數為河之	浲 河 梵 語 多 耨 河 譯 者 轉 音 今 北 人 亦 轉 為 渾 河 黃 河 以 其 沙 數 為 河 之 
X25n0488_001:0306a15	數。又以諸河之沙數為三千大千世界之數。七寶滿之。甚言七寶之多耳。	數 又 以 諸 河 之 沙 數 為 三千大千世界 之 數 七 寶 滿 之 甚 言 七 寶 之 多 耳 
X25n0488_001:0306a16	亦見無可取之象。葢借喻義。故下又以實言告汝別之。無得。亦貪絕。故亦	亦 見 無 可 取 之 象 葢 借 喻 義 故 下 又 以 實 言 告 汝 別 之 無 得 亦 貪 絕 故 亦 
X25n0488_001:0306a17	以七寶布施較量而勝之。復次以下。又言此經之勝。葢不唯福德勝于財	以 七 寶 布 施 較 量 而 勝 之 復 次 以 下 又 言 此 經 之 勝 葢 不 唯 福 德 勝 于 財 
X25n0488_001:0306a18	寶布施。而又能成就最上第一希有之法。則豈徒信心而已。更當知所以	寶 布 施 而 又 能 成 就 最 上 第一希有 之 法 則 豈 徒 信 心 而 已 更 當 知 所 以 
X25n0488_001:0307a01	供養尊重也。隨說。隨舉一二義說之。天。諸天。人。世人。阿修羅。果報最勝。勢	供 養 尊 重 也 隨 說 隨 舉 一 二 義 說 之 天 諸 天 人 世 人 阿 修 羅 果 報 最 勝 勢 
