T52n2110_001:0489c14	辯正論序	辯 正 論 序 
T52n2110_004:0512c13	搜揚碩德兼閑三教備舉十科者一十九人。	搜 揚 碩 德 兼 閑 三 教 備 舉 十 科 者 一 十 九 人 
T52n2110_004:0512c14	於大興善寺請波頗三藏法師。相對翻譯。沙	於 大 興 善 寺 請 波 頗 三藏法師 相 對 翻 譯 沙 
T52n2110_004:0512c15	門慧乘等證義。沙門玄謨等譯語。沙門慧明	門 慧 乘 等 證 義 沙 門 玄 謨 等 譯 語 沙 門 慧 明 
T52n2110_004:0512c16	法琳等。執筆承旨慇懃詳覆。審名定義具	法 琳 等 執 筆 承 旨 慇 懃 詳 覆 審 名 定 義 具 
T52n2110_004:0512c17	意成文。起貞觀三年三月。訖四年四月。凡十	意 成 文 起 貞 觀 三 年 三 月 訖 四 年 四 月 凡 十 
T52n2110_004:0512c18	卷十三品。用紙一百三十幅。總六萬三千八	卷 十 三 品 用 紙 一 百 三 十 幅 總 六 萬 三 千 八 
T52n2110_004:0512c19	百八十二言。其年仲冬勝光寺主僧珍。奉勅	百 八 十 二 言 其 年 仲 冬 勝 光 寺 主 僧 珍 奉 勅 
T52n2110_004:0512c20	就宮。迎像於勝光寺供養。四年獻肇諸寺大	就 宮 迎 像 於 勝 光 寺 供 養 四 年 獻 肇 諸 寺 大 
T52n2110_004:0512c21	德四十九人。經三七日慶像行道。日滿設千	德 四 十 九 人 經 三 七 日 慶 像 行 道 日 滿 設 千 
T52n2110_004:0512c22	僧會。王公竝來行香。琳又上皇帝繡像頌曰。	僧 會 王 公 竝 來 行 香 琳 又 上 皇 帝 繡 像 頌 曰 
T52n2110_004:0512c23	緬以。八樹韜光。兩河晦迹。匿王戀仰。鑄鑞	緬 以 八 樹 韜 光 兩 河 晦 迹 匿 王 戀 仰 鑄 鑞 
T52n2110_004:0512c24	而瀉全身。迦帝翹誠。鎔金而圖具相。洎	而 瀉 全 身 迦 帝 翹 誠 鎔 金 而 圖 具 相 洎 
T52n2110_004:0512c25	乎青精南度白馬東翻。像教欝興靈儀遍跱。	乎 青 精 南 度 白 馬 東 翻 像 教 欝 興 靈 儀 遍 跱 
T52n2110_004:0512c26	於是儼神姿以登私井。屈聖體而施明珠。光	於 是 儼 神 姿 以 登 私 井 屈 聖 體 而 施 明 珠 光 
T52n2110_004:0512c27	烈張橋色流滬瀆。示佩日於漢后。感揮毫於	烈 張 橋 色 流 滬 瀆 示 佩 日 於 漢 后 感 揮 毫 於 
T52n2110_004:0512c28	晉君。或顧步而躡萬山。乍徘徊而遊夢渚。禎	晉 君 或 顧 步 而 躡 萬 山 乍 徘 徊 而 遊 夢 渚 禎 
T52n2110_004:0512c29	祥嘉瑞兆自由來。未有刺縷圖真援空範狀。	祥 嘉 瑞 兆 自 由 來 未 有 刺 縷 圖 真 援 空 範 狀 
T52n2110_004:0513a01	我大唐皇帝。曩植四弘夙資五德。神功邁於	我 大 唐 皇 帝 曩 植 四 弘 夙 資 五 德 神 功 邁 於 
T52n2110_004:0513a02	軒昊。至治美於成康。仁熏上玄力侔大道。	軒 昊 至 治 美 於 成 康 仁 熏 上 玄 力 侔 大 道 
T52n2110_004:0513a03	慶雲垂彩。金鏡含七曜之暉。瑞鳥呈祥。玉燭	慶 雲 垂 彩 金 鏡 含 七 曜 之 暉 瑞 鳥 呈 祥 玉 燭 
T52n2110_004:0513a04	和四時之氣。素髮文身之長。俱請命於王庭。	和 四 時 之 氣 素 髮 文 身 之 長 俱 請 命 於 王 庭 
T52n2110_004:0513a05	穿胸儋耳之酋。共獻賝於魏闕。加以留心八	穿 胸 儋 耳 之 酋 共 獻 賝 於 魏 闕 加 以 留 心 八 
T52n2110_004:0513a06	正篤意五乘。廣運檀那聿修淨業。永言善逝	正 篤 意 五 乘 廣 運 檀 那 聿 修 淨 業 永 言 善 逝 
T52n2110_004:0513a07	冥漠何追。爰勅上宮式摹遺景。奉造釋迦繡	冥 漠 何 追 爰 勅 上 宮 式 摹 遺 景 奉 造 釋 迦 繡 
T52n2110_004:0513a08	像一幀。并菩薩聖僧。金剛師子。備摛仙藻殫	像 一 幀 并 菩 薩 聖 僧 金 剛 師 子 備 摛 仙 藻 殫 
T52n2110_004:0513a09	諸神變。六文雜沓五色相宣。寫滿月於雙	諸 神 變 六 文 雜 沓 五 色 相 宣 寫 滿 月 於 雙 
T52n2110_004:0513a10	針。託修楊於素手。妍踰蜀錦麗越燕緹。紛綸	針 託 修 楊 於 素 手 妍 踰 蜀 錦 麗 越 燕 緹 紛 綸 
T52n2110_004:0513a11	含七映之光。布護列九華之綵。日輪吐焰。	含 七 映 之 光 布 護 列 九 華 之 綵 日 輪 吐 焰 
T52n2110_004:0513a12	藹周客之絲。蓮目凝輝。發秦姬之綫。楊侯	藹 周 客 之 絲 蓮 目 凝 輝 發 秦 姬 之 綫 楊 侯 
T52n2110_004:0513a13	百里之珠。慚斯百福。子羽千金之璧。愧彼千	百 里 之 珠 慚 斯 百 福 子 羽 千 金 之 璧 愧 彼 千 
T52n2110_004:0513a14	輪。華蓋陸離看疑踊出。雲衣搖曳望似飛	輪 華 蓋 陸 離 看 疑 踊 出 雲 衣 搖 曳 望 似 飛 
T52n2110_004:0513a15	來。何但思極迴腸。抑亦巧窮玄妙。以今歲	來 何 但 思 極 迴 腸 抑 亦 巧 窮 玄 妙 以 今 歲 
T52n2110_004:0513a16	在庚寅月居太簇。三元啟候之節。四始交泰	在 庚 寅 月 居 太 簇 三 元 啟 候 之 節 四 始 交 泰 
T52n2110_004:0513a17	之辰。乃降綸言於勝光伽藍。設齋慶像。四十	之 辰 乃 降 綸 言 於 勝 光 伽 藍 設 齋 慶 像 四 十 
T52n2110_004:0513a18	九僧三七行道。大秦紅粟。備香積之餐。周穆	九 僧 三 七 行 道 大 秦 紅 粟 備 香 積 之 餐 周 穆 
T52n2110_004:0513a19	金膏。陳梵王之供。四等福田生生具足。六因	金 膏 陳 梵 王 之 供 四 等 福 田 生 生 具 足 六 因 
T52n2110_004:0513a20	善報世世莊嚴。劫石碎而寶曆長存。芥城空	善 報 世 世 莊 嚴 劫 石 碎 而 寶 曆 長 存 芥 城 空 
T52n2110_004:0513a21	而皇基永固。不勝慶悅。輕迺頌云。	而 皇 基 永 固 不 勝 慶 悅 輕 迺 頌 云 
T52n2110_004:0513a22	　於鑠上帝　　天策我君　　乃神乃聖	 於 鑠 上 帝 天 策 我 君 乃 神 乃 聖 
T52n2110_004:0513a23	　允武允文　　就之如日　　望之如雲	 允 武 允 文 就 之 如 日 望 之 如 雲 
T52n2110_004:0513a24	　禎符輝煥　　美氣氛氳　　光宅天下	 禎 符 輝 煥 美 氣 氛 氳 光 宅 天 下 
T52n2110_004:0513a25	　攸序彝倫　　體道迴向　　式建福田	 攸 序 彝 倫 體 道 迴 向 式 建 福 田 
T52n2110_004:0513a26	　針裁赤果　　縷制青蓮　　文含綺爛	 針 裁 赤 果 縷 制 青 蓮 文 含 綺 爛 
T52n2110_004:0513a27	　彩奪霞然　　華疑逈發　　蓋似空懸	 彩 奪 霞 然 華 疑 逈 發 蓋 似 空 懸 
T52n2110_004:0513a28	　方諸踊地　　邁彼騰天　　歲在提格	 方 諸 踊 地 邁 彼 騰 天 歲 在 提 格 
T52n2110_004:0513a29	　時旅青陽　　奉遵徽命　　爰崇道場	 時 旅 青 陽 奉 遵 徽 命 爰 崇 道 場 
T52n2110_004:0513b01	　十科星聚　　八座霞張　　風迴雅梵	 十 科 星 聚 八 座 霞 張 風 迴 雅 梵 
T52n2110_004:0513b02	　殿欝名香　　鴻基盛業　　永永無疆	 殿 欝 名 香 鴻 基 盛 業 永 永 無 疆 
T52n2110_004:0513b03	主上。每以聽覽餘暇遊息藝林。討孔壁之	主 上 每 以 聽 覽 餘 暇 遊 息 藝 林 討 孔 壁 之 
T52n2110_004:0513b04	謨。披石經之訓。規百王之往事。考三教之	謨 披 石 經 之 訓 規 百 王 之 往 事 考 三 教 之 
T52n2110_004:0513b05	指歸。而謂語未涉於空空。事終淪於有有。	指 歸 而 謂 語 未 涉 於 空 空 事 終 淪 於 有 有 
T52n2110_004:0513b06	詳夫性靈真要。可以持心濟俗者。莫過乎釋	詳 夫 性 靈 真 要 可 以 持 心 濟 俗 者 莫 過 乎 釋 
T52n2110_004:0513b07	氏之教矣。眷言法藥有意流通。爰有中天竺	氏 之 教 矣 眷 言 法 藥 有 意 流 通 爰 有 中 天 竺 
T52n2110_004:0513b08	國三藏法師。本剎利王種姓。剎利帝名波羅	國 三藏法師 本 剎 利 王 種 姓 剎 利 帝 名 波 羅 
T52n2110_004:0513b09	頗迦羅密多羅。唐言作明知識。遠聞唐國弘	頗 迦 羅 密 多 羅 唐 言 作 明 知 識 遠 聞 唐 國 弘 
T52n2110_004:0513b10	闡大乘。故涉葱河來遊聖世。以貞觀元年大	闡 大 乘 故 涉 葱 河 來 遊 聖 世 以 貞 觀 元 年 大 
T52n2110_004:0513b11	呂之月。躬齎梵本達乎上京。昔高宗治興傅	呂 之 月 躬 齎 梵 本 達 乎 上 京 昔 高 宗 治 興 傅 
T52n2110_004:0513b12	巖入夢。今我皇道盛德星現野。法師識度通	巖 入 夢 今 我 皇 道 盛 德 星 現 野 法 師 識 度 通 
T52n2110_004:0513b13	敏器宇冲邃。五百應供結集之文。八萬修多	敏 器 宇 冲 邃 五 百 應 供 結 集 之 文 八 萬 修 多 
T52n2110_004:0513b14	所詮之理。自法蘭赴漢僧會遊吳傳譯相尋。	所 詮 之 理 自 法 蘭 赴 漢 僧 會 遊 吳 傳 譯 相 尋 
T52n2110_004:0513b15	而有所未喻者。法師皆委其由末究其異同。	而 有 所 未 喻 者 法 師 皆 委 其 由 末 究 其 異 同 
T52n2110_004:0513b16	假令內部諸計外人別執。莫不吞若胸中說	假 令 內 部 諸 計 外 人 別 執 莫 不 吞 若 胸 中 說 
T52n2110_004:0513b17	猶指掌。至於承華論席肅成解義。特蒙悅可	猶 指 掌 至 於 承 華 論 席 肅 成 解 義 特 蒙 悅 可 
T52n2110_004:0513b18	簡在帝心。其年孟春有詔波頗三藏等。可就	簡 在 帝 心 其 年 孟 春 有 詔 波 頗 三 藏 等 可 就 
T52n2110_004:0513b19	勝光伽監翻譯般若燈大莊嚴二論。上柱國	勝 光 伽 監 翻 譯 般 若 燈 大 莊 嚴 二 論 上 柱 國 
T52n2110_004:0513b20	尚書左僕射[邱丘+千]國公房玄齡散騎常侍左庶子	尚 書 左 僕 射 [邱丘千] 國 公 房 玄 齡 散 騎 常 侍 左 庶 子 
T52n2110_004:0513b21	詹事杜正倫等。奉勅銓定碩德一十九人。右	詹 事 杜 正 倫 等 奉 勅 銓 定 碩 德 一 十 九 人 右 
T52n2110_004:0513b22	光祿大夫太府卿蘭陵男蕭璟為勅使。檢校	光 祿 大 夫 太 府 卿 蘭 陵 男 蕭 璟 為 勅 使 檢 校 
T52n2110_004:0513b23	百司供給四事豐厚。琳又預充執筆。迺為序	百 司 供 給 四 事 豐 厚 琳 又 預 充 執 筆 迺 為 序 
T52n2110_004:0513b24	曰。般若燈論。梵本有六千餘偈。摩伽陀國種	曰 般 若 燈 論 梵 本 有 六 千 餘 偈 摩伽陀國 種 
T52n2110_004:0513b25	姓大士婆毘薛迦菩薩。唐言分別明之所作	姓 大 士 婆 毘 薛 迦 菩 薩 唐 言 分 別 明 之 所 作 
T52n2110_004:0513b26	也。始夫萬物非有一心如幻。心如幻故雖動	也 始 夫 萬 物 非 有 一 心 如 幻 心 如 幻 故 雖 動 
T52n2110_004:0513b27	而恒寂。物非有故雖起而無生。是以聖人說	而 恒 寂 物 非 有 故 雖 起 而 無 生 是 以 聖 人 說 
T52n2110_004:0513b28	如幻之心。鑒非有之物。了物非物則物物性	如 幻 之 心 鑒 非 有 之 物 了 物 非 物 則 物 物 性 
T52n2110_004:0513b29	空。知心無心則心心體寂。達觀之士。得其會	空 知 心 無 心 則 心 心 體 寂 達 觀 之 士 得 其 會 
T52n2110_004:0513c01	歸而忘其所寄。於是分別戲論。不待遣而自	歸 而 忘 其 所 寄 於 是 分別戲論 不 待 遣 而 自 
T52n2110_004:0513c02	除。無得觀門。弗假修而已入。蕩蕩焉不在不	除 無 得 觀 門 弗 假 修 而 已 入 蕩 蕩 焉 不 在 不 
T52n2110_004:0513c03	離無住無依者也。佛滅度後七百年間。有出	離 無 住 無 依 者 也 佛 滅 度 後 七 百 年 間 有 出 
T52n2110_004:0513c04	家菩薩。厥名龍樹。深達實相得無生忍。為報	家 菩 薩 厥 名 龍 樹 深 達 實 相 得無生忍 為 報 
T52n2110_004:0513c05	佛恩開演中論。付法藏云。其人於像法中。然	佛 恩 開 演 中 論 付 法 藏 云 其 人 於 像 法 中 然 
T52n2110_004:0513c06	正法炬折邪見幢。外國傳云。智慧日已頹。斯	正 法 炬 折 邪 見 幢 外 國 傳 云 智 慧 日 已 頹 斯 
T52n2110_004:0513c07	人今再曜。世昏寢已久。斯人寤令覺中論凡	人 今 再 曜 世 昏 寢 已 久 斯 人 寤 令 覺 中 論 凡 
T52n2110_004:0513c08	五師注釋。分別明菩薩即一人也。此菩薩多	五 師 注 釋 分 別 明 菩 薩 即 一 人 也 此 菩 薩 多 
T52n2110_004:0513c09	聞總持智深志固。以本願力不捨群生。住修	聞 總 持 智 深 志 固 以 本 願 力 不 捨 群 生 住 修 
T52n2110_004:0513c10	羅宮待見彌勒。屬以去聖時遠眾論紛然。致	羅 宮 待 見 彌 勒 屬 以 去 聖 時 遠 眾 論 紛 然 致 
T52n2110_004:0513c11	令雪山採藥多收毒草。深水求珠競持瓦礫。	令 雪 山 採 藥 多 收 毒 草 深 水 求 珠 競 持 瓦 礫 
T52n2110_004:0513c12	誠恐一理不窮反增邪見。一言不盡翻起異	誠 恐 一 理 不 窮 反 增 邪 見 一 言 不 盡 翻 起 異 
T52n2110_004:0513c13	端。乃纘述龍樹偈文。為茲般若燈論。其為	端 乃 纘 述 龍 樹 偈 文 為 茲 般 若 燈 論 其 為 
T52n2110_004:0513c14	論也。訶斥內外贊揚真俗。窮無生理究實相	論 也 訶 斥 內 外 贊 揚 真 俗 窮 無 生 理 究 實 相 
T52n2110_004:0513c15	源。照無不寂寄名般若。執無不破喻曰明燈。	源 照 無 不 寂 寄 名 般 若 執 無 不 破 喻 曰 明 燈 
T52n2110_004:0513c16	蓋方廣之中心。諸佛之行處矣。嗟乎後之學	蓋 方 廣 之 中 心 諸 佛 之 行 處 矣 嗟 乎 後 之 學 
T52n2110_004:0513c17	者。便息百城之遊。永無五失之謬。論凡二	者 便 息 百 城 之 遊 永 無 五 失 之 謬 論 凡 二 
T52n2110_004:0513c18	十七品。為十五卷。若內人立義皆標人名。無	十 七 品 為 十 五 卷 若 內 人 立 義 皆 標 人 名 無 
T52n2110_004:0513c19	名者例稱自部。若外人立義亦標人名。無名	名 者 例 稱 自 部 若 外 人 立 義 亦 標 人 名 無 名 
T52n2110_004:0513c20	者例稱外人。縛解品已前慧賾執筆觀業品	者 例 稱 外 人 縛 解 品 已 前 慧 賾 執 筆 觀 業 品 
T52n2110_004:0513c21	已後法琳執筆。於是起四年夏訖六年冬。勘	已 後 法 琳 執 筆 於 是 起 四 年 夏 訖 六 年 冬 勘 
T52n2110_004:0513c22	定既周繕寫云畢。所司詳讀乃奏聞。勅令所	定 既 周 繕 寫 云 畢 所 司 詳 讀 乃 奏 聞 勅 令 所 
T52n2110_004:0513c23	司各寫十部。散付諸寺任共流通。既踵輪王	司 各 寫 十 部 散 付 諸 寺 任 共 流 通 既 踵 輪 王 
T52n2110_004:0513c24	十善化世。國內諸市悉斷屠行。普禁民間不	十 善 化 世 國 內 諸 市 悉 斷 屠 行 普 禁 民 間 不 
T52n2110_004:0513c25	許宰殺。江南之地立寨取魚。三十餘州觸處	許 宰 殺 江 南 之 地 立 寨 取 魚 三 十 餘 州 觸 處 
T52n2110_004:0513c26	皆爾。必須破堰然乃取之。所取者比鄧林之	皆 爾 必 須 破 堰 然 乃 取 之 所 取 者 比 鄧 林 之 
T52n2110_004:0513c27	一枝。枉死者過恒沙之億數。又降慈造悉廢	一 枝 枉 死 者 過 恒 沙 之 億 數 又 降 慈 造 悉 廢 
T52n2110_004:0513c28	除之。又屬歲阜時和海內豐稔。又度僧尼三	除 之 又 屬 歲 阜 時 和 海 內 豐 稔 又 度 僧 尼 三 
T52n2110_004:0513c29	千人諸州散配。既而德動上玄感通至聖。七	千 人 諸 州 散 配 既 而 德 動 上 玄 感 通 至 聖 七 
T52n2110_004:0514a01	難俱殄七福備臻。恩洽九垠之表。威加八極	難 俱 殄 七 福 備 臻 恩 洽 九 垠 之 表 威 加 八 極 
T52n2110_004:0514a02	之外。其年孟冬兇奴王頡利等。並率其臣子	之 外 其 年 孟 冬 兇 奴 王 頡 利 等 並 率 其 臣 子 
T52n2110_004:0514a03	携其部落。襁負爭趨前後繼踵。延望闕庭傾	携 其 部 落 襁 負 爭 趨 前 後 繼 踵 延 望 闕 庭 傾 
T52n2110_004:0514a04	國而至。謁天門而請命。就夷邸以餐和。不煩	國 而 至 謁 天 門 而 請 命 就 夷 邸 以 餐 和 不 煩 
T52n2110_004:0514a05	衛霍之師。自窮巢穴。詎假軒轅之眾。席卷逋	衛 霍 之 師 自 窮 巢 穴 詎 假 軒 轅 之 眾 席 卷 逋 
T52n2110_004:0514a06	逃。漢南無雜虜之憂。塞北罷強胡之寇。馬岸	逃 漢 南 無 雜 虜 之 憂 塞 北 罷 強 胡 之 寇 馬 岸 
T52n2110_004:0514a07	龍堆之域。既沐唐風。交河清海之濱。咸為聖	龍 堆 之 域 既 沐 唐 風 交 河 清 海 之 濱 咸 為 聖 
T52n2110_004:0514a08	土。康哉康哉。共歡於茲日。無為無事。同慶於	土 康 哉 康 哉 共 歡 於 茲 日 無 為 無 事 同 慶 於 
T52n2110_004:0514a09	今晨。統天立極之功。獨高前古。奉佛崇善	今 晨 統 天 立 極 之 功 獨 高 前 古 奉 佛 崇 善 
T52n2110_004:0514a10	之業超諸往賢。主上曾經戰場白刃相拒。至	之 業 超 諸 往 賢 主 上 曾 經 戰 場 白 刃 相 拒 至 
T52n2110_004:0514a11	于登極情深厥衷。乃下勅。凡所陣場並建寺。	于 登 極 情 深 厥 衷 乃 下 勅 凡 所 陣 場 並 建 寺 
T52n2110_004:0514a12	有司供給務令周備。宇內凡置十所。嚴整可	有 司 供 給 務 令 周 備 宇 內 凡 置 十 所 嚴 整 可 
T52n2110_004:0514a13	觀。又昔因避暑躬幸南山。卜此神居啟茲大	觀 又 昔 因 避 暑 躬 幸 南 山 卜 此 神 居 啟 茲 大 
T52n2110_004:0514a14	壯。其地也。帶秦川之眇眇。接隴岫之蒼蒼。東	壯 其 地 也 帶 秦 川 之 眇 眇 接 隴 岫 之 蒼 蒼 東 
T52n2110_004:0514a15	觀浴日之波。西臨懸月之浦。鳳企窮奇之	觀 浴 日 之 波 西 臨 懸 月 之 浦 鳳 企 窮 奇 之 
T52n2110_004:0514a16	石。欝律鑽天。龍盤譎詭之崖。穹窿刺漢。豈獨	石 欝 律 鑽 天 龍 盤 譎 詭 之 崖 穹 窿 刺 漢 豈 獨 
T52n2110_004:0514a17	巖松撥日。抑亦澗竹捎雲。實四皓養德之場。	巖 松 撥 日 抑 亦 澗 竹 捎 雲 實 四 皓 養 德 之 場 
T52n2110_004:0514a18	蓋三秦作固之所。為太武皇帝捨而為寺。既	蓋 三 秦 作 固 之 所 為 太 武 皇 帝 捨 而 為 寺 既 
T52n2110_004:0514a19	增利見。因曰龍田。又送太武及主上等身夾	增 利 見 因 曰 龍 田 又 送 太 武 及 主 上 等 身 夾 
T52n2110_004:0514a20	紵像六軀。永鎮供養。大眾所資有司供給無	紵 像 六 軀 永 鎮 供 養 大 眾 所 資 有 司 供 給 無 
T52n2110_004:0514a21	勞買地不待布金。逆風和氣之香。氛氳滿院。	勞 買 地 不 待 布 金 逆 風 和 氣 之 香 氛 氳 滿 院 
T52n2110_004:0514a22	吉祥柔滑之草。瀾漫垂階。又為穆大后。於	吉 祥 柔 滑 之 草 瀾 漫 垂 階 又 為 穆 大 后 於 
T52n2110_004:0514a23	慶善宮造慈德寺。甄叔迦寶閻浮檀金。種種	慶 善 宮 造 慈 德 寺 甄 叔 迦 寶 閻浮檀金 種 種 
T52n2110_004:0514a24	莊嚴一一華麗。雖知所作希有猶言。罔極未	莊 嚴 一 一 華 麗 雖 知 所 作 希 有 猶 言 罔 極 未 
T52n2110_004:0514a25	申。六年仲夏於臺城西真安坊內。為穆大	申 六 年 仲 夏 於 臺 城 西 真 安 坊 內 為 穆 大 
T52n2110_004:0514a26	后又造弘福寺。考茲形勝襟帶市朝爰命鳧	后 又 造 弘 福 寺 考 茲 形 勝 襟 帶 市 朝 爰 命 鳧 
T52n2110_004:0514a27	人開基締構。甫移銀榜即此金園。法侶摩肩	人 開 基 締 構 甫 移 銀 榜 即 此 金 園 法 侶 摩 肩 
T52n2110_004:0514a28	朝貴延首。其地則高墉負墎。羅百雉而紆	朝 貴 延 首 其 地 則 高 墉 負 墎 羅 百 雉 而 紆 
T52n2110_004:0514a29	徐。層城結隅。峻九重而延袤。於是廣闢寶	徐 層 城 結 隅 峻 九 重 而 延 袤 於 是 廣 闢 寶 
T52n2110_004:0514b01	坊備諸輪奐。瞻星測景置臬衡繩。王舄垂	坊 備 諸 輪 奐 瞻 星 測 景 置 臬 衡 繩 王 舄 垂 
T52n2110_004:0514b02	暉金鋪曜彩。長廊中宿反宇干霄。浮柱繡栭	暉 金 鋪 曜 彩 長 廊 中 宿 反 宇 干 霄 浮 柱 繡 栭 
T52n2110_004:0514b03	上圖雲氣。飛軒鏤檻下帶虹蜺。影塔儼其相	上 圖 雲 氣 飛 軒 鏤 檻 下 帶 虹 蜺 影 塔 儼 其 相 
T52n2110_004:0514b04	望。經臺欝其並架。罄丹青之矩矱。殫藻繢	望 經 臺 欝 其 並 架 罄 丹 青 之 矩 矱 殫 藻 繢 
T52n2110_004:0514b05	之瓌奇。妙極天仙思窮神鬼。金盤承露。比玉	之 瓌 奇 妙 極 天 仙 思 窮 神 鬼 金 盤 承 露 比 玉 
T52n2110_004:0514b06	樹於甘泉。寶鐸和風。狀瓊林於安養。疎鐘	樹 於 甘 泉 寶 鐸 和 風 狀 瓊 林 於 安 養 疎 鐘 
T52n2110_004:0514b07	夜徹清梵朝楊。韻合魚山響符龍木。靈異之	夜 徹 清 梵 朝 楊 韻 合 魚 山 響 符 龍 木 靈 異 之 
T52n2110_004:0514b08	所栖託。定慧之所依憑。了義息心於是乎在。	所 栖 託 定 慧 之 所 依 憑 了 義 息 心 於 是 乎 在 
T52n2110_004:0514b09	◎	 
T52n2110_004:0514b10	◎魏大丞相渤海王	 魏 大 丞 相 渤 海 王 
T52n2110_004:0514b11	神氣精靈。天姿秀異。德備文武。藝兼禮樂。	神 氣 精 靈 天 姿 秀 異 德 備 文 武 藝 兼 禮 樂 
T52n2110_004:0514b12	珪璋社稷之器。廊廟柱石之才。實有王佐之	珪 璋 社 稷 之 器 廊 廟 柱 石 之 才 實 有 王 佐 之 
T52n2110_004:0514b13	風。咸稱靜亂之託。至於歸心服道。獨超名輩。	風 咸 稱 靜 亂 之 託 至 於 歸 心 服 道 獨 超 名 輩 
T52n2110_004:0514b14	不悋象馬。無愛珠璣。於定國寺興建寶塔。	不 悋 象 馬 無 愛 珠 璣 於 定 國 寺 興 建 寶 塔 
T52n2110_004:0514b15	魏侍中大保司徒公廣陽懿烈王　魏廣	魏 侍 中 大 保 司 徒 公 廣 陽 懿 烈 王 魏 廣 
T52n2110_004:0514b16	陽忠武王　魏司徒廣陽王　魏廣陽文獻	陽 忠 武 王 魏 司 徒 廣 陽 王 魏 廣 陽 文 獻 
T52n2110_004:0514b17	王　魏相國高王　魏汝南王　魏宜都	王 魏 相 國 高 王 魏 汝 南 王 魏 宜 都 
T52n2110_004:0514b18	王	王 
T52n2110_004:0514b19	右七王。並敬信居懷敦崇為業。或文或武匡	右 七 王 並 敬 信 居 懷 敦 崇 為 業 或 文 或 武 匡 
T52n2110_004:0514b20	國匡家。叶柱石之風有廊廟之德。知空雲之	國 匡 家 叶 柱 石 之 風 有 廊 廟 之 德 知 空 雲 之 
T52n2110_004:0514b21	遽變。識蜃氣之非常。同悟己身等歸磨滅。乃	遽 變 識 蜃 氣 之 非 常 同 悟 己 身 等 歸 磨 滅 乃 
T52n2110_004:0514b22	迴心佛理共遵聖化。咸受八戒俱持六齋。造	迴 心 佛 理 共 遵 聖 化 咸 受 八 戒 俱 持 六 齋 造 
T52n2110_004:0514b23	寺度僧設會崇善。	寺 度 僧 設 會 崇 善 
T52n2110_004:0514b24	魏上黨王穆　魏常山王鷙	魏 上 黨 王 穆 魏 常 山 王 鷙 
T52n2110_004:0514b25	右二王。穆性和厚美形貌鷙。容貌魁傑腰帶	右 二 王 穆 性 和 厚 美 形 貌 鷙 容 貌 魁 傑 腰 帶 
T52n2110_004:0514b26	十圍。立性方雅少言清慎。常息省闥。雖當炎	十 圍 立 性 方 雅 少 言 清 慎 常 息 省 闥 雖 當 炎 
T52n2110_004:0514b27	暑不解衣冠。官至侍中大司馬。	暑 不 解 衣 冠 官 至 侍 中 大 司 馬 
T52n2110_004:0514b28	魏淮陽王尉　魏河東王荀　魏東陽王	魏 淮 陽 王 尉 魏 河 東 王 荀 魏 東 陽 王 
T52n2110_004:0514b29	丕　魏淮南王他	丕 魏 淮 南 王 他 
T52n2110_004:0514c01	尉荀丕他並容貌壯偉。大耳秀眉。四十年中	尉 荀 丕 他 並 容 貌 壯 偉 大 耳 秀 眉 四 十 年 中 
T52n2110_004:0514c02	三長月六守齋持戒無替。於時誦維摩經。造	三 長 月 六 守 齋 持 戒 無 替 於 時 誦 維 摩 經 造 
T52n2110_004:0514c03	法王寺。年耆望重負杖來朝。然丕又聲氣高	法 王 寺 年 耆 望 重 負 杖 來 朝 然 丕 又 聲 氣 高 
T52n2110_004:0514c04	朗。博記國事。問無不知。及享宴之際恒居	朗 博 記 國 事 問 無 不 知 及 享 宴 之 際 恒 居 
T52n2110_004:0514c05	坐。每與王公學士大德名僧研味佛理。抗音	坐 每 與 王 公 學 士 大 德 名 僧 研 味 佛 理 抗 音 
T52n2110_004:0514c06	大言謂眾人曰。佛教冲洽。非儒墨者所知。	大 言 謂 眾 人 曰 佛 教 冲 洽 非 儒 墨 者 所 知 
T52n2110_004:0514c07	魏秦王翰	魏 秦 王 翰 
T52n2110_004:0514c08	閑當世之務。盡成敗之理。近事遠謀。造次備	閑 當 世 之 務 盡 成 敗 之 理 近 事 遠 謀 造 次 備 
T52n2110_004:0514c09	舉。重仁行義。朝野具瞻。	舉 重 仁 行 義 朝 野 具 瞻 
T52n2110_004:0514c10	魏司徒北海王詳　司牧高陽王雍	魏 司 徒 北 海 王 詳 司 牧 高 陽 王 雍 
T52n2110_004:0514c11	或親自本枝或地居外戚總政本之要。當神	或 親 自 本 枝 或 地 居 外 戚 總 政 本 之 要 當 神 
T52n2110_004:0514c12	州之重。並感圓珠。慕勵已心。式光朝政敷	州 之 重 並 感 圓 珠 慕 勵 已 心 式 光 朝 政 敷 
T52n2110_004:0514c13	宣治道。而虛襟佛理。崇信法橋。造像書經興	宣 治 道 而 虛 襟 佛 理 崇 信 法 橋 造 像 書 經 興 
T52n2110_004:0514c14	立塔寺。寫一切經一十二藏。	立 塔 寺 寫 一 切 經 一 十 二 藏 
T52n2110_004:0514c15	魏彭城王勰	魏 彭 城 王 勰 
T52n2110_004:0514c16	罄盡心力保護世宗。內外指撝至于登立。法	罄 盡 心 力 保 護 世 宗 內 外 指 撝 至 于 登 立 法 
