X17n0327_001:0471c06	楞伽補遺	楞 伽 補 遺 
X17n0327_001:0476b04	但因妄想攀名相之過也。目藏體本是湛淵之心。猶	但 因 妄 想 攀 名 相 之 過 也 目 藏 體 本 是 湛 淵 之 心 猶 
X17n0327_001:0476b05	如湛海。雖云前七波浪。其實只因六識攀緣外境界	如 湛 海 雖 云 前 七 波 浪 其 實 只 因 六 識 攀 緣 外 境 界 
X17n0327_001:0476b06	風。鼓動波浪。即七識亦因六識所起之波浪。其體同	風 鼓 動 波 浪 即 七 識 亦 因 六 識 所 起 之 波 浪 其 體 同 
X17n0327_001:0476b07	是八識精明。故本不生。是故三性之中。依他元自無	是 八 識 精 明 故 本 不 生 是 故 三 性 之 中 依 他 元 自 無 
X17n0327_001:0476b08	性。其過在徧計執性耳。然妄想乃徧計執性。正是六	性 其 過 在 徧 計 執 性 耳 然 妄 想 乃 徧 計 執 性 正 是 六 
X17n0327_001:0476b09	識攀緣種種如幻依他境界。增長習氣。長養藏識。故	識 攀 緣 種 種 如 幻 依 他 境 界 增 長 習 氣 長 養 藏 識 故 
X17n0327_001:0476b10	今特辨妄想過重。故六識滅。則內外心境一切皆寂	今 特 辨 妄 想 過 重 故 六 識 滅 則 內 外 心 境 一 切 皆 寂 
X17n0327_001:0476b11	滅。如來藏性應念現前。所以特說六識滅為涅槃也。	滅 如 來 藏 性 應 念 現 前 所 以 特 說 六 識 滅 為 涅 槃 也 
X17n0327_001:0476b12	此經宗趣。與相宗。逈不相同。故不立七識。所目世尊	此 經 宗 趣 與 相 宗 逈 不 相 同 故 不 立 七 識 所 目 世 尊 
X17n0327_001:0476b13	隨節說妄想分別通相。以顯即妄即真。為如來最上	隨 節 說 妄想分別 通 相 以 顯 即 妄 即 真 為 如 來 最 上 
X17n0327_001:0476b14	一乘禪也。	一 乘 禪 也 
X17n0327_001:0476b15	經旨來意。從二卷初示正行科中。四方便為能觀之	經 旨 來 意 從 二 卷 初 示 正 行 科 中 四 方 便 為 能 觀 之 
X17n0327_001:0476b16	智。二種自性。指所破之惑。無四句可離。無聖智可得。	智 二 種 自 性 指 所 破 之 惑 無 四 句 可 離 無 聖 智 可 得 
X17n0327_001:0476b17	乃所顯圓成之理。及離過絕非一科。四節立定。自後	乃 所 顯 圓 成 之 理 及 離 過 絕 非 一 科 四 節 立 定 自 後 
X17n0327_001:0476b18	略示邪正因果。及廣辨邪正因果。總是廣釋卷初四	略 示 邪 正 因 果 及 廣 辨 邪 正 因 果 總 是 廣 釋 卷 初 四 
X17n0327_001:0476b19	節之義。其觀察義禪。觀察覺。即前能觀之智。妄想攝	節 之 義 其 觀察義禪 觀 察 覺 即 前 能 觀 之 智 妄 想 攝 
X17n0327_001:0476b20	受計著覺。即釋前所破之惑。攀緣如禪。即顯前圓成	受 計 著 覺 即 釋 前 所 破 之 惑 攀 緣 如 禪 即 顯 前 圓 成 
X17n0327_001:0476b21	之理。末後如來最上一乘禪。即釋前離過絕非。細觀	之 理 末 後 如 來 最 上 一 乘 禪 即 釋 前 離 過 絕 非 細 觀 
X17n0327_001:0476b22	經旨。前後名應。其理昭然。	經 旨 前 後 名 應 其 理 昭 然 
X17n0327_001:0476b23	下第三卷	下 第 三 卷 
X17n0327_001:0476b24	初三種意生身。五無間種性。乃示因圓。宗說二通。乃	初 三種意生身 五 無 間 種 性 乃 示 因 圓 宗 說 二 通 乃 
X17n0327_001:0476c01	示果滿。目果海離言故。	示 果 滿 目 果 海 離 言 故 
X17n0327_001:0476c02	問曰。斷證科。初明妄想不實破我執。言說性空破法	問 曰 斷 證 科 初 明 妄 想 不 實 破 我 執 言 說 性 空 破 法 
X17n0327_001:0476c03	執者。何也。答曰。目外衟妄想專目執我見為本。而	執 者 何 也 答 曰 目 外 衟 妄 想 專 目 執 我 見 為 本 而 
X17n0327_001:0476c04	二乘雖離五蘊假我。猶執涅槃為我。故亦云心惑亂。	二 乘 雖 離 五 蘊 假 我 猶 執 涅 槃 為 我 故 亦 云 心 惑 亂 
X17n0327_001:0476c05	故云煩惱障。然依言說為法執者。目內教學佛法者	故 云 煩 惱 障 然 依 言 說 為 法 執 者 目 內 教 學 佛 法 者 
X17n0327_001:0476c06	不能離言得義。但執言說為實法故。今教以離言觀	不 能 離 言 得 義 但 執 言 說 為 實 法 故 今 教 以 離 言 觀 
X17n0327_001:0476c07	心。為破法執。斷所知障也。然我執外衟居多。法執學	心 為 破 法 執 斷 所 知 障 也 然 我 執 外 衟 居 多 法 執 學 
X17n0327_001:0476c08	佛法者居多。若起信所說我見亦依所聞佛法而起。	佛 法 者 居 多 若 起 信 所 說 我 見 亦 依 所 聞 佛 法 而 起 
X17n0327_001:0476c09	此經專破外道神我。故經論意異耳。	此 經 專 破 外 道 神 我 故 經 論 意 異 耳 
X17n0327_001:0476c10	問曰。其破法執。經文指語義而說其旨甚明。若約妄	問 曰 其 破 法 執 經 文 指 語 義 而 說 其 旨 甚 明 若 約 妄 
X17n0327_001:0476c11	想為破我執。意旨未顯。目大慧但問妄想。	想 為 破 我 執 意 旨 未 顯 目 大 慧 但 問 妄 想 
X17n0327_001:0476c12	答曰。一往所說妄想。多指外道。而二乘但兼帶而已。	答 曰 一 往 所 說 妄 想 多 指 外 道 而 二 乘 但 兼 帶 而 已 
X17n0327_001:0476c13	然外道妄想所計者。一我見耳。然大慧雖通問妄想	然 外 道 妄 想 所 計 者 一 我 見 耳 然 大 慧 雖 通 問 妄 想 
X17n0327_001:0476c14	生處。惟世尊約指攝所攝墮有無外道見計著我我	生 處 惟 世 尊 約 指 攝 所 攝 墮 有 無 外 道 見 計 著 我 我 
X17n0327_001:0476c15	所生。此所目妄想為外道我執之本也。其凡夫二乘。	所 生 此 所 目 妄 想 為 外 道 我 執 之 本 也 其 凡 夫 二 乘 
X17n0327_001:0476c16	計五蘊為我者。經文長行未顯。至頌中云。施設世諦	計 五 蘊 為 我 者 經 文 長 行 未 顯 至 頌 中 云 施 設 世 諦 
X17n0327_001:0476c17	我。諸陰陰施設。其旨的然明矣。更復何疑。	我 諸 陰 陰 施 設 其 旨 的 然 明 矣 更 復 何 疑 
X17n0327_001:0476c18	問曰。大乘教中。皆說二執。有分別俱生麤細不同。且	問 曰 大 乘 教 中 皆 說 二 執 有 分 別 俱 生 麤 細 不 同 且 
X17n0327_001:0476c19	云分別二執。從三贒至初地斷盡。俱生二執。從二地	云 分 別 二 執 從 三 贒 至 初 地 斷 盡 俱 生 二 執 從 二 地 
X17n0327_001:0476c20	至七地斷我執盡。法執至佛地乃盡。今經說麤細二	至 七 地 斷 我 執 盡 法 執 至 佛 地 乃 盡 今 經 說 麤 細 二 
X17n0327_001:0476c21	執一時斷盡。未明其旨。請問其詳。答曰。此經頓教	執 一 時 斷 盡 未 明 其 旨 請 問 其 詳 答 曰 此 經 頓 教 
X17n0327_001:0476c22	大乘。意在頓破無明頓證一心。故二障亦頓斷耳。大	大 乘 意 在 頓 破 無 明 頓 證 一 心 故 二 障 亦 頓 斷 耳 大 
X17n0327_001:0476c23	經云。不了第一義。故號為無明。第一義者。即此經所	經 云 不 了 第 一 義 故 號 為 無 明 第 一 義 者 即 此 經 所 
X17n0327_001:0476c24	說第一義諦寂滅一心也。然不了二字。即無明也。了	說 第一義諦 寂 滅 一 心 也 然 不 了 二 字 即 無 明 也 了 
X17n0327_001:0477a01	乃知也。經中頻言知自心現量者。謂了第一義心也。	乃 知 也 經 中 頻 言 知 自心現量 者 謂 了 第 一 義 心 也 
X17n0327_001:0477a02	且麤細二障。因無明而有。今言頓了自心現量。則頓	且 麤 細 二 障 因 無 明 而 有 今 言 頓 了 自心現量 則 頓 
X17n0327_001:0477a03	破無明。無明既破。則彼二障又何從而有耶。目真知	破 無 明 無 明 既 破 則 彼 二 障 又 何 從 而 有 耶 目 真 知 
X17n0327_001:0477a04	自體有大智慧光明義故。說名為智。此即自覺聖智	自 體 有 大 智慧光明 義 故 說 名 為 智 此 即 自覺聖智 
X17n0327_001:0477a05	也。若目即心正智獨炤一心寂滅之體。則一切皆離。	也 若 目 即 心 正 智 獨 炤 一 心 寂 滅 之 體 則 一 切 皆 離 
X17n0327_001:0477a06	今因不了。則妄起分別執著。故名妄想。是目此經不	今 因 不 了 則 妄 起 分 別 執 著 故 名 妄 想 是 目 此 經 不 
X17n0327_001:0477a07	說斷無明。單說斷妄想。妄想淨處。即頓證一心。故無	說 斷 無 明 單 說 斷 妄 想 妄 想 淨 處 即 頓 證 一 心 故 無 
X17n0327_001:0477a08	漸次先後耳。所謂知幻即離。不作方便。離幻即覺。亦	漸 次 先 後 耳 所 謂 知 幻 即 離 不 作 方 便 離 幻 即 覺 亦 
X17n0327_001:0477a09	無漸次。故為頓教大乘。	無 漸 次 故 為 頓 教 大 乘 
X17n0327_001:0477a10	問曰。轉變章。言轉變者。乃一切眾生生死往來捨身	問 曰 轉 變 章 言 轉 變 者 乃 一 切 眾 生 生 死 往 來 捨 身 
X17n0327_001:0477a11	受身之情狀也。而獨指外衟者。何耶。答曰。佛說眾	受 身 之 情 狀 也 而 獨 指 外 衟 者 何 耶 答 曰 佛 說 眾 
X17n0327_001:0477a12	生生死往來。受報好醜。乃隨善惡業緣。故說如乳酪	生 生 死 往 來 受 報 好 醜 乃 隨 善 惡 業 緣 故 說 如 乳 酪 
X17n0327_001:0477a13	酒果等熟。但是異熟隨緣耳。因外衟妄計有作者。為	酒 果 等 熟 但 是 異 熟 隨 緣 耳 因 外 衟 妄 計 有 作 者 為 
X17n0327_001:0477a14	轉變主宰。此邪見妄計。故特曉之曰。如是凡愚眾生。	轉 變 主 宰 此 邪 見 妄 計 故 特 曉 之 曰 如 是 凡 愚 眾 生 
X17n0327_001:0477a15	自妄想修習生。實無有法為生滅主宰者。但如幻夢	自 妄 想 修 習 生 實 無 有 法 為 生 滅 主 宰 者 但 如 幻 夢 
X17n0327_001:0477a16	色生。言自妄想修習生。此云邪師邪教。乃分別我執。	色 生 言 自 妄 想 修 習 生 此 云 邪 師 邪 教 乃 分 別 我 執 
X17n0327_001:0477a17	以一往所說。乃分別法執也。	以 一 往 所 說 乃 分 別 法 執 也 
X17n0327_001:0477a18	問曰。相續章。乃大慧因聞前佛說轉變相故。即問生	問 曰 相 續 章 乃 大 慧 因 聞 前 佛 說 轉 變 相 故 即 問 生 
X17n0327_001:0477a19	死相續義狀。生死乃煩惱障招。而但約言說而問。且	死 相 續 義 狀 生 死 乃 煩 惱 障 招 而 但 約 言 說 而 問 且 
X17n0327_001:0477a20	舉極果之益目請者。何耶。答曰。此經旨幽潛。殊非	舉 極 果 之 益 目 請 者 何 耶 答 曰 此 經 旨 幽 潛 殊 非 
X17n0327_001:0477a21	淺識所易窺也。此由前辨果地覺中。佛說覺人法無	淺 識 所 易 窺 也 此 由 前 辨 果 地 覺 中 佛 說 覺 人 法 無 
X17n0327_001:0477a22	我。了知二障。斷二煩惱。離二種死。是名佛之知覺故。	我 了 知 二 障 斷 二 煩 惱 離 二 種 死 是 名 佛 之 知 覺 故 
X17n0327_001:0477a23	此斷證科中。約破二執斷二障。目顯真因也。然所知	此 斷 證 科 中 約 破 二 執 斷 二 障 目 顯 真 因 也 然 所 知 
X17n0327_001:0477a24	障。單約執言說為法執故。大慧以言說為問。而所答	障 單 約 執 言 說 為 法 執 故 大 慧 以 言 說 為 問 而 所 答 
X17n0327_001:0477b01	十一相續。皆執言說。目為所知障。目取變易生死者。	十 一 相 續 皆 執 言 說 目 為 所 知 障 目 取 變易生死 者 
X17n0327_001:0477b02	乃俱生法執也。以障有二故。生死亦二。故末後總以	乃 俱 生 法 執 也 以 障 有 二 故 生 死 亦 二 故 末 後 總 以 
X17n0327_001:0477b03	愚夫三相續乃煩惱障招俱生我執。是乃總結二障	愚 夫 三 相 續 乃 煩 惱 障 招 俱 生 我 執 是 乃 總 結 二 障 
X17n0327_001:0477b04	二死。皆七識執取所招。故歸過于三和合計著識為	二 死 皆 七 識 執 取 所 招 故 歸 過 于 三 和 合 計 著 識 為 
X17n0327_001:0477b05	相續生死之本也。佛意甚明。第淺識者。未易見耳。	相 續 生 死 之 本 也 佛 意 甚 明 第 淺 識 者 未 易 見 耳 
X17n0327_001:0477b06	問曰。前世尊說妄想識滅。名為涅槃。且云七識不生。	問 曰 前 世 尊 說 妄 想 識 滅 名 為 涅 槃 且 云 七 識 不 生 
X17n0327_001:0477b07	今者何目俱生二執歸過于七識。豈不自語相違耶。	今 者 何 目 俱 生 二 執 歸 過 于 七 識 豈 不 自語相違 耶 
X17n0327_001:0477b08	答曰。觀佛立言。各有所主。非相違也。以初云藏識	答 曰 觀 佛 立 言 各 有 所 主 非 相 違 也 以 初 云 藏 識 
X17n0327_001:0477b09	因境界風吹故。起前七識浪。為生滅耳。今顯藏識自	因 境 界 風 吹 故 起 前 七 識 浪 為 生 滅 耳 今 顯 藏 識 自 
X17n0327_001:0477b10	性本來涅槃。但因境界風吹。故有生死。若無境界風	性 本 來 涅 槃 但 因 境 界 風 吹 故 有 生 死 若 無 境 界 風 
X17n0327_001:0477b11	吹。則自性為常住涅槃矣。然境界乃五塵境界也。且	吹 則 自 性 為 常 住 涅 槃 矣 然 境 界 乃 五 塵 境 界 也 且 
X17n0327_001:0477b12	此塵境。惟心所現。本自如如。若無六識攀緣執取。則	此 塵 境 惟 心 所 現 本 自 如 如 若 無 六 識 攀 緣 執 取 則 
X17n0327_001:0477b13	諸法如如不動矣。但因六識不了唯心。妄自攀緣執	諸 法 如 如 不 動 矣 但 因 六 識 不 了 唯 心 妄 自 攀 緣 執 
X17n0327_001:0477b14	取。則識風鼓扇。返吹藏海。起七波浪。是則起境界風。	取 則 識 風 鼓 扇 返 吹 藏 海 起 七 波 浪 是 則 起 境 界 風 
X17n0327_001:0477b15	全是六識之過。而七識不預。以此識依內門轉故。故	全 是 六 識 之 過 而 七 識 不 預 以 此 識 依 內 門 轉 故 故 
X17n0327_001:0477b16	云不生。此所以六識一滅則八識為自性涅槃矣。今	云 不 生 此 所 以 六 識 一 滅 則 八 識 為 自性涅槃 矣 今 
X17n0327_001:0477b17	言俱生二執。歸過于七識者。目無始來一向七識單	言 俱 生 二 執 歸 過 于 七 識 者 目 無 始 來 一 向 七 識 單 
X17n0327_001:0477b18	執八識為我。名我愛執藏。集諸種子。相續生死。名為	執 八 識 為 我 名 我 愛 執 藏 集 諸 種 子 相 續 生 死 名 為 
X17n0327_001:0477b19	結生相續。長劫不斷。乃此識之能。而六識不預焉。以	結生相續 長 劫 不 斷 乃 此 識 之 能 而 六 識 不 預 焉 以 
X17n0327_001:0477b20	造業者乃六識。受報者八識。相續生死者七識耳。是	造 業 者 乃 六 識 受 報 者 八 識 相 續 生 死 者 七 識 耳 是 
X17n0327_001:0477b21	各就勝能而說。非前後自語相違過也。	各 就 勝 能 而 說 非 前 後 自語相違過 也 
X17n0327_001:0477b22	問曰。經中一往節節。大慧問中。多舉果悳以請。然世	問 曰 經 中 一 往 節 節 大 慧 問 中 多 舉 果 悳 以 請 然 世 
X17n0327_001:0477b23	尊結顯果悳已非一矣。然與正顯果悳。有何別耶。	尊 結 顯 果 悳 已 非 一 矣 然 與 正 顯 果 悳 有 何 別 耶 
X17n0327_001:0477b24	答曰。大慧前于節次問中。所言果者。乃為請說法利。	答 曰 大 慧 前 于 節 次 問 中 所 言 果 者 乃 為 請 說 法 利 
X17n0327_001:0477c01	特舉果以顯法益也。世尊即說果悳者。乃為破邪。以	特 舉 果 以 顯 法 益 也 世 尊 即 說 果 悳 者 乃 為 破 邪 以 
X17n0327_001:0477c02	明真因。乃舉果目證驗真因。皆在因門。非正說果悳	明 真 因 乃 舉 果 目 證 驗 真 因 皆 在 因 門 非 正 說 果 悳 
X17n0327_001:0477c03	也。今因行已圓。二障已破。五住已亡。永離二死。歸極	也 今 因 行 已 圓 二 障 已 破 五 住 已 亡 永 離 二 死 歸 極 
X17n0327_001:0477c04	一心。因窮果滿。目顯究竟一心之極果。此是正說果	一 心 因 窮 果 滿 目 顯 究 竟 一 心 之 極 果 此 是 正 說 果 
X17n0327_001:0477c05	悳。說二轉依。以顯法身出纏證真常樂我淨四悳。此	悳 說 二 轉 依 以 顯 法 身 出 纏 證 真 常樂我淨 四 悳 此 
X17n0327_001:0477c06	返妄歸真之極則也。	返 妄 歸 真 之 極 則 也 
X17n0327_001:0477c07	下第四卷	下 第 四 卷 
X17n0327_001:0477c08	問曰。當明法身常住。生死涅槃平等處。返妄歸真。業	問 曰 當 明 法 身 常 住 生死涅槃 平 等 處 返 妄 歸 真 業 
X17n0327_001:0477c09	已究竟一心真原矣。大慧乃問剎那者。何耶。答曰。	已 究 竟 一 心 真 原 矣 大 慧 乃 問 剎 那 者 何 耶 答 曰 
X17n0327_001:0477c10	此正原始要終結歸一心之極則也。以初問百八義。	此 正 原 始 要 終 結 歸 一 心 之 極 則 也 以 初 問 百 八 義 
X17n0327_001:0477c11	佛目寂滅一心而答曰一切皆非。故大慧即問諸識	佛 目 寂 滅 一 心 而 答 曰 一 切 皆 非 故 大 慧 即 問 諸 識 
X17n0327_001:0477c12	有幾種生住滅。是則迷悟修證皆生滅門中事也。然	有 幾 種 生 住 滅 是 則 迷 悟 修 證 皆 生 滅 門 中 事 也 然 
X17n0327_001:0477c13	大慧初問百八義。總該十界依正迷悟因果。不出五	大 慧 初 問 百 八 義 總 該 十 界 依 正 迷 悟 因 果 不 出 五 
X17n0327_001:0477c14	法三自性八識二無我。四門攝盡。故今徵詰諸妄了	法 三 自 性 八 識 二 無 我 四 門 攝 盡 故 今 徵 詰 諸 妄 了 
X17n0327_001:0477c15	悟一心。目顯五法三自性皆空八識二無我俱遣。究	悟 一 心 目 顯 五 法 三 自 性 皆 空 八 識 二 無 我 俱 遣 究 
X17n0327_001:0477c16	竟歸趣一心真原。以顯法身極則。目示生死涅槃平	竟 歸 趣 一 心 真 原 以 顯 法 身 極 則 目 示 生死涅槃 平 
X17n0327_001:0477c17	等。此是從迷返悟。總屬生滅邊收。皆不出大慧初問	等 此 是 從 迷 返 悟 總 屬 生 滅 邊 收 皆 不 出 大 慧 初 問 
X17n0327_001:0477c18	二種生滅也。意謂目有相生住滅故。有凡夫外道二	二 種 生 滅 也 意 謂 目 有 相 生 住 滅 故 有 凡 夫 外 道 二 
X17n0327_001:0477c19	乘偏邪之執。以有流注生住滅故。有七地已前菩薩	乘 偏 邪 之 執 以 有 流 注 生 住 滅 故 有 七 地 已 前 菩 薩 
X17n0327_001:0477c20	之見。意顯縱悟法身亦未離生滅妄見。所謂菩提心	之 見 意 顯 縱 悟 法 身 亦 未 離 生 滅 妄 見 所 謂 菩 提 心 
X17n0327_001:0477c21	生。生滅心滅。猶屬生滅。今顯生滅本不生滅義。若了	生 生 滅 心 滅 猶 屬 生 滅 今 顯 生 滅 本 不 生 滅 義 若 了 
X17n0327_001:0477c22	本不生滅。則則前一往所說。皆夢中事。乃妄功用中	本 不 生 滅 則 則 前 一 往 所 說 皆 夢 中 事 乃 妄 功 用 中 
X17n0327_001:0477c23	有修斷耳。故前夢中渡河之喻。以顯有所修證皆夢	有 修 斷 耳 故 前 夢 中 渡 河 之 喻 以 顯 有 所 修 證 皆 夢 
X17n0327_001:0477c24	幻法門。方顯法身向上極則也。以此足見吾佛說始	幻 法 門 方 顯 法 身 向 上 極 則 也 以 此 足 見 吾 佛 說 始 
X17n0327_001:0478a01	終不說一字。乃頓宗之極則也。	終 不 說 一 字 乃 頓 宗 之 極 則 也 
X17n0327_001:0478a03	楞伽補遺(終)	楞 伽 補 遺 終 
